,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C]
1,5.523313,4.706418,4.593268,3.803405,3.800404,3.502989,3.490336,4.973676,-8.796481,6.457017,4.973676,5.613880,-3.796523,6.254083,5.315118,5.761249,-2.645638,6.207380
2,5.306290,4.527764,4.420220,3.608250,3.605488,3.331824,3.325035,4.685329,-8.483626,6.045623,4.685329,5.393080,-4.413970,6.100831,5.062796,5.584570,-3.254100,6.106343
3,5.192440,4.380574,4.270714,3.505970,3.503048,3.218493,3.215555,4.544279,-8.100680,5.873003,4.544279,5.276520,-4.464170,6.008760,4.934807,5.486877,-3.365740,6.038946
4,5.072195,4.282074,4.177153,3.377771,3.375069,3.100307,3.097500,4.398051,-8.292390,5.698602,4.398051,5.153526,-4.816955,5.909002,4.800971,5.382165,-3.705729,5.963360
5,5.016498,4.214002,4.106383,3.351094,3.348241,3.067094,3.060294,4.338308,-7.944239,5.616322,4.338308,5.095411,-4.706214,5.852514,4.742097,5.330100,-3.655075,5.918103
6,4.932011,4.162842,4.060104,3.271863,3.268217,3.006939,2.971770,4.238941,-8.253406,5.506111,4.238941,5.009175,-5.016734,5.779410,4.649732,5.254615,-3.939758,5.859499
7,4.848892,4.106456,4.013096,3.353564,3.351061,3.125268,3.017254,4.171627,-8.270462,5.325999,4.171627,4.917675,-5.345038,5.663724,4.569519,5.168175,-4.289046,5.766830
8,4.866577,4.348036,4.250605,3.499312,3.496807,3.264466,3.144617,4.224598,-7.419767,5.304578,4.224598,4.929846,-4.845256,5.635095,4.600730,5.170401,-3.913796,5.740071
9,4.884120,4.371166,4.234259,3.537514,3.534772,3.280221,3.158495,4.249990,-7.092128,5.341486,4.249990,4.947812,-4.534184,5.645634,4.622162,5.183500,-3.647360,5.744837
10,4.922243,4.554716,4.376642,3.646541,3.643772,3.382133,3.270852,4.313855,-6.502404,5.356858,4.313855,4.983012,-4.171728,5.652168,4.670739,5.209677,-3.359908,5.748615
11,4.964388,4.614024,4.388111,3.718622,3.715605,3.446865,3.340113,4.372452,-6.081583,5.404792,4.372452,5.024587,-3.841771,5.676722,4.720257,5.243394,-3.081835,5.766531
12,4.987681,4.672346,4.443386,3.748713,3.744990,3.482355,3.395186,4.407586,-5.886208,5.419986,4.407586,5.046824,-3.716604,5.686062,4.748513,5.261015,-2.979747,5.773518
13,5.035053,4.736952,4.493763,3.844509,3.840441,3.569176,3.488499,4.475215,-5.404450,5.461931,4.475215,5.092796,-3.382618,5.710376,4.804591,5.298439,-2.704904,5.792286
14,5.041306,4.776800,4.537761,3.846988,3.841835,3.577187,3.506672,4.485145,-5.453133,5.463618,4.485145,5.098631,-3.419021,5.712117,4.812337,5.302985,-2.734431,5.793633
15,5.063138,4.811484,4.566422,3.897948,3.893921,3.621010,3.557707,4.518010,-5.221100,5.478312,4.518010,5.119416,-3.269805,5.720822,4.838760,5.319571,-2.614135,5.800381
16,5.035329,4.807029,4.575496,3.845269,3.842163,3.582182,3.513896,4.480932,-5.565575,5.447967,4.480932,5.091920,-3.516418,5.702908,4.806792,5.296513,-2.818490,5.786235
17,5.025631,4.797518,4.566764,3.847543,3.844541,3.588814,3.509450,4.470983,-5.551909,5.432516,4.470983,5.081752,-3.526593,5.692522,4.796727,5.287237,-2.832215,5.777747
18,4.913615,4.479102,4.307857,3.579452,3.576715,3.363301,3.270086,4.309551,-6.736601,5.349015,4.309551,4.973992,-4.306135,5.638433,4.663919,5.198982,-3.467654,5.734045
19,4.865083,4.275348,4.168421,3.452400,3.449635,3.237399,3.124109,4.231187,-6.931917,5.338266,4.231187,4.929411,-4.371896,5.627636,4.603573,5.163952,-3.508781,5.724330
20,4.823334,4.318345,4.213864,3.423436,3.420676,3.204900,3.099336,4.184451,-6.955707,5.269565,4.184451,4.886106,-4.497694,5.587762,4.558667,5.125811,-3.635457,5.692955
21,4.732197,4.000011,3.897450,3.153737,3.151079,2.928675,2.833667,4.039131,-7.848876,5.244595,4.039131,4.801916,-4.966556,5.564700,4.445949,5.059337,-3.993820,5.672725
22,4.684801,4.035266,3.934326,3.117333,3.113678,2.883471,2.807187,3.986654,-7.804904,5.166121,3.986654,4.752678,-5.069023,5.518702,4.395200,5.015775,-4.106539,5.636349
23,4.649776,3.931781,3.829137,3.045491,3.042827,2.789423,2.721893,3.935768,-7.901953,5.149643,3.935768,4.719431,-5.101404,5.503094,4.353722,4.988123,-4.129757,5.622524
24,4.584416,3.872957,3.775173,2.950027,2.947440,2.686220,2.650382,3.857596,-8.245389,5.064810,3.857596,4.653160,-5.433781,5.448724,4.281897,4.930153,-4.427650,5.578408
25,4.585356,3.846138,3.743872,2.960980,2.958006,2.665379,2.653955,3.861556,-7.893298,5.069157,3.861556,4.653920,-5.179164,5.446284,4.284150,4.929591,-4.218824,5.575032
26,4.533035,3.816244,3.718702,2.897760,2.894855,2.604342,2.598180,3.800194,-8.232222,5.002207,3.800194,4.600792,-5.483052,5.401391,4.227180,4.882585,-4.488668,5.537990
27,4.517369,3.774099,3.675096,2.889091,2.886212,2.582230,2.579585,3.783171,-8.123456,4.986757,3.783171,4.584943,-5.411458,5.386714,4.210783,4.867753,-4.434139,5.524723
28,4.452848,3.730693,3.637083,2.814493,2.811704,2.514824,2.512324,3.708482,-8.540287,4.904639,3.708482,4.519335,-5.789302,5.330188,4.140937,4.809318,-4.772089,5.477700
29,4.474117,3.817535,3.718790,2.890199,2.887334,2.565584,2.559354,3.741833,-8.007689,4.924312,3.741833,4.539682,-5.402994,5.337531,4.167352,4.824704,-4.451552,5.482056
30,4.470304,3.947055,3.849140,2.946692,2.942818,2.621575,2.588059,3.746255,-7.909026,4.904452,3.746255,4.534193,-5.380626,5.322131,4.166489,4.817520,-4.445725,5.468551
31,4.707942,4.609590,4.496543,3.839222,3.835100,3.470308,3.339478,4.141302,-4.762660,4.943127,4.141302,4.750618,-3.619199,5.359934,4.466271,4.984137,-3.076011,5.502003
32,4.946830,5.439859,5.231700,4.647624,4.638376,4.242024,4.091518,4.540795,-2.478364,4.990072,4.540795,4.968088,-2.357094,5.395381,4.768684,5.150425,-2.105813,5.532166
33,5.208018,6.093229,5.790080,5.546781,5.527908,5.081209,4.908392,4.968889,-0.280641,5.029385,4.968889,5.206736,-1.103361,5.444583,5.095741,5.336336,-1.116112,5.576932
34,5.404461,6.642938,6.270868,6.106635,6.084497,5.648597,5.485063,5.287722,0.850940,5.090382,5.287722,5.387571,-0.430550,5.487419,5.340975,5.477016,-0.586617,5.613058
35,5.576163,7.023998,6.592964,6.545500,6.523298,6.135594,5.990093,5.572214,1.840529,5.154335,5.572214,5.545150,0.119203,5.518086,5.557780,5.597173,-0.173506,5.636567
36,5.764469,7.334582,6.903423,7.069933,7.044845,6.705847,6.594111,5.895504,3.239300,5.196898,5.895504,5.715652,0.833941,5.535799,5.799583,5.724339,0.348890,5.649096
37,5.948344,7.679080,7.312758,7.570716,7.541240,7.236300,7.140697,6.203312,4.440414,5.265926,6.203312,5.884275,1.511282,5.565239,6.033159,5.851413,0.860934,5.669667
38,6.117626,8.037219,7.616230,8.000532,7.972534,7.694977,7.610290,6.479328,5.392632,5.348365,6.479328,6.041304,2.088574,5.603281,6.245715,5.971238,1.308756,5.696761
39,6.250870,8.401855,7.986971,8.333266,8.314137,8.045391,7.968590,6.691101,5.892277,5.413612,6.691101,6.165744,2.423148,5.640388,6.410911,6.067966,1.581795,5.725021
40,6.324774,8.631769,8.222411,8.450767,8.431615,8.150016,8.058863,6.788100,5.643896,5.517337,6.788100,6.239910,2.434699,5.691720,6.495732,6.129394,1.627032,5.763057
41,6.350535,8.668551,8.307646,8.421057,8.395381,8.072133,7.962250,6.796284,5.006545,5.630318,6.796284,6.272060,2.250965,5.747837,6.516698,6.160635,1.528902,5.804571
42,6.403791,8.729706,8.495927,8.559217,8.543109,8.210656,8.066635,6.869695,5.181293,5.672754,6.869695,6.324140,2.361589,5.778585,6.578732,6.203858,1.622749,5.828983
43,6.157475,7.671552,7.425827,7.109561,7.092684,6.660007,6.444655,6.317057,0.430321,6.189459,6.317057,6.136833,0.607801,5.956609,6.220938,6.084946,0.458629,5.948954
44,6.084746,7.514038,7.280785,6.920013,6.907764,6.464591,6.269564,6.176368,0.330689,6.083171,6.176368,6.072474,0.368646,5.968580,6.120958,6.043360,0.275338,5.965763
45,5.882026,6.352289,6.110042,5.627274,5.613299,5.113608,4.928290,5.721759,-2.691760,6.515228,5.721759,5.918597,-0.667751,6.115434,5.826739,5.945211,-0.401905,6.063684
46,5.785418,6.104529,5.904862,5.393300,5.385546,4.866852,4.719696,5.547217,-2.880875,6.374737,5.547217,5.830524,-0.986288,6.113832,5.698314,5.884966,-0.649796,6.071617
47,5.571630,5.515191,5.364794,4.546777,4.542306,4.111388,4.012512,5.157653,-5.145468,6.302793,5.157653,5.640319,-2.168769,6.122986,5.415075,5.750551,-1.507395,6.086027
48,5.409760,5.242642,5.108809,4.198599,4.194640,3.783274,3.734236,4.911150,-5.928415,6.088063,4.911150,5.483123,-2.881179,6.055097,5.216202,5.630968,-2.089282,6.045734
49,5.311578,5.064435,4.931764,4.038376,4.034498,3.604322,3.589522,4.773325,-6.019387,5.957128,4.773325,5.385464,-3.112593,5.997602,5.099799,5.553611,-2.307539,6.007424
50,5.205569,4.909791,4.784771,3.855264,3.851562,3.436389,3.428513,4.627226,-6.467349,5.825938,4.627226,5.280095,-3.522390,5.932965,4.975423,5.468593,-2.660773,5.961763
51,5.144257,4.797597,4.671728,3.779701,3.776031,3.351453,3.348099,4.547938,-6.424850,5.747777,4.547938,5.218251,-3.589365,5.888564,4.905438,5.417192,-2.740315,5.928945
52,5.059185,4.685495,4.566701,3.645567,3.642044,3.236964,3.233796,4.436884,-6.815541,5.639973,4.436884,5.132896,-3.942933,5.828908,4.808091,5.346151,-3.048132,5.884211
53,5.072893,4.873630,4.752179,3.861343,3.857803,3.443304,3.435642,4.493918,-5.869841,5.552193,4.493918,5.137249,-3.568306,5.780580,4.837027,5.342453,-2.803397,5.847878
54,5.057087,4.979867,4.862755,3.935358,3.930737,3.539520,3.499479,4.495191,-5.736559,5.490903,4.495191,5.116751,-3.580970,5.738311,4.826690,5.320399,-2.844388,5.814109
55,5.335745,6.100514,5.971690,5.357833,5.353152,4.941777,4.792766,5.044081,-1.325657,5.295397,5.044081,5.350288,-1.615199,5.656494,5.207392,5.482435,-1.450817,5.757478
56,5.576601,6.971982,6.750369,6.250079,6.240217,5.833378,5.672915,5.485363,0.981918,5.297812,5.485363,5.562344,-0.403029,5.639325,5.526420,5.633951,-0.562972,5.741481
57,5.789886,7.510149,7.216368,7.011852,6.993554,6.557660,6.390049,5.857784,2.573500,5.325519,5.857784,5.753961,0.501982,5.650139,5.802412,5.775571,0.129777,5.748730
58,5.965992,8.012329,7.652421,7.588508,7.567082,7.133540,6.975150,6.161582,3.661075,5.348015,6.161582,5.912731,1.119836,5.663880,6.028862,5.894140,0.606250,5.759419
59,6.092962,8.276330,7.851125,7.824202,7.802305,7.398016,7.254425,6.360121,4.028428,5.465818,6.360121,6.033388,1.471786,5.706654,6.185863,5.986790,0.896735,5.787716
60,6.202969,8.456207,8.015038,8.030225,8.004579,7.621979,7.507730,6.530968,4.461115,5.554206,6.530968,6.137950,1.795011,5.744931,6.321358,6.067668,1.158665,5.813978
61,6.310930,8.644271,8.263614,8.297317,8.266710,7.901086,7.801918,6.704673,5.038913,5.607429,6.704673,6.238612,2.140310,5.772550,6.456107,6.145013,1.428649,5.833918
62,6.398236,8.800750,8.363193,8.465511,8.436475,8.077610,7.989748,6.836705,5.320184,5.683663,6.836705,6.322287,2.373545,5.807870,6.562349,6.210677,1.622628,5.859005
63,6.464689,8.929391,8.510974,8.572059,8.552777,8.184665,8.107359,6.931358,5.402634,5.755356,6.931358,6.387332,2.499291,5.843307,6.641211,6.262951,1.737754,5.884690
64,6.522840,8.990984,8.600809,8.642193,8.623949,8.260593,8.173829,7.007681,5.454396,5.841533,7.007681,6.445998,2.627150,5.884314,6.708117,6.311094,1.856982,5.914072
65,6.588048,9.041487,8.716141,8.767406,8.744266,8.394219,8.295158,7.100449,5.711007,5.905739,7.100449,6.509703,2.823909,5.918958,6.785384,6.362521,2.021390,5.939658
66,6.659304,9.133806,8.923003,8.953262,8.938741,8.605019,8.475132,7.209943,6.097063,5.944755,7.209943,6.577036,3.050039,5.944129,6.872393,6.415773,2.200493,5.959153
67,6.408419,8.294365,8.064691,7.759602,7.743810,7.320494,7.119005,6.692158,1.547245,6.265311,6.692158,6.373737,1.154222,6.055315,6.522333,6.278230,0.884830,6.034128
68,6.341840,8.160764,7.936711,7.611982,7.600268,7.180170,6.992641,6.575459,1.548765,6.158277,6.575459,6.312077,0.977791,6.048695,6.434989,6.235384,0.741021,6.035780
69,6.160315,7.231645,6.985148,6.550427,6.536167,6.062918,5.874371,6.184924,-1.043366,6.495477,6.184924,6.170112,0.049764,6.155300,6.177024,6.141219,0.120295,6.105413
70,6.078000,7.014540,6.809457,6.349717,6.341787,5.854485,5.703007,6.040680,-1.151093,6.378352,6.040680,6.094324,-0.182870,6.147969,6.069290,6.087955,-0.063627,6.106620
71,5.892753,6.350716,6.188086,5.409730,5.404851,4.974598,4.867611,5.672183,-3.365595,6.476755,5.672183,5.938942,-1.115875,6.205700,5.814454,5.982238,-0.701855,6.150022
72,5.742176,6.008655,5.862664,4.970470,4.966198,4.546645,4.493185,5.417593,-4.300016,6.342000,5.417593,5.799186,-1.775034,6.180778,5.621109,5.880539,-1.206776,6.139969
73,5.648903,5.817586,5.671811,4.787427,4.783124,4.340305,4.324049,5.276146,-4.435790,6.228244,5.276146,5.708607,-2.014819,6.141067,5.506792,5.811316,-1.418766,6.115839
74,5.550773,5.638409,5.500054,4.569332,4.565246,4.136353,4.127628,5.127940,-4.901403,6.128253,5.127940,5.613781,-2.380556,6.099621,5.387055,5.737880,-1.718997,6.088705
75,5.492249,5.516844,5.375642,4.476798,4.472667,4.030215,4.026452,5.044754,-4.886377,6.063056,5.044754,5.556166,-2.454040,6.067579,5.317507,5.691954,-1.796804,6.066401
76,5.408259,5.369401,5.235822,4.296887,4.292944,3.868739,3.865183,4.921961,-5.360035,5.978738,4.921961,5.474522,-2.802623,6.027084,5.216660,5.627229,-2.082427,6.037798
77,5.426924,5.636226,5.502550,4.605408,4.601506,4.172918,4.164494,4.998692,-4.234738,5.832891,4.998692,5.479716,-2.441876,5.960739,5.255238,5.623136,-1.867603,5.991034
78,5.403812,5.700729,5.575679,4.650759,4.645827,4.249118,4.206320,4.987477,-4.237373,5.768634,4.987477,5.452302,-2.521435,5.917127,5.235384,5.596302,-1.957793,5.957219
79,5.662977,6.844996,6.710990,6.105063,6.100245,5.690914,5.535681,5.521493,0.072300,5.507306,5.521493,5.663405,-0.723201,5.805316,5.597180,5.738175,-0.718530,5.879170
80,5.864221,7.486303,7.268045,6.791803,6.782042,6.398091,6.240022,5.891901,1.859767,5.543781,5.891901,5.841227,0.270719,5.790552,5.864875,5.863474,0.007484,5.862073
81,6.045950,7.910196,7.628907,7.427133,7.409608,7.004643,6.844062,6.211279,3.207571,5.578496,6.211279,6.004652,1.047386,5.798026,6.101078,5.982946,0.598810,5.864814
82,6.168971,8.183517,7.857148,7.708466,7.689064,7.281756,7.138126,6.407542,3.635014,5.676957,6.407542,6.120709,1.427131,5.833877,6.254564,6.071150,0.912576,5.887736
83,6.268521,8.407438,8.017607,7.915623,7.895529,7.500450,7.368788,6.562291,3.971417,5.755794,6.562291,6.215328,1.708540,5.868366,6.377244,6.144265,1.147255,5.911286
84,6.371067,8.636674,8.220378,8.200354,8.176156,7.793112,7.685299,6.733266,4.620436,5.781233,6.733266,6.309264,2.057781,5.885261,6.507131,6.215565,1.415039,5.923998
85,6.465817,8.793404,8.434382,8.429286,8.400418,8.028537,7.934970,6.885293,5.121791,5.835617,6.885293,6.397813,2.378609,5.910334,6.625304,6.283547,1.667570,5.941790
86,6.543565,8.934762,8.520509,8.587708,8.560225,8.193897,8.110713,7.004147,5.405923,5.897582,7.004147,6.471947,2.599966,5.939747,6.720307,6.341574,1.850231,5.962842
87,6.608219,9.083154,8.684036,8.723734,8.705336,8.336804,8.263050,7.102903,5.601013,5.942755,7.102903,6.533416,2.749396,5.963929,6.799176,6.389983,1.975524,5.980789
88,6.664124,9.157924,8.782906,8.810961,8.793415,8.432189,8.348758,7.180424,5.698421,6.012091,7.180424,6.588709,2.886028,5.996994,6.864843,6.434732,2.097822,6.004621
89,6.725263,9.206350,8.892106,8.931485,8.909139,8.563521,8.467821,7.268641,5.949760,6.069461,7.268641,6.648118,3.078738,6.027595,6.937695,6.482483,2.258549,6.027270
90,6.793783,9.299861,9.095429,9.117370,9.103294,8.775777,8.649792,7.375930,6.346200,6.102069,7.375930,6.712373,3.305747,6.048817,7.022033,6.532925,2.436669,6.043817
91,6.534192,8.483146,8.259898,7.962147,7.946781,7.537518,7.341597,6.857048,1.811793,6.372498,6.857048,6.497798,1.343282,6.138548,6.665448,6.384185,1.051679,6.102921
92,6.462214,8.344469,8.124496,7.809251,7.797756,7.394299,7.210240,6.735961,1.799370,6.261682,6.735961,6.430259,1.159805,6.124557,6.572920,6.335693,0.900017,6.098466
93,6.275985,7.432339,7.189737,6.768971,6.754952,6.305346,6.119503,6.345010,-0.771155,6.570517,6.345010,6.282152,0.214952,6.219294,6.311486,6.235412,0.260146,6.159338
94,6.196647,7.251858,7.045558,6.607296,6.599298,6.140525,5.988267,6.213201,-0.765520,6.438135,6.213201,6.207330,0.019980,6.201460,6.210070,6.181306,0.097892,6.152542
95,6.033135,6.635980,6.464741,5.737289,5.732158,5.321962,5.209157,5.884148,-2.688455,6.559140,5.884148,6.071574,-0.746507,6.259000,5.984109,6.089164,-0.418430,6.194220
96,5.912628,6.348184,6.188136,5.354647,5.350009,4.946619,4.887919,5.675715,-3.351639,6.463511,5.675715,5.960970,-1.213603,6.246225,5.827851,6.009516,-0.772885,6.191181
97,5.838458,6.185281,6.021939,5.196384,5.191514,4.760349,4.742131,5.560127,-3.414918,6.378123,5.560127,5.889674,-1.375774,6.219221,5.735885,5.955684,-0.917601,6.175482
98,5.753135,6.004937,5.849615,4.968383,4.963829,4.543790,4.534003,5.422768,-3.897747,6.311534,5.422768,5.809254,-1.694961,6.195739,5.628894,5.895126,-1.167581,6.161358
99,5.699123,5.884150,5.725743,4.871333,4.866670,4.430868,4.426649,5.341717,-3.929316,6.256784,5.341717,5.756965,-1.783085,6.172213,5.563182,5.854483,-1.250850,6.145783
100,5.626414,5.741053,5.589789,4.685626,4.681159,4.259945,4.255916,5.227855,-4.365203,6.199793,5.227855,5.687952,-2.066406,6.148050,5.473240,5.801469,-1.474155,6.129699
101,5.655463,6.072497,5.920571,5.067189,5.062749,4.639979,4.630403,5.325120,-3.115649,6.019838,5.325120,5.701115,-1.686248,6.077109,5.525651,5.803819,-1.247522,6.081988
102,5.641287,6.132932,5.989888,5.109702,5.104068,4.714679,4.665737,5.321349,-3.124511,5.976960,5.321349,5.683418,-1.725548,6.045487,5.514452,5.786242,-1.295297,6.058032
103,5.880482,7.314126,7.166271,6.619631,6.614343,6.228074,6.056781,5.838811,1.011752,5.620840,5.838811,5.870991,-0.149371,5.903172,5.855974,5.908491,-0.243768,5.961008
104,6.068219,7.915685,7.681615,7.261849,7.251352,6.894928,6.725211,6.190821,2.671463,5.656432,6.190821,6.035475,0.776592,5.880129,6.107970,6.022789,0.425827,5.937608
105,6.235321,8.306949,8.009414,7.869608,7.851061,7.473490,7.303503,6.491158,3.907405,5.678813,6.491158,6.184368,1.475669,5.877579,6.327537,6.129932,0.950486,5.932327
106,6.354918,8.597977,8.251132,8.181715,8.161093,7.780374,7.627605,6.690225,4.405227,5.752845,6.690225,6.295223,1.856314,5.900221,6.479557,6.212473,1.255164,5.945389
107,6.456352,8.855282,8.438469,8.428416,8.406913,8.043956,7.903077,6.856667,4.839145,5.810258,6.856667,6.389540,2.160240,5.922413,6.607533,6.283574,1.498152,5.959616
108,6.558468,9.077631,8.637337,8.693690,8.668087,8.329782,8.215669,7.028592,5.469148,5.841516,7.028592,6.483007,2.513644,5.937421,6.737613,6.353730,1.768645,5.969846
109,6.655895,9.245870,8.865572,8.946736,8.916147,8.591112,8.491921,7.189298,6.025049,5.886675,7.189298,6.573080,2.850204,5.956862,6.860648,6.421892,2.029390,5.983135
110,6.729984,9.363920,8.927993,9.068214,9.039277,8.719783,8.632169,7.299364,6.210922,5.966558,7.299364,6.644865,3.049988,5.990366,6.950298,6.478197,2.200007,6.006096
111,6.782158,9.449967,9.034278,9.126481,9.107316,8.777679,8.700816,7.369895,6.191472,6.038974,7.369895,6.697065,3.130023,6.024234,7.011052,6.520564,2.281761,6.030076
112,6.830360,9.492089,9.103997,9.176639,9.158474,8.832882,8.746501,7.431059,6.221365,6.115616,7.431059,6.746226,3.238908,6.061392,7.065814,6.561269,2.386238,6.056724
113,6.890542,9.546736,9.221498,9.310797,9.287665,8.974496,8.875391,7.519244,6.523476,6.163096,7.519244,6.804263,3.439274,6.089281,7.137920,6.607824,2.549923,6.077727
114,6.958056,9.637297,9.426546,9.495918,9.481401,9.184390,9.054406,7.624838,6.930419,6.195269,7.624838,6.867599,3.671024,6.110361,7.220977,6.657574,2.731329,6.094171
115,6.685322,8.826247,8.591700,8.333514,8.317375,7.936869,7.731048,7.090424,2.289383,6.449800,7.090424,6.639571,1.611203,6.188718,6.849969,6.497154,1.260846,6.144339
116,6.607712,8.674119,8.443104,8.163149,8.151067,7.772855,7.579316,6.959876,2.243784,6.340437,6.959876,6.567053,1.422916,6.174230,6.750371,6.444673,1.107320,6.138976
117,6.420382,7.772333,7.514073,7.123499,7.108579,6.679132,6.481203,6.569732,-0.285386,6.658261,6.569732,6.417594,0.490438,6.265456,6.488592,6.342427,0.471183,6.196263
118,6.339028,7.587358,7.368049,6.953505,6.945002,6.502210,6.340267,6.433721,-0.300207,6.527175,6.433721,6.341297,0.296900,6.248872,6.384428,6.287142,0.312516,6.189856
119,6.177615,6.919688,6.738145,6.027883,6.022451,5.620629,5.501100,6.098566,-2.253915,6.696032,6.098566,6.210358,-0.421729,6.322149,6.158188,6.199817,-0.157042,6.241445
120,6.054598,6.600090,6.432042,5.608974,5.604106,5.205710,5.144053,5.878495,-2.984675,6.612938,5.878495,6.099276,-0.897224,6.320057,5.996245,6.121288,-0.508158,6.246331
121,5.973403,6.414607,6.244916,5.423411,5.418349,4.991197,4.972252,5.748196,-3.124431,6.524141,5.748196,6.022085,-1.102844,6.295973,5.894270,6.063841,-0.682798,6.233412
122,5.881693,6.209782,6.049140,5.165825,5.161119,4.744257,4.734137,5.596549,-3.667227,6.458961,5.596549,5.936513,-1.445627,6.276477,5.777863,6.000357,-0.946109,6.222851
123,5.819950,6.072565,5.909951,5.050976,5.046196,4.614465,4.610140,5.502464,-3.745056,6.394787,5.502464,5.876956,-1.571732,6.251448,5.702193,5.954530,-1.059052,6.206867
124,5.741132,5.912949,5.758449,4.846921,4.842362,4.426757,4.422646,5.377601,-4.210726,6.332556,5.377601,5.802339,-1.872816,6.227077,5.604128,5.897708,-1.294498,6.191289
125,5.764969,6.240321,6.085897,5.227048,5.222533,4.807858,4.798117,5.468147,-2.961138,6.138177,5.468147,5.810012,-1.510843,6.151877,5.650475,5.895819,-1.084278,6.141164
126,5.746904,6.289920,6.144352,5.258132,5.252402,4.872627,4.822811,5.457616,-2.980210,6.092421,5.457616,5.788671,-1.554197,6.119725,5.634179,5.875734,-1.134026,6.117289
127,5.980116,7.464292,7.315539,6.763120,6.757804,6.387827,6.215508,5.968308,1.143663,5.721107,5.968308,5.969823,-0.007013,5.971339,5.969116,5.992687,-0.109050,6.016258
128,6.164065,8.053347,7.818572,7.393728,7.383201,7.044183,6.873903,6.314280,2.795622,5.754657,6.314280,6.130687,0.917146,5.947094,6.216363,6.104295,0.559844,5.992226
129,6.328088,8.441156,8.142921,7.998473,7.979884,7.622583,7.452157,6.611463,4.043795,5.770769,6.611463,6.276270,1.612302,5.941077,6.432693,6.208538,1.078200,5.984384
130,6.442733,8.717748,8.370991,8.293653,8.273034,7.911806,7.759033,6.802400,4.506708,5.845768,6.802400,6.382632,1.977533,5.962864,6.578524,6.287543,1.370813,5.996563
131,6.530026,8.904969,8.494653,8.455419,8.434254,8.082855,7.944144,6.937774,4.735917,5.931404,6.937774,6.466150,2.219435,5.994526,6.686242,6.351494,1.575302,6.016746
132,6.617588,9.076997,8.645501,8.671270,8.646179,8.303827,8.191981,7.081057,5.230229,5.970132,7.081057,6.547386,2.512521,6.013715,6.796432,6.413195,1.804280,6.029958
133,6.706358,9.237487,8.864193,8.913664,8.883640,8.550755,8.453397,7.228273,5.781858,6.003149,7.228273,6.629124,2.827627,6.029975,6.908727,6.475079,2.046561,6.041431
134,6.776466,9.351815,8.924574,9.036220,9.007858,8.680142,8.594267,7.333557,6.002837,6.072848,7.333557,6.696688,3.032438,6.059818,6.993894,6.527978,2.218444,6.062063
135,6.834140,9.480488,9.071037,9.148678,9.129797,8.798157,8.722436,7.420630,6.158500,6.118823,7.420630,6.751903,3.163567,6.083176,7.063975,6.571472,2.329903,6.078968
136,6.887572,9.551826,9.167735,9.235335,9.217366,8.892361,8.806861,7.495349,6.279411,6.183838,7.495349,6.804639,3.307066,6.113929,7.126971,6.613974,2.456185,6.100978
137,6.951289,9.619102,9.296790,9.380721,9.357787,9.049467,8.951229,7.591187,6.613888,6.231146,7.591187,6.865566,3.528698,6.139945,7.204189,6.662261,2.635400,6.120333
138,7.024321,9.738175,9.528064,9.598874,9.584397,9.297748,9.168143,7.710232,7.105075,6.252320,7.710232,6.932905,3.788273,6.155578,7.295657,6.714222,2.833602,6.132787
139,6.751400,8.958240,8.721286,8.474206,8.457915,8.094579,7.886508,7.183648,2.491134,6.480787,7.183648,6.702735,1.704490,6.221822,6.927161,6.550530,1.334886,6.173899
140,6.675037,8.817699,8.582803,8.315711,8.303429,7.944131,7.747244,7.058170,2.460191,6.369096,7.058170,6.630779,1.525907,6.203388,6.830228,6.497676,1.187305,6.165124
141,6.488388,7.921310,7.656370,7.279173,7.263834,6.855752,6.652627,6.671507,-0.059469,6.690387,6.671507,6.481598,0.598188,6.291689,6.570222,6.394863,0.552357,6.219504
142,6.400611,7.689602,7.468899,7.053255,7.044735,6.613806,6.450769,6.518768,-0.217487,6.586767,6.518768,6.401277,0.375781,6.283785,6.456106,6.337189,0.380341,6.218272
143,6.218244,6.934900,6.760098,6.023942,6.018707,5.615302,5.500215,6.137060,-2.499422,6.773904,6.137060,6.253931,-0.458683,6.370802,6.199391,6.239790,-0.158553,6.280188
144,6.058816,6.532142,6.379129,5.508117,5.503656,5.099110,5.042987,5.852238,-3.616750,6.661489,5.852238,6.109641,-1.150399,6.367044,5.989520,6.138011,-0.663644,6.286502
145,5.934986,6.272674,6.126942,5.227687,5.223375,4.797382,4.781113,5.654311,-4.095606,6.527508,5.654311,5.991706,-1.582506,6.329102,5.834255,6.050107,-1.012426,6.265960
146,5.804248,6.029727,5.896109,4.940340,4.936404,4.521650,4.513235,5.452750,-4.804525,6.392265,5.452750,5.865938,-2.112978,6.279127,5.673117,5.954112,-1.436964,6.235108
147,5.705727,5.847270,5.716342,4.777515,4.773694,4.344907,4.341428,5.310909,-5.054293,6.280390,5.310909,5.769215,-2.389333,6.227521,5.555339,5.877599,-1.680069,6.199859
