,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C]
5401,8.060032,10.161528,9.499778,9.841334,9.819921,10.037410,9.994264,8.854904,0.978296,7.715544,8.854904,7.994126,0.739096,7.133347,8.395822,7.676272,0.617832,6.956721
5402,8.021562,9.994031,9.291770,9.653070,9.631017,9.820656,9.799781,8.796117,0.811586,7.792453,8.796117,7.958471,0.677341,7.120825,8.349372,7.646922,0.568018,6.944471
5403,7.984154,9.816743,9.074997,9.406794,9.382896,9.553759,9.531739,8.732535,0.611794,7.933331,8.732535,7.925958,0.617438,7.119381,8.302361,7.620488,0.521976,6.938616
5404,7.983829,10.197300,9.564659,9.847462,9.827573,9.969919,9.928751,8.750417,1.059741,7.572084,8.750417,7.919341,0.747433,7.088265,8.307177,7.614288,0.623154,6.921398
5405,7.989351,10.768209,10.185214,10.317650,10.293371,10.439131,10.243091,8.782059,1.429850,7.321028,8.782059,7.916935,0.846661,7.051811,8.320660,7.610712,0.694796,6.900764
5406,8.188102,11.567040,11.303539,11.303539,11.293557,11.378051,11.080729,9.135304,4.225128,7.189879,9.135304,8.088472,2.273539,7.041640,8.576994,7.743655,1.809868,6.910316
5407,8.423663,11.986667,11.674488,11.674488,11.660367,11.735326,11.514994,9.495468,6.301258,7.475942,9.495468,8.311661,3.693676,7.127854,8.864104,7.920301,2.944823,6.976499
5408,8.677664,11.982065,11.681949,11.991932,11.973336,12.035234,11.868195,9.844374,8.012957,7.820553,9.844374,8.562434,5.075611,7.280494,9.160673,8.125654,4.097970,7.090636
5409,8.919827,12.090852,11.796644,12.266139,12.248761,12.319806,12.193399,10.158788,9.348057,8.124177,10.158788,8.804587,6.221901,7.450385,9.436547,8.329290,5.087312,7.222033
5410,9.033784,12.206253,11.865464,12.300583,12.283115,12.349460,12.237070,10.279624,9.170129,8.322179,10.279624,8.924446,6.348664,7.569267,9.556863,8.435979,5.251051,7.315096
5411,9.216240,12.363473,12.036652,12.539522,12.520693,12.588759,12.506019,10.508549,10.263185,8.511078,10.508549,9.106716,7.202742,7.704884,9.760905,8.593765,5.996869,7.426626
5412,9.448163,12.562928,12.304520,12.895266,12.874779,12.974991,12.909090,10.813117,11.812619,8.717145,10.813117,9.334876,8.331168,7.856635,10.024722,8.789239,6.963015,7.553756
5413,9.766191,12.618137,12.363912,13.178360,13.161683,13.293396,13.243339,11.180837,13.639350,9.118334,11.180837,9.658322,10.068407,8.135807,10.368829,9.077463,8.539816,7.786097
5414,10.037392,12.854963,12.629071,13.503686,13.493325,13.640664,13.599680,11.501515,14.874948,9.403350,11.501515,9.930694,11.136344,8.359872,10.663744,9.321562,9.515399,7.979381
5415,10.253565,13.059553,12.853476,13.745088,13.735470,13.892352,13.847391,11.746022,15.514208,9.644653,11.746022,10.149335,11.788188,8.552648,10.894456,9.521117,10.139230,8.147778
5416,10.365325,13.204620,13.025923,13.896794,13.884173,14.048164,13.994869,11.873949,15.398821,9.753029,11.873949,10.261242,11.708972,8.648535,11.013839,9.624166,10.089644,8.234492
5417,10.403491,13.436035,13.312440,14.045035,14.036517,14.209486,14.135127,11.937765,15.087125,9.740402,11.937765,10.294783,11.280733,8.651802,11.061508,9.651472,9.681329,8.241436
5418,9.943844,12.999216,12.851594,13.382418,13.372168,13.635310,13.508800,11.371793,10.102633,9.234786,11.371793,9.834997,7.265157,8.298200,10.552168,9.248616,6.162502,7.945064
5419,9.767442,12.973426,12.814724,13.201987,13.193482,13.458691,13.328872,11.169834,9.484107,9.010796,11.169834,9.655415,6.652456,8.140997,10.362144,9.087783,5.597944,7.813422
5420,9.380661,12.473815,12.245849,12.517020,12.503685,12.854385,12.683607,10.663471,6.162909,8.643336,10.663471,9.274655,4.236919,7.885838,9.922769,8.761109,3.543925,7.599448
5421,9.196813,12.427357,12.212869,12.398390,12.389502,12.743738,12.588893,10.456418,5.858970,8.323944,10.456418,9.084816,3.768476,7.713213,9.724897,8.593289,3.109092,7.461681
5422,8.997767,12.142219,11.889480,12.113528,12.105402,12.447158,12.284194,10.199700,4.738785,8.115206,10.199700,8.887642,2.982769,7.575583,9.499936,8.423860,2.446296,7.347785
5423,8.841565,12.083935,11.783958,11.955230,11.945715,12.261601,12.153399,10.007182,4.109715,7.860966,10.007182,8.729780,2.446054,7.452377,9.325901,8.288038,1.987367,7.250176
5424,8.687982,11.942915,11.568357,11.742872,11.731151,12.021847,11.979697,9.807440,3.326241,7.635183,9.807440,8.577048,1.884023,7.346655,9.151231,8.158556,1.520021,7.165880
5425,8.603103,11.858776,11.473079,11.726960,11.714429,11.933981,11.908807,9.704523,3.273652,7.500240,9.704523,8.490789,1.802557,7.277054,9.057198,8.084138,1.445123,7.111077
5426,8.511197,11.787555,11.354006,11.562674,11.549076,11.755182,11.742278,9.579355,2.856818,7.416432,9.579355,8.401161,1.556174,7.222967,8.950985,8.008582,1.244738,7.066179
5427,8.440062,11.578982,11.121047,11.426129,11.411318,11.612033,11.598414,9.481746,2.647092,7.365078,9.481746,8.332080,1.437766,7.182413,8.868591,7.950316,1.148389,7.032041
5428,8.459199,11.781580,11.416652,11.707240,11.695776,11.849140,11.825353,9.539961,3.590188,7.254570,9.539961,8.342230,1.881551,7.144499,8.901171,7.954088,1.487801,7.007005
5429,8.467759,11.824706,11.498033,11.707667,11.694017,11.843307,11.733290,9.555542,3.822519,7.377795,9.555542,8.351060,2.114184,7.146577,8.913152,7.958740,1.675243,7.004328
5430,8.735738,12.443119,12.261101,12.282524,12.275598,12.373988,12.168521,9.951034,6.998660,7.733547,9.951034,8.609474,4.234129,7.267913,9.235535,8.164541,3.380190,7.093546
5431,8.986342,12.721368,12.482681,12.485066,12.474244,12.544092,12.375569,10.264702,8.639757,8.153836,10.264702,8.864873,5.729491,7.465043,9.518127,8.378588,4.664122,7.239049
5432,9.257381,12.622593,12.382383,12.761366,12.746493,12.795579,12.661818,10.591229,10.269009,8.520640,10.591229,9.141040,7.192156,7.690852,9.817795,8.616908,5.955757,7.416020
5433,9.421005,12.755546,12.495910,12.907264,12.891927,12.935595,12.824080,10.777028,10.686116,8.729975,10.777028,9.308868,7.664154,7.840708,9.994009,8.766143,6.409759,7.538278
5434,9.541320,12.853638,12.559124,12.968574,12.953477,12.995517,12.898402,10.900810,10.857106,8.903218,10.900810,9.434427,7.969934,7.968044,10.118739,8.881412,6.724992,7.644085
5435,9.673214,12.960098,12.664657,13.112594,13.095591,13.142325,13.067551,11.054171,11.470078,9.040792,11.054171,9.567510,8.469400,8.080850,10.261285,9.001131,7.179007,7.740977
5436,9.778770,13.147547,12.892955,13.317567,13.297398,13.346980,13.282125,11.194780,11.967231,9.107435,11.194780,9.669832,8.742878,8.144884,10.381474,9.089964,7.404525,7.798454
5437,9.962110,13.157804,12.891509,13.458281,13.440826,13.503820,13.451474,11.398936,12.984701,9.346398,11.398936,9.857321,9.752514,8.315706,10.576742,9.259674,8.331991,7.942606
5438,10.128436,13.283960,13.041068,13.670687,13.659554,13.734591,13.690596,11.598977,13.811221,9.507358,11.598977,10.023272,10.404577,8.447567,10.758601,9.408247,8.916558,8.057892
5439,10.269141,13.417944,13.194107,13.834896,13.824476,13.909280,13.860527,11.760435,14.291055,9.660344,11.760435,10.165093,10.856252,8.569751,10.909586,9.537203,9.339023,8.164820
5440,10.506473,13.523800,13.348136,14.120486,14.108076,14.221992,14.169643,12.039408,15.748718,9.909173,12.039408,10.403149,12.096774,8.766891,11.166737,9.751885,10.459923,8.337034
5441,10.583758,13.760575,13.640755,14.302914,14.294672,14.419435,14.347394,12.146175,15.605219,9.944957,12.146175,10.476632,11.835985,8.807088,11.255752,9.815764,10.208584,8.375777
5442,10.212157,13.353617,13.221415,13.794696,13.785494,13.965321,13.852051,11.693911,11.405242,9.535772,11.693911,10.104259,8.400926,8.514606,10.846096,9.487656,7.179029,8.129215
5443,10.025961,13.276028,13.130592,13.614845,13.607071,13.766070,13.647116,11.478087,10.406532,9.309059,11.478087,9.915497,7.496969,8.352908,10.644706,9.318824,6.361298,7.992941
5444,9.552211,12.904797,12.677599,12.900522,12.887203,13.065491,12.895483,10.866816,6.219462,8.838150,10.866816,9.447343,4.351805,8.027869,10.109764,8.915009,3.662866,7.720254
5445,9.326052,12.795731,12.576535,12.749297,12.740239,12.896078,12.738013,10.606870,5.736763,8.475728,10.606870,9.215484,3.745434,7.824098,9.864798,8.710343,3.107646,7.555888
5446,9.094064,12.476816,12.211482,12.424408,12.415855,12.545314,12.374438,10.307423,4.480949,8.240408,10.307423,8.986034,2.864554,7.664645,9.602682,8.512786,2.362715,7.422890
5447,8.920511,12.388523,12.072443,12.233359,12.223357,12.335903,12.222026,10.093813,3.871361,7.965600,10.093813,8.810883,2.333735,7.527953,9.409583,8.361571,1.906404,7.313559
5448,8.780856,12.089403,11.723608,12.067506,12.055868,12.149839,12.108681,9.921440,3.430158,7.734198,9.921440,8.669857,1.962804,7.418274,9.253929,8.240202,1.589785,7.226475
5449,8.690791,11.994584,11.613858,11.986794,11.974609,12.045171,12.020324,9.812389,3.322512,7.604454,9.812389,8.578573,1.856652,7.344758,9.154354,8.161005,1.494797,7.167655
5450,8.596526,11.946531,11.521520,11.830049,11.816743,11.874735,11.862085,9.686663,2.931976,7.511242,9.686663,8.486087,1.618105,7.285511,9.046356,8.082434,1.299149,7.118512
5451,8.508901,11.921316,11.446977,11.651949,11.636567,11.685334,11.671243,9.563998,2.547274,7.456752,9.563998,8.401719,1.404982,7.239441,8.944116,8.011514,1.127345,7.078912
5452,8.507765,12.132048,11.740152,11.852814,11.840544,11.877513,11.852009,9.590104,3.312899,7.328199,9.590104,8.393156,1.753110,7.196208,8.951732,8.000374,1.393406,7.049016
5453,8.501215,12.102615,11.749372,11.813035,11.798265,11.836915,11.718123,9.582435,3.469787,7.446747,9.582435,8.387814,1.940864,7.193194,8.945304,7.993684,1.546068,7.042064
5454,8.762263,12.532512,12.343640,12.359773,12.352480,12.387269,12.174150,9.972050,6.697263,7.769950,9.972050,8.638028,4.057171,7.304006,9.260572,8.192766,3.247524,7.124961
5455,9.030318,12.768527,12.529316,12.551706,12.540908,12.588225,12.419348,10.312291,8.603194,8.205234,10.312291,8.909820,5.726344,7.507349,9.564307,8.420046,4.672062,7.275784
5456,9.398666,12.596404,12.374331,12.930840,12.917075,12.967804,12.844036,10.762120,11.161805,8.680203,10.762120,9.283099,7.929493,7.804078,9.973308,8.741933,6.601791,7.510557
5457,9.661865,12.751509,12.522633,13.180504,13.166969,13.228167,13.129735,11.065817,12.216128,9.001898,11.065817,9.551344,8.964015,8.036871,10.258098,8.980455,7.562241,7.702812
5458,9.896254,12.849054,12.601288,13.360531,13.347807,13.423978,13.342117,11.320649,13.052891,9.299181,11.320649,9.792058,9.870314,8.263468,10.505400,9.200086,8.428589,7.894772
5459,10.156662,13.053974,12.815237,13.635460,13.621704,13.716168,13.655616,11.617932,14.365458,9.580249,11.617932,10.055164,11.017352,8.492396,10.784456,9.439183,9.484034,8.093911
5460,10.298172,13.311753,13.102940,13.850727,13.834158,13.934348,13.881056,11.789905,14.621722,9.698755,11.789905,10.195082,11.151309,8.600259,10.939333,9.565417,9.606686,8.191501
5461,10.544036,13.414670,13.195954,14.049504,14.035139,14.157211,14.114144,12.055717,15.865944,9.997290,12.055717,10.445990,12.407455,8.836263,11.197196,9.797568,10.788050,8.397940
5462,10.802188,13.638175,13.442758,14.344031,14.335058,14.477271,14.441817,12.351383,17.176868,10.260949,12.351383,10.705109,13.527252,9.058835,11.473370,10.035122,11.817933,8.596873
5463,11.034652,13.847625,13.670650,14.596382,14.588131,14.741505,14.702894,12.607709,18.059913,10.512523,12.607709,10.939865,14.376344,9.272022,11.718192,10.253463,12.625556,8.788734
5464,11.178173,13.994303,13.843535,14.770996,14.760341,14.925597,14.880627,12.767842,18.229454,10.655057,12.767842,11.083730,14.530794,9.399617,11.869649,10.387914,12.784648,8.906179
5465,11.151098,14.180673,14.073352,14.837926,14.830547,14.997936,14.933372,12.755506,17.261928,10.577640,12.755506,11.051819,13.503549,9.348132,11.846873,10.355927,11.817349,8.864981
5466,10.634859,13.706447,13.582628,14.172357,14.163716,14.399436,14.293333,12.149072,12.114435,10.004811,12.149072,10.532522,9.133026,8.915972,11.286912,9.889654,7.894090,8.492396
5467,10.395919,13.585330,13.449603,13.922872,13.915613,14.153233,14.042193,11.881103,11.120799,9.720013,11.881103,10.289880,8.188307,8.698657,11.032450,9.668453,7.019021,8.304456
5468,9.937326,13.081488,12.889753,13.250865,13.239619,13.527037,13.383391,11.313054,7.523973,9.242718,11.313054,9.833387,5.377375,8.353720,10.523898,9.266958,4.567945,8.010018
5469,9.697298,12.996270,12.813127,13.088267,13.080740,13.347678,13.215466,11.047764,6.987140,8.880061,11.047764,9.586608,4.709731,8.125453,10.268481,9.044518,3.945192,7.820554
5470,9.449925,12.703566,12.488009,12.782033,12.775068,13.022436,12.883465,10.743749,5.713242,8.604034,10.743749,9.339361,3.749850,7.934972,9.994742,8.827278,3.117240,7.659813
5471,9.267377,12.601009,12.352528,12.625294,12.617432,12.834481,12.744843,10.531390,5.124606,8.317937,10.531390,9.153171,3.190864,7.774953,9.796340,8.662849,2.624269,7.529358
5472,9.089231,12.423454,12.123584,12.448280,12.438648,12.608253,12.574484,10.313659,4.329098,8.052834,10.313659,8.973602,2.565982,7.633546,9.598962,8.506681,2.091534,7.414400
5473,8.965063,12.438652,12.112030,12.337410,12.327053,12.459688,12.438373,10.162111,3.999608,7.885849,10.162111,8.848579,2.308000,7.535047,9.461561,8.397637,1.869415,7.333714
5474,8.852760,12.286376,11.926577,12.175899,12.164368,12.283369,12.272657,10.017659,3.595356,7.762660,10.017659,8.737381,2.041266,7.457104,9.334844,8.301807,1.647067,7.268770
5475,8.756391,12.106117,11.717180,12.012689,12.000342,12.112723,12.101154,9.889838,3.261567,7.678522,9.889838,8.643014,1.838996,7.396190,9.224865,8.220991,1.480658,7.217117
5476,8.753763,12.312434,11.984502,12.184769,12.174508,12.260102,12.238738,9.914652,4.069770,7.590565,9.914652,8.633530,2.243406,7.352408,9.231387,8.207907,1.792243,7.184427
5477,8.755800,12.210463,11.918795,12.168471,12.156254,12.237571,12.139329,9.921086,4.364176,7.702843,9.921086,8.636414,2.527465,7.351743,9.235928,8.207083,2.024150,7.178239
5478,9.037510,12.843326,12.675913,12.688848,12.682381,12.740088,12.551154,10.321261,7.658943,8.091368,10.321261,8.911703,4.841362,7.502146,9.569497,8.429525,3.915425,7.289553
5479,9.277557,13.050839,12.824809,12.831252,12.821052,12.878382,12.718826,10.608353,9.128422,8.497879,10.608353,9.158748,6.269971,7.709143,9.835230,8.640217,5.168787,7.445203
5480,9.566826,12.950460,12.725006,13.106862,13.092890,13.148793,13.023256,10.949950,10.962762,8.876643,10.949950,9.453798,7.911011,7.957647,10.152002,8.898054,6.630345,7.644106
5481,9.734335,13.069536,12.825436,13.255785,13.241367,13.290184,13.185341,11.135937,11.385993,9.086534,11.135937,9.625748,8.390248,8.115559,10.330503,9.052999,7.097507,7.775495
5482,9.880450,13.155851,12.883399,13.350444,13.336474,13.386038,13.296172,11.288911,11.798554,9.281650,11.288911,9.777002,8.886909,8.265092,10.482559,9.192326,7.583912,7.902092
5483,10.020071,13.252073,12.978042,13.502240,13.486487,13.534864,13.465490,11.447306,12.402167,9.429122,11.447306,9.918175,9.396835,8.389044,10.631770,9.320986,8.055039,8.010203
5484,10.162666,13.438127,13.207066,13.740772,13.722463,13.777726,13.718837,11.629516,13.204347,9.540195,11.629516,10.058001,9.931857,8.486485,10.791375,9.444142,8.514408,8.096909
5485,10.412925,13.452664,13.216800,13.950157,13.934665,14.007975,13.961572,11.905709,14.689899,9.849845,11.905709,10.313250,11.378700,8.720791,11.056397,9.677529,9.852518,8.298661
5486,10.593543,13.628948,13.411368,14.176625,14.166642,14.242905,14.203474,12.115688,15.400836,10.027902,12.115688,10.494065,11.962119,8.872443,11.250823,9.842366,10.389674,8.433909
5487,10.671715,13.764742,13.554996,14.277836,14.268064,14.336639,14.290945,12.200259,15.192937,10.109573,12.200259,10.572985,11.825342,8.945711,11.332380,9.916669,10.287916,8.500959
5488,10.749153,13.848743,13.669325,14.399108,14.386453,14.462995,14.409557,12.292987,15.329089,10.176418,12.292987,10.649559,11.902398,9.006131,11.416492,9.986479,10.356757,8.556467
5489,10.906879,14.058434,13.944827,14.669939,14.662128,14.757399,14.689085,12.496534,16.398867,10.303983,12.496534,10.803801,12.660549,9.111068,11.593743,10.121892,11.008494,8.650041
5490,10.377859,13.693620,13.553569,13.997087,13.987301,14.126047,14.006184,11.861668,10.706436,9.717152,11.861668,10.272924,7.931761,8.684180,11.014338,9.650454,6.809152,8.286570
5491,10.144510,13.579100,13.424157,13.754141,13.745858,13.878218,13.751643,11.593895,9.723837,9.436148,11.593895,10.036369,7.018958,8.478842,10.763214,9.437419,5.974666,8.111624
5492,9.705128,13.072900,12.845142,13.078987,13.065639,13.220191,13.049802,11.031041,6.173157,9.012281,11.031041,9.602331,4.368845,8.173621,10.269062,9.060631,3.695257,7.852199
5493,9.481425,12.976694,12.757981,12.932803,12.923865,13.056905,12.899225,10.777062,5.724865,8.654899,10.777062,9.372818,3.788166,7.968574,10.028132,8.856618,3.160341,7.685104
5494,9.245507,12.620364,12.356274,12.592927,12.584383,12.699829,12.529776,10.475084,4.474334,8.420392,10.475084,9.139415,2.908576,7.803746,9.762727,8.654397,2.413519,7.546067
5495,9.070495,12.528176,12.215374,12.406847,12.396970,12.493517,12.380802,10.262364,3.892165,8.143926,10.262364,8.962535,2.388151,7.662706,9.569122,8.500636,1.963108,7.432150
5496,8.918594,12.343799,11.971290,12.224616,12.212622,12.287035,12.245129,10.074062,3.343174,7.902995,10.074062,8.809699,1.946962,7.545337,9.399735,8.368719,1.587638,7.337702
5497,8.829008,12.212463,11.832928,12.160583,12.148557,12.197704,12.172941,9.969079,3.327608,7.765217,9.969079,8.718209,1.888686,7.467340,9.301948,8.288504,1.530198,7.275060
5498,8.731374,12.176314,11.753608,11.991708,11.978163,12.017143,12.004568,9.840208,2.935734,7.675849,9.840208,8.622352,1.651899,7.404496,9.190685,8.206446,1.335020,7.222207
5499,8.640030,12.121746,11.653748,11.773469,11.758642,11.794870,11.780965,9.711984,2.535279,7.643003,9.711984,8.534860,1.442418,7.357737,9.084185,8.132425,1.166263,7.180666
5500,8.637070,12.278743,11.895689,11.944969,11.932921,11.958965,11.934042,9.733365,3.297218,7.532688,9.733365,8.525378,1.809896,7.317391,9.089105,8.120459,1.451297,7.151814
5501,8.630362,12.198075,11.857445,11.882295,11.868108,11.895388,11.780793,9.722894,3.463634,7.664995,9.722894,8.520781,2.023268,7.318667,9.081767,8.114471,1.628048,7.147175
5502,8.844069,12.610621,12.410647,12.410116,12.402376,12.427152,12.201570,10.044884,6.191930,7.888197,10.044884,8.724405,3.791145,7.403927,9.340629,8.276572,3.054946,7.212516
5503,9.105701,12.876198,12.629214,12.629214,12.618070,12.644993,12.470718,10.382944,8.254562,8.295169,10.382944,8.987910,5.515629,7.592876,9.638926,8.496302,4.517661,7.353678
5504,9.370987,12.807187,12.559930,12.889568,12.874242,12.897705,12.760120,10.705741,9.895090,8.651362,10.705741,9.257395,6.976083,7.809048,9.933290,8.728356,5.803667,7.523422
5505,9.553941,12.953878,12.692450,13.052643,13.037194,13.072401,12.960168,10.919150,10.577128,8.878131,10.919150,9.443861,7.645356,7.968573,10.132329,8.892926,6.422934,7.653523
5506,9.769179,12.950814,12.675295,13.217997,13.203877,13.256236,13.165326,11.160290,11.637805,9.155254,11.160290,9.664370,8.682752,8.168450,10.362466,9.091136,7.379164,7.819806
5507,10.046337,13.075422,12.819105,13.533964,13.519223,13.580671,13.515719,11.485078,13.324954,9.454436,11.485078,9.943705,10.114395,8.402333,10.663012,9.341566,8.671258,8.020119
5508,10.221771,13.326173,13.107458,13.794133,13.776785,13.846155,13.790371,11.700204,13.943044,9.610037,11.700204,10.117594,10.557242,8.534985,10.856146,9.496770,9.068095,8.137395
5509,10.438041,13.424976,13.192233,13.969310,13.954026,14.033129,13.987333,11.933319,14.865852,9.879306,11.933319,10.338809,11.540215,8.744298,11.082914,9.701044,10.001237,8.319174
5510,10.669354,13.630447,13.421327,14.244880,14.235282,14.329318,14.291407,12.201793,16.031535,10.112179,12.201793,10.570622,12.514360,8.939450,11.331835,9.912232,10.891202,8.492630
5511,10.884844,13.818989,13.629794,14.485284,14.476458,14.579384,14.538136,12.442130,16.883832,10.346123,12.442130,10.788156,13.323147,9.134183,11.560011,10.113226,11.654191,8.666442
5512,11.055675,13.965520,13.807441,14.692531,14.681375,14.798688,14.751564,12.635449,17.397099,10.519334,12.635449,10.959543,13.778030,9.283637,11.741633,10.271723,12.084488,8.801813
5513,11.109955,14.180751,14.072444,14.845410,14.837967,14.961907,14.896756,12.714879,17.118875,10.533002,12.714879,11.009888,13.377262,9.304896,11.805550,10.314988,11.694862,8.824426
5514,10.565651,13.764334,13.633745,14.163446,14.154298,14.326584,14.214758,12.071058,11.476551,9.927358,12.071058,10.462685,8.610618,8.854311,11.213259,9.825527,7.429390,8.437795
5515,10.310557,13.652939,13.507129,13.904373,13.896573,14.058676,13.939559,11.781120,10.339700,9.622682,11.781120,10.203980,7.555069,8.626840,10.939979,9.591217,6.461054,8.242456
5516,9.847010,13.160548,12.947700,13.225377,13.212899,13.398268,13.238982,11.197864,6.679053,9.156746,11.197864,9.744232,4.756653,8.290599,10.422594,9.189201,4.035971,7.955809
5517,9.615936,13.056151,12.854007,13.074689,13.066458,13.232008,13.086218,10.940490,6.262783,8.794762,10.940490,9.506633,4.185031,8.072775,10.175766,8.976129,3.501406,7.776493
5518,9.370429,12.736027,12.493581,12.750956,12.743099,12.884241,12.728084,10.632262,4.972151,8.536439,10.632262,9.262601,3.249396,7.892941,9.901776,8.763174,2.701230,7.624573
5519,9.182833,12.620531,12.332559,12.562772,12.553674,12.666043,12.562174,10.406282,4.299975,8.250391,10.406282,9.072849,2.659563,7.739416,9.695118,8.597365,2.189493,7.499613
5520,9.000724,12.529783,12.166387,12.316268,12.304565,12.401800,12.360932,10.175856,3.450881,7.990780,10.175856,8.891066,2.029062,7.606277,9.490635,8.440826,1.657958,7.391018
5521,8.900775,12.352584,11.982596,12.241109,12.229402,12.299229,12.275093,10.058049,3.435515,7.841005,10.058049,8.789287,1.966065,7.520524,9.381376,8.351517,1.595861,7.321659
5522,8.793092,12.273365,11.857015,12.065552,12.052215,12.106773,12.094392,9.916302,3.001261,7.738212,9.916302,8.683515,1.698698,7.450728,9.258816,8.260837,1.375148,7.262857
5523,8.696315,12.184593,11.726121,11.843981,11.829477,11.872078,11.858454,9.781110,2.598333,7.703765,9.781110,8.590732,1.488918,7.400355,9.146242,8.182114,1.205927,7.217985
5524,8.619757,12.012155,11.545246,11.578161,11.563336,11.595086,11.564714,9.666019,2.329787,7.767325,9.666019,8.520033,1.406178,7.374047,9.054827,8.122534,1.143967,7.190241
5525,8.542477,11.654070,11.192004,11.107600,11.088500,11.113937,10.958598,9.521938,1.776170,8.085278,9.521938,8.457375,1.316139,7.392813,8.954171,8.071970,1.090682,7.189769
5526,8.524688,11.665791,11.286959,11.300461,11.285824,11.320627,10.893680,9.486093,2.122725,8.078506,9.486093,8.443807,1.571830,7.401520,8.930207,8.061238,1.310458,7.192268
5527,8.599446,11.993195,11.708334,11.748608,11.734226,11.799557,11.458305,9.633582,3.667838,7.808860,9.633582,8.503610,2.271335,7.373638,9.030931,8.106321,1.858540,7.181711
5528,8.698072,11.782892,11.472871,11.857257,11.842811,11.906562,11.647542,9.783730,4.743728,7.919918,9.783730,8.597011,3.020408,7.410292,9.150813,8.180654,2.469225,7.210495
5529,8.870694,12.028512,11.725684,12.140839,12.126131,12.197648,12.020424,10.039572,6.471103,8.058719,10.039572,8.761781,4.174323,7.483989,9.358083,8.313677,3.411895,7.269270
5530,9.019983,12.154958,11.839363,12.287405,12.275505,12.364147,12.223721,10.238913,7.423523,8.254106,10.238913,8.910072,4.970095,7.581232,9.530198,8.436880,4.089199,7.343562
5531,9.153419,12.245857,11.952737,12.485986,12.473172,12.576105,12.470874,10.422992,8.251944,8.375110,10.422992,9.040486,5.570810,7.657980,9.685656,8.545148,4.595675,7.404641
5532,9.266555,12.377168,12.100423,12.636800,12.625869,12.748665,12.661299,10.574788,8.838337,8.488277,10.574788,9.151981,6.026927,7.729173,9.815957,8.638668,4.986930,7.461378
5533,9.371123,12.515705,12.250811,12.754616,12.744587,12.897331,12.822910,10.711251,9.351725,8.599592,10.711251,9.255757,6.445821,7.800264,9.934988,8.726706,5.351016,7.518424
5534,9.466182,12.719502,12.463252,12.862800,12.854680,13.039143,12.975999,10.835153,9.798855,8.694307,10.835153,9.349875,6.798257,7.864598,10.043005,8.806955,5.657515,7.570906
5535,9.408750,12.405591,12.124756,12.644834,12.636825,12.877664,12.798622,10.741816,8.575517,8.685009,10.741816,9.297354,6.022447,7.852892,9.971436,8.765680,5.027203,7.559923
5536,9.439985,12.393836,12.122524,12.647784,12.639641,12.911439,12.822473,10.775360,8.834530,8.728248,10.775360,9.329760,6.238640,7.884160,10.004374,8.794970,5.219308,7.585566
5537,9.480493,12.518483,12.298112,12.740334,12.735215,13.045193,12.929340,10.834339,9.159905,8.739338,10.834339,9.368033,6.411081,7.901727,10.052309,8.826989,5.357428,7.601668
5538,9.452220,12.529044,12.387043,12.798163,12.792751,13.149559,13.002266,10.818603,8.823936,8.634940,10.818603,9.334645,5.996507,7.850687,10.027159,8.795147,4.978420,7.563136
5539,9.360254,12.586932,12.428248,12.681649,12.675507,13.028972,12.872136,10.702350,7.853597,8.532564,10.702350,9.242819,5.282808,7.783289,9.923934,8.716048,4.371971,7.508163
5540,9.044111,12.236429,11.990187,12.027242,12.017911,12.441702,12.219054,10.257118,4.570282,8.295182,10.257118,8.937652,3.073664,7.618185,9.553403,8.462063,2.542249,7.370723
5541,8.906429,11.917141,11.648963,11.923544,11.911463,12.258997,12.060749,10.079577,4.230977,8.098405,10.079577,8.800112,2.732417,7.520647,9.397196,8.345552,2.245882,7.293909
5542,8.748209,11.854526,11.521401,11.666652,11.656142,11.960452,11.745771,9.858862,3.240381,7.971954,9.858862,8.646816,2.081442,7.434770,9.212438,8.217661,1.708327,7.222884
5543,8.638829,11.697907,11.316772,11.601200,11.588821,11.827734,11.690159,9.721112,2.951948,7.752064,9.721112,8.536183,1.776416,7.351255,9.089150,8.124177,1.446664,7.159204
5544,8.514473,11.467022,10.972412,11.346091,11.332120,11.535974,11.480300,9.548375,2.229474,7.616449,9.548375,8.415193,1.307710,7.282011,8.944011,8.023572,1.062202,7.103132
5545,8.436970,11.589846,11.053112,11.260498,11.244842,11.415889,11.380937,9.444500,2.062290,7.508063,9.444500,8.338689,1.177679,7.232879,8.854734,7.959525,0.953391,7.064315
5546,8.368027,11.473193,10.883662,11.119018,11.102339,11.248694,11.231168,9.347317,1.825504,7.463466,9.347317,8.272183,1.041835,7.197049,8.773912,7.904159,0.842815,7.034406
5547,8.306162,11.333203,10.691956,10.934786,10.916279,11.044002,11.024945,9.254854,1.575776,7.484764,9.254854,8.214226,0.926392,7.173598,8.699853,7.856230,0.751012,7.012608
5548,8.260540,11.240643,10.596933,10.818280,10.799950,10.916343,10.874404,9.186638,1.494254,7.498872,9.186638,8.171552,0.898700,7.156467,8.645259,7.820860,0.729877,6.996461
