,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C]
1,5.497870,4.383973,4.229965,3.155049,3.150972,2.746804,2.729628,4.828882,-10.041050,6.928136,4.828882,5.620602,-3.786918,6.412323,5.251133,5.779856,-2.528963,6.308579
2,5.260919,4.201057,4.054915,2.951732,2.947987,2.576792,2.567592,4.488032,-9.674813,6.408472,4.488032,5.383121,-4.509287,6.278209,4.965413,5.598640,-3.190080,6.231868
3,5.138720,4.034669,3.885554,2.847749,2.843793,2.458232,2.454255,4.327680,-9.235582,6.201106,4.327680,5.258459,-4.588537,6.189238,4.824096,5.498291,-3.323635,6.172486
4,5.010166,3.939389,3.797458,2.716304,2.712656,2.341643,2.337857,4.163380,-9.444029,5.988902,4.163380,5.127048,-4.985373,6.090716,4.677336,5.390543,-3.689651,6.103749
5,4.957286,3.859626,3.712706,2.681801,2.677914,2.294775,2.285519,4.102423,-9.079307,5.919326,4.102423,5.072324,-4.846727,6.042226,4.619703,5.343094,-3.614877,6.066484
6,4.867121,3.815307,3.675075,2.599365,2.594401,2.238424,2.190562,3.988925,-9.418274,5.787289,3.988925,4.980663,-5.193861,5.972400,4.517852,5.266286,-3.919648,6.014719
7,4.788969,3.687615,3.549440,2.573540,2.569844,2.236339,2.077003,3.887340,-9.613573,5.697678,3.887340,4.902503,-5.390892,5.917665,4.428760,5.200637,-4.098954,5.972513
8,4.815216,3.998194,3.844962,2.663744,2.659816,2.295436,2.107754,3.927879,-8.726477,5.748005,3.927879,4.928390,-4.796882,5.928900,4.461485,5.219480,-3.634161,5.977476
9,4.835769,4.020148,3.802867,2.697585,2.693249,2.290394,2.098057,3.951631,-8.328691,5.805205,3.951631,4.950536,-4.488397,5.949442,4.484380,5.237357,-3.383359,5.990333
10,4.882142,4.268029,3.970913,2.753597,2.748996,2.313999,2.129319,4.011261,-7.720816,5.893203,4.011261,4.998102,-4.048593,5.984943,4.537576,5.275932,-3.029161,6.014287
11,4.930659,4.327601,3.939332,2.789836,2.784673,2.324534,2.142108,4.070017,-7.255824,5.997927,4.070017,5.048767,-3.683593,6.027516,4.592017,5.317679,-2.731081,6.043341
12,4.957017,4.404879,4.004531,2.791124,2.784645,2.327277,2.175777,4.103377,-7.038407,6.030977,4.103377,5.075555,-3.549798,6.047734,4.621872,5.340041,-2.622309,6.058209
13,5.009346,4.469192,4.029156,2.855781,2.848456,2.359695,2.214648,4.172837,-6.509142,6.131026,4.172837,5.128635,-3.177131,6.084433,4.682596,5.382775,-2.327439,6.082954
14,5.017383,4.535804,4.101129,2.846507,2.837184,2.358099,2.230722,4.180336,-6.562650,6.129950,4.180336,5.137169,-3.220823,6.094003,4.690647,5.390797,-2.356793,6.090946
15,5.041699,4.573964,4.119042,2.879704,2.872268,2.367975,2.251270,4.212390,-6.308638,6.173511,4.212390,5.161773,-3.054026,6.111156,4.718728,5.410808,-2.226322,6.102889
16,5.013012,4.594776,4.171060,2.836277,2.830623,2.357085,2.232976,4.169298,-6.689483,6.105619,4.169298,5.133389,-3.330681,6.097480,4.683479,5.389620,-2.439530,6.095761
17,5.003584,4.583000,4.157999,2.834909,2.829411,2.360633,2.215463,4.155097,-6.679736,6.094731,4.155097,5.124143,-3.337213,6.093189,4.671922,5.382627,-2.447535,6.093332
18,4.880894,4.150014,3.862488,2.640324,2.635747,2.278701,2.123003,3.990028,-7.910455,5.857053,3.990028,4.999723,-4.278008,6.009419,4.528532,5.283593,-3.199138,6.038653
19,4.820311,3.895964,3.728720,2.609161,2.604850,2.273777,2.097297,3.920834,-8.010385,5.744370,3.920834,4.935915,-4.459023,5.950996,4.462210,5.229568,-3.370831,5.996926
20,4.776850,3.982374,3.818293,2.577382,2.573064,2.235207,2.070152,3.872223,-8.073626,5.674293,3.872223,4.890374,-4.561516,5.908525,4.415237,5.190123,-3.471641,5.965009
21,4.666847,3.622795,3.476844,2.418733,2.414960,2.099111,1.964340,3.735513,-8.892310,5.506687,3.735513,4.778051,-5.234138,5.820588,4.291533,5.095776,-4.037760,5.900019
22,4.614176,3.686516,3.542612,2.378135,2.372939,2.045489,1.937108,3.680098,-8.879171,5.423088,3.680098,4.722588,-5.310670,5.765077,4.236092,5.046272,-4.127234,5.856452
23,4.571484,3.574159,3.431842,2.345529,2.341843,1.991182,1.897843,3.632786,-8.939190,5.367728,3.632786,4.678519,-5.388078,5.724252,4.190510,5.006884,-4.206316,5.823257
24,4.498386,3.521921,3.387947,2.257624,2.254089,1.896894,1.847945,3.550682,-9.315724,5.253419,3.550682,4.602685,-5.755541,5.654688,4.111750,4.940255,-4.532771,5.768759
25,4.497400,3.485504,3.345765,2.276213,2.272159,1.873046,1.857484,3.557473,-8.924057,5.257461,3.557473,4.600748,-5.476654,5.644023,4.113886,4.935701,-4.314100,5.757515
26,4.439900,3.463579,3.330946,2.214875,2.210934,1.816660,1.808308,3.491203,-9.302403,5.174099,3.491203,4.541697,-5.806727,5.592191,4.051467,4.883825,-4.600959,5.716183
27,4.420744,3.410456,3.276125,2.209827,2.205929,1.794215,1.790636,3.472368,-9.180021,5.154100,3.472368,4.521869,-5.728878,5.571369,4.032102,4.864907,-4.546009,5.697712
28,4.350431,3.372806,3.246294,2.134775,2.131015,1.730532,1.727164,3.390757,-9.644840,5.054349,3.390757,4.449817,-6.140006,5.508877,3.955589,4.801679,-4.905293,5.647770
29,4.372538,3.472314,3.337142,2.203107,2.199194,1.759624,1.751123,3.422947,-9.077048,5.094770,3.422947,4.471986,-5.695688,5.521026,3.982434,4.818371,-4.538661,5.654308
30,4.371779,3.639775,3.502977,2.242422,2.237025,1.789263,1.742611,3.422273,-9.012705,5.101934,3.422273,4.471625,-5.630601,5.520978,3.981927,4.817324,-4.482560,5.652721
31,4.661685,4.466530,4.242147,2.938329,2.930188,2.209408,1.951704,3.787833,-6.038724,5.623961,3.787833,4.767533,-3.222073,5.747234,4.310340,5.063222,-2.476106,5.816105
32,4.895531,5.715305,5.368603,4.396638,4.381284,3.723186,3.473759,4.281379,-2.947532,5.088999,4.281379,4.949610,-2.438811,5.617841,4.637769,5.190116,-2.015874,5.742463
33,5.162882,6.605712,6.110059,5.712622,5.681827,4.953055,4.671579,4.783903,-0.351650,4.896226,4.783903,5.177284,-1.231551,5.570665,4.993706,5.356225,-1.134931,5.718744
34,5.363994,7.186517,6.637209,6.394973,6.362336,5.719883,5.479109,5.163128,1.018443,4.847147,5.163128,5.350093,-0.602612,5.537059,5.262843,5.479596,-0.698622,5.696350
35,5.540148,7.673185,7.035733,6.965332,6.932539,6.360084,6.145421,5.490579,2.153392,4.835736,5.490579,5.503423,-0.042237,5.516267,5.497429,5.588971,-0.301027,5.680512
36,5.735620,7.930929,7.325998,7.558573,7.523393,7.048216,6.891664,5.861137,3.759135,4.830610,5.861137,5.672789,0.687052,5.484441,5.760685,5.706974,0.195925,5.653263
37,5.930238,8.230811,7.742339,8.085037,8.045739,7.639350,7.511970,6.210091,5.103295,4.908211,6.210091,5.847408,1.421698,5.484725,6.016660,5.831471,0.725932,5.646281
38,6.116847,8.407331,7.903958,8.362546,8.329071,7.997299,7.896075,6.512394,6.082224,5.128712,6.512394,6.024688,2.143799,5.536982,6.252284,5.962061,1.275725,5.671839
39,6.265446,8.715816,8.242376,8.636899,8.615072,8.308475,8.220857,6.742716,6.583424,5.264575,6.742716,6.167012,2.564100,5.591309,6.435674,6.070900,1.624649,5.706127
40,6.347948,8.942707,8.481517,8.738349,8.716775,8.399621,8.296959,6.848731,6.290897,5.400504,6.848731,6.251338,2.594992,5.653945,6.530122,6.139748,1.695728,5.749375
41,6.374794,9.049401,8.632122,8.762886,8.733204,8.359629,8.232643,6.861827,5.611784,5.491010,6.861827,6.283680,2.366790,5.705533,6.553482,6.170580,1.567505,5.787678
42,6.429401,9.209685,8.929515,9.004877,8.985576,8.587340,8.414830,6.948465,5.841536,5.482100,6.948465,6.333896,2.448249,5.719327,6.620695,6.210780,1.632973,5.800864
43,6.165365,8.129451,7.809864,7.398735,7.376804,6.814685,6.535057,6.343909,0.546643,6.152761,6.343909,6.137359,0.590690,5.930809,6.233749,6.087211,0.419067,5.940673
44,6.084690,7.947792,7.642988,7.171783,7.155792,6.577362,6.322970,6.182480,0.420670,6.041990,6.182480,6.067854,0.343226,5.953228,6.121346,6.042797,0.235199,5.964249
45,5.877261,6.679150,6.265260,5.441268,5.417464,4.566217,4.251246,5.665282,-3.094483,7.079317,5.665282,5.929215,-0.577592,6.193147,5.806046,5.958650,-0.333960,6.111255
46,5.779180,6.353917,5.993770,5.071957,5.058021,4.125546,3.861764,5.453048,-3.383515,7.044331,5.453048,5.850740,-0.845607,6.248433,5.665150,5.909500,-0.519556,6.153850
47,5.569522,5.467578,5.195976,3.719772,3.711739,2.937017,2.759774,4.996573,-6.120373,7.233373,4.996573,5.686220,-1.887024,6.375866,5.364385,5.803964,-1.202786,6.243544
48,5.396159,5.123710,4.905648,3.423316,3.416894,2.749203,2.669792,4.713257,-6.944104,6.756722,4.713257,5.518819,-2.737462,6.324381,5.142890,5.685609,-1.844269,6.228329
49,5.290118,4.902491,4.694574,3.295095,3.289040,2.617172,2.594106,4.559640,-7.007936,6.525173,4.559640,5.411822,-3.038381,6.264004,5.014137,5.605525,-2.108542,6.196912
50,5.173291,4.726423,4.537706,3.135126,3.129558,2.504824,2.492995,4.395894,-7.472827,6.298792,4.395894,5.293717,-3.525822,6.191541,4.874733,5.514499,-2.512411,6.154266
51,5.105765,4.588949,4.401488,3.073417,3.067969,2.437463,2.432492,4.308116,-7.408158,6.183739,4.308116,5.224297,-3.618645,6.140478,4.796746,5.458930,-2.615434,6.121115
52,5.012502,4.466101,4.292583,2.947531,2.942401,2.352374,2.347768,4.184869,-7.826608,6.021971,4.184869,5.129319,-4.023643,6.073769,4.688576,5.382702,-2.957189,6.076829
53,5.034994,4.710667,4.513103,3.064630,3.058895,2.387151,2.374763,4.223896,-6.928465,6.073028,4.223896,5.150385,-3.471439,6.076875,4.718024,5.397245,-2.544957,6.076467
54,5.025359,4.892313,4.690494,3.093110,3.085186,2.414017,2.345495,4.209064,-6.849438,6.072633,4.209064,5.141360,-3.426600,6.073656,4.706289,5.390011,-2.512980,6.073733
55,5.295454,6.447547,6.253052,5.326665,5.319613,4.699837,4.475636,4.861203,-1.485051,5.246770,4.861203,5.331192,-1.810213,5.801181,5.111864,5.505270,-1.515247,5.898677
56,5.539286,7.294818,7.015464,6.385078,6.372659,5.860406,5.658473,5.386415,1.245284,5.114356,5.386415,5.526947,-0.643256,5.667480,5.461365,5.628337,-0.764275,5.795309
57,5.763996,7.925845,7.555751,7.298098,7.275063,6.726438,6.515576,5.808710,2.991416,5.101843,5.808710,5.722602,0.364403,5.636494,5.762785,5.765379,-0.010976,5.767973
58,5.953037,8.393754,7.963552,7.887065,7.861466,7.343582,7.154430,6.149601,4.170124,5.144772,6.149601,5.891135,1.072659,5.632668,6.011752,5.885934,0.522157,5.760115
59,6.087761,8.626920,8.131453,8.099987,8.074481,7.603663,7.436473,6.366755,4.557695,5.297037,6.366755,6.019004,1.481645,5.671253,6.181288,5.980873,0.853899,5.780458
60,6.206249,8.817273,8.305030,8.322496,8.292728,7.848741,7.716179,6.556487,5.027926,5.396796,6.556487,6.131048,1.844523,5.705608,6.329586,6.065292,1.145866,5.800998
61,6.323791,9.013979,8.574224,8.612918,8.577569,8.155392,8.040895,6.749856,5.656820,5.458816,6.749856,6.240255,2.232867,5.730654,6.478069,6.147475,1.448530,5.816881
62,6.423810,9.060563,8.579687,8.691936,8.660030,8.265766,8.169240,6.892408,5.905088,5.615577,6.892408,6.339679,2.556261,5.786950,6.597620,6.225170,1.722505,5.852720
63,6.498230,9.209369,8.748444,8.815569,8.794333,8.388964,8.303837,6.998836,5.995747,5.693835,6.998836,6.412682,2.693047,5.826529,6.686220,6.283384,1.850809,5.880547
64,6.562672,9.305865,8.871500,8.917396,8.897089,8.492737,8.396187,7.087065,6.060597,5.777944,7.087065,6.476892,2.824804,5.866720,6.761640,6.335280,1.973839,5.908920
65,6.633326,9.409924,9.041022,9.098888,9.072654,8.675906,8.563632,7.194188,6.363404,5.824745,7.194188,6.544261,3.020022,5.894334,6.847560,6.388487,2.133182,5.929413
66,6.708841,9.604363,9.357091,9.392189,9.375158,8.983877,8.831587,7.323702,6.831743,5.815817,7.323702,6.612005,3.224470,5.900308,6.944130,6.439939,2.284330,5.935747
67,6.440475,8.656713,8.386282,8.027160,8.008575,7.510467,7.273434,6.756502,1.754088,6.239570,6.756502,6.398750,1.213946,6.040999,6.565701,6.297361,0.910550,6.029020
68,6.363684,8.530753,8.263273,7.875731,7.861754,7.360605,7.136956,6.621813,1.765790,6.106671,6.621813,6.327728,1.008057,6.033643,6.464968,6.247930,0.743955,6.030892
69,6.167359,7.672689,7.325459,6.713482,6.693425,6.027898,5.763016,6.190837,-1.125254,6.618658,6.190837,6.177925,0.033960,6.165014,6.183951,6.148398,0.093512,6.112845
70,6.077024,7.459327,7.155846,6.475968,6.464256,5.744539,5.521112,6.022464,-1.273713,6.523815,6.022464,6.098065,-0.192070,6.173666,6.062784,6.093297,-0.077520,6.123810
71,5.888851,6.615730,6.357188,5.120550,5.112819,4.430979,4.261738,5.601263,-3.883379,6.940788,5.601263,5.955820,-1.027886,6.310377,5.790360,6.001412,-0.611854,6.212464
72,5.732156,6.169205,5.929538,4.465717,4.458734,3.772619,3.685379,5.294293,-5.019689,6.903208,5.294293,5.822073,-1.646634,6.349854,5.575776,5.910876,-1.045485,6.245975
73,5.635053,5.915030,5.672953,4.205189,4.198074,3.465624,3.438797,5.123314,-5.201719,6.807831,5.123314,5.733294,-1.883593,6.343274,5.448637,5.848101,-1.233531,6.247566
74,5.534110,5.684097,5.447296,3.855277,3.848317,3.117499,3.102671,4.940229,-5.788349,6.777787,4.940229,5.643245,-2.214517,6.346262,5.315171,5.784327,-1.477852,6.253483
75,5.477683,5.521881,5.268357,3.655598,3.648221,2.857650,2.850946,4.834027,-5.830158,6.817108,4.834027,5.594534,-2.235851,6.355040,5.239630,5.749743,-1.499704,6.259855
76,5.391117,5.323045,5.088930,3.444307,3.437431,2.697474,2.691288,4.690603,-6.362725,6.689918,4.690603,5.512960,-2.617113,6.335317,5.129193,5.690458,-1.786198,6.251722
77,5.403281,5.753100,5.529542,4.029992,4.023496,3.309620,3.295622,4.784779,-4.975840,6.273936,4.784779,5.500944,-2.392981,6.217110,5.166734,5.673620,-1.693699,6.180506
78,5.375178,5.852656,5.651387,4.163432,4.155526,3.519410,3.450916,4.780765,-4.934720,6.110614,4.780765,5.462717,-2.530547,6.144670,5.144473,5.638842,-1.834475,6.133211
79,5.629088,7.179698,7.003544,6.207282,6.200956,5.663568,5.459909,5.412498,0.202592,5.365086,5.412498,5.637510,-0.961485,5.862523,5.532504,5.739470,-0.884373,5.946437
80,5.841461,7.797572,7.533889,6.958716,6.946933,6.483493,6.292766,5.842326,2.194928,5.391887,5.842326,5.816654,0.125096,5.790982,5.828635,5.856119,-0.133928,5.883604
81,6.035123,8.327377,7.980682,7.731962,7.710375,7.211652,7.013958,6.202698,3.678796,5.391439,6.202698,5.986427,0.980719,5.770156,6.087354,5.975430,0.507538,5.863506
82,6.169126,8.572727,8.182480,8.004665,7.981476,7.494790,7.323211,6.423947,4.125059,5.524683,6.423947,6.112238,1.429857,5.800529,6.257702,6.067895,0.870673,5.878089
83,6.275412,8.761433,8.307455,8.188654,8.165263,7.705456,7.552249,6.591182,4.479034,5.630114,6.591182,6.213708,1.759209,5.836234,6.389862,6.144611,1.142987,5.899360
84,6.386728,9.019734,8.534924,8.511471,8.483301,8.037476,7.912010,6.781534,5.193146,5.651059,6.781534,6.314873,2.143734,5.848212,6.532649,6.219962,1.436412,5.907275
85,6.489663,9.224816,8.801952,8.795719,8.761729,8.323976,8.213847,6.953829,5.755470,5.693810,6.953829,6.409510,2.486321,5.865191,6.663525,6.290963,1.701775,5.918402
86,6.580074,9.257113,8.792559,8.867707,8.836893,8.426252,8.333009,7.082472,6.003091,5.831935,7.082472,6.499214,2.799876,5.915957,6.771401,6.361414,1.968104,5.951428
87,6.653600,9.398015,8.954724,8.998655,8.978225,8.569063,8.487179,7.191538,6.205624,5.895896,7.191538,6.570220,2.975876,5.948901,6.860168,6.417523,2.120101,5.974877
88,6.715971,9.498377,9.079233,9.110420,9.090813,8.687246,8.594037,7.279966,6.319561,5.965895,7.279966,6.631475,3.118692,5.982983,6.934104,6.466677,2.247924,5.999251
89,6.782379,9.597632,9.240353,9.284868,9.259466,8.866683,8.757925,7.382081,6.618395,6.006238,7.382081,6.694388,3.308101,6.006694,7.015311,6.516171,2.401077,6.017031
90,6.854431,9.785078,9.545420,9.570760,9.554260,9.170482,9.022852,7.508082,7.099313,5.993313,7.508082,6.758461,3.513269,6.008841,7.108284,6.564312,2.549452,6.020339
91,6.576665,8.852854,8.591603,8.243270,8.225296,7.746671,7.517588,6.939280,2.036805,6.360972,6.939280,6.533059,1.430716,6.126837,6.722629,6.409849,1.101614,6.097069
92,6.494583,8.725690,8.464411,8.090090,8.076443,7.597566,7.379151,6.801299,2.034605,6.223446,6.801299,6.456014,1.215741,6.110728,6.617147,6.354510,0.924736,6.091874
93,6.292604,7.904939,7.565766,6.977882,6.958312,6.330747,6.071578,6.373415,-0.814312,6.675253,6.373415,6.297748,0.204138,6.222082,6.333060,6.246369,0.233880,6.159677
94,6.205388,7.737644,7.437241,6.799473,6.787847,6.121011,5.899946,6.221561,-0.829166,6.543175,6.221561,6.217781,0.009743,6.214002,6.219545,6.189208,0.078213,6.158871
95,6.039044,6.977589,6.710451,5.576306,5.568325,4.930243,4.755039,5.850066,-3.081576,6.945093,5.850066,6.092286,-0.681645,6.334506,5.979250,6.107380,-0.360578,6.235510
96,5.912836,6.607961,6.352135,5.020662,5.013276,4.370687,4.277347,5.601745,-3.883607,6.926144,5.601745,5.985118,-1.124183,6.368490,5.806211,6.034693,-0.669991,6.263175
97,5.837234,6.409965,6.139865,4.775636,4.767616,4.057304,4.027354,5.463305,-3.993181,6.899257,5.463305,5.917990,-1.264415,6.372675,5.705804,5.987439,-0.783188,6.269074
98,5.749625,6.172452,5.911373,4.431081,4.423461,3.720302,3.703954,5.297956,-4.579406,6.891958,5.297956,5.841724,-1.562190,6.385492,5.587966,5.934379,-0.995210,6.280792
99,5.694863,6.006058,5.739444,4.302344,4.294530,3.563975,3.556919,5.203132,-4.623356,6.849346,5.203132,5.791479,-1.652359,6.379825,5.516917,5.898229,-1.070907,6.279541
100,5.622802,5.819697,5.559784,4.007212,3.999573,3.279002,3.272127,5.067572,-5.164743,6.863017,5.067572,5.728898,-1.902358,6.390224,5.420279,5.854257,-1.248373,6.288235
101,5.646544,6.305378,6.065026,4.715703,4.708704,4.042132,4.027061,5.188135,-3.625707,6.349209,5.188135,5.724597,-1.675221,6.261060,5.474248,5.843454,-1.152926,6.212660
102,5.630546,6.383505,6.164103,4.814725,4.806113,4.210762,4.136048,5.192470,-3.616151,6.248893,5.192470,5.700807,-1.740043,6.209143,5.463583,5.821360,-1.224677,6.179137
103,5.872458,7.665530,7.480224,6.795320,6.788698,6.305067,6.090690,5.793469,1.213352,5.496248,5.793469,5.866523,-0.298233,5.939578,5.832431,5.918203,-0.350147,6.003974
104,6.075597,8.222903,7.950375,7.461783,7.449568,7.034878,6.837455,6.196480,3.032592,5.555504,6.196480,6.039729,0.741623,5.882977,6.112879,6.032989,0.377977,5.953099
105,6.255228,8.724395,8.368949,8.201853,8.179706,7.728948,7.526048,6.534237,4.402984,5.542426,6.534237,6.196214,1.500601,5.858190,6.353958,6.142394,0.939204,5.930830
106,6.387010,8.980145,8.578348,8.497846,8.473965,8.033171,7.856317,6.755734,4.921647,5.655152,6.755734,6.318706,1.954332,5.881677,6.522652,6.231990,1.299799,5.941329
107,6.496890,9.190061,8.721306,8.709911,8.685735,8.277735,8.119381,6.933075,5.375829,5.746769,6.933075,6.422290,2.314658,5.911505,6.660656,6.309729,1.590249,5.958803
108,6.611729,9.331697,8.855704,8.916506,8.888832,8.523209,8.399881,7.116921,6.022637,5.833961,7.116921,6.530504,2.752835,5.944087,6.804165,6.391802,1.935767,5.979439
109,6.720204,9.502029,9.093051,9.180168,9.147277,8.797823,8.691177,7.292438,6.626674,5.893698,7.292438,6.631758,3.130040,5.971078,6.940075,6.468924,2.232127,5.997773
110,6.806945,9.529157,9.078293,9.223197,9.193271,8.862878,8.772272,7.407287,6.771174,6.042301,7.407287,6.719727,3.410720,6.032168,7.040588,6.539923,2.483610,6.039258
111,6.864025,9.653669,9.218596,9.314981,9.294923,8.949983,8.869548,7.485438,6.774648,6.101327,7.485438,6.776196,3.471444,6.066955,7.107176,6.586139,2.550257,6.065103
112,6.915053,9.737784,9.325751,9.402738,9.383454,9.037860,8.946167,7.554079,6.830395,6.161990,7.554079,6.826970,3.567617,6.099861,7.166287,6.627928,2.641506,6.089568
113,6.978386,9.828824,9.479342,9.575100,9.550247,9.213821,9.107349,7.651376,7.180379,6.195404,7.651376,6.886773,3.770773,6.122170,7.243588,6.675297,2.802625,6.107006
114,7.047559,10.007486,9.774242,9.850722,9.834657,9.506047,9.362223,7.772349,7.675804,6.182476,7.772349,6.948216,3.978860,6.124083,7.332812,6.721556,2.951100,6.110301
115,6.749297,9.164644,8.899574,8.607861,8.589627,8.159818,7.927346,7.191677,2.563693,6.456009,7.191677,6.698087,1.720088,6.204496,6.928429,6.544575,1.337674,6.160720
116,6.657738,9.023806,8.758806,8.437756,8.423903,7.990299,7.768441,7.042445,2.526614,6.316450,7.042445,6.611474,1.499868,6.180503,6.812594,6.480760,1.154851,6.148925
117,6.449948,8.241592,7.898449,7.379798,7.359997,6.790163,6.527695,6.618255,-0.242330,6.708816,6.618255,6.444339,0.465381,6.270423,6.525500,6.363604,0.433217,6.201707
118,6.357431,8.073594,7.771265,7.200123,7.188418,6.578924,6.356194,6.462403,-0.272997,6.568612,6.462403,6.358452,0.267193,6.254501,6.406962,6.300825,0.272813,6.194687
119,6.189258,7.296445,7.024981,5.963537,5.955435,5.356095,5.178038,6.087665,-2.529933,6.997293,6.087665,6.231753,-0.400749,6.375841,6.164512,6.217538,-0.147481,6.270565
120,6.058125,6.898649,6.639252,5.369517,5.362027,4.748968,4.654232,5.827906,-3.404997,7.001580,5.827906,6.121263,-0.851070,6.414619,5.984363,6.142424,-0.458558,6.300485
121,5.973805,6.678733,6.407184,5.093405,5.085336,4.404122,4.373965,5.673962,-3.603870,6.973958,5.673962,6.046492,-1.032733,6.419022,5.872644,6.089418,-0.600942,6.306191
122,5.878683,6.413455,6.151295,4.710676,4.703027,4.025314,4.008895,5.493671,-4.260907,6.978448,5.493671,5.964133,-1.350097,6.434594,5.744584,6.031939,-0.824632,6.319295
123,5.817081,6.243609,5.968763,4.517938,4.509894,3.783160,3.775897,5.381319,-4.389683,6.986740,5.381319,5.909847,-1.445148,6.438375,5.663200,5.992944,-0.901613,6.322687
124,5.736692,6.022221,5.765306,4.250489,4.242942,3.554667,3.547874,5.237610,-4.931896,6.927347,5.237610,5.837391,-1.750601,6.437171,5.557493,5.941490,-1.120785,6.325487
125,5.756318,6.492641,6.253074,4.921414,4.914433,4.273197,4.258159,5.348734,-3.422645,6.439308,5.348734,5.830209,-1.511056,6.311684,5.605520,5.928659,-1.014134,6.251798
126,5.736891,6.554918,6.335280,4.998760,4.990141,4.418869,4.344039,5.345006,-3.431333,6.345972,5.345006,5.803921,-1.573172,6.262836,5.589760,5.905041,-1.080789,6.220322
127,5.974853,7.812048,7.627540,6.942530,6.935942,6.477470,6.264013,5.934928,1.352930,5.605844,5.934928,5.967112,-0.132314,5.999296,5.952093,6.000865,-0.200510,6.049637
128,6.175263,8.356400,8.084901,7.593739,7.581572,7.189792,6.993042,6.329663,3.157623,5.666283,6.329663,6.138516,0.909839,5.947369,6.227718,6.115315,0.535025,6.002913
129,6.352033,8.855873,8.501685,8.330054,8.307988,7.883930,7.681692,6.663635,4.546142,5.645577,6.663635,6.292022,1.659440,5.920409,6.465441,6.222424,1.085194,5.979407
130,6.478940,9.097466,8.697548,8.608265,8.584493,8.168113,7.992029,6.875877,5.025610,5.759725,6.875877,6.410286,2.096380,5.944695,6.627562,6.309086,1.433976,5.990610
131,6.573693,9.246594,8.783981,8.739667,8.715811,8.319814,8.163507,7.020141,5.259362,5.876774,7.020141,6.502121,2.382836,5.984101,6.743863,6.379212,1.677355,6.014562
132,6.670834,9.398587,8.919228,8.947718,8.919851,8.539681,8.415481,7.176355,5.786525,5.937228,7.176355,6.593233,2.723089,6.010110,6.865356,6.448522,1.946548,6.031689
133,6.769506,9.560643,9.148339,9.202788,9.169631,8.802093,8.694599,7.338357,6.385689,5.982115,7.338357,6.684637,3.077958,6.030917,6.989706,6.517849,2.221681,6.045991
134,6.852027,9.579799,9.126789,9.245011,9.214941,8.867539,8.776503,7.448733,6.566810,6.120962,7.448733,6.768017,3.366643,6.087302,7.085684,6.584991,2.476302,6.084297
135,6.916840,9.716279,9.282671,9.364763,9.344770,8.993646,8.913473,7.543296,6.741398,6.173119,7.543296,6.830708,3.506001,6.118120,7.163249,6.635230,2.597903,6.107211
136,6.975271,9.807461,9.398678,9.470488,9.451365,9.105555,9.014576,7.625314,6.884273,6.236053,7.625314,6.888081,3.653245,6.150848,7.232123,6.681726,2.727411,6.131328
137,7.043250,9.909898,9.563095,9.653207,9.628533,9.296875,9.191193,7.730916,7.271080,6.270640,7.730916,6.952043,3.878206,6.173169,7.315517,6.732088,2.905036,6.148660
138,7.119682,10.099370,9.868283,9.945879,9.929958,9.614786,9.472272,7.865089,7.848746,6.257907,7.865089,7.019907,4.127482,6.174726,7.414326,6.782946,3.083369,6.151567
139,6.821290,9.288430,9.023086,8.746465,8.728228,8.321547,8.088664,7.293292,2.774139,6.497920,7.293292,6.767360,1.834374,6.241427,7.012795,6.602427,1.431302,6.192058
140,6.731289,9.157571,8.891116,8.588219,8.574292,8.166936,7.943730,7.149679,2.754253,6.355628,7.149679,6.681552,1.623750,6.213425,6.900011,6.538463,1.254071,6.176915
141,6.523616,8.396115,8.048998,7.555078,7.535003,7.001018,6.735364,6.731250,0.010909,6.727136,6.731250,6.513130,0.578366,6.295011,6.614919,6.419269,0.518789,6.223618
142,6.424059,8.181035,7.879372,7.311577,7.299947,6.711804,6.489451,6.557861,-0.176580,6.626271,6.557861,6.422744,0.348763,6.287627,6.485799,6.353500,0.341487,6.221202
143,6.233928,7.303380,7.041962,5.941661,5.933851,5.332098,5.160644,6.131021,-2.807326,7.101398,6.131021,6.280193,-0.431557,6.429364,6.210579,6.260613,-0.144748,6.310646
144,6.065539,6.799084,6.561571,5.210284,5.203383,4.577460,4.490767,5.796039,-4.140587,7.101312,5.796039,6.138353,-1.085888,6.480667,5.978607,6.164889,-0.590926,6.351172
145,5.937721,6.480680,6.246068,4.799175,4.792260,4.108972,4.082929,5.562203,-4.746730,7.041477,5.562203,6.024698,-1.484064,6.487192,5.808867,6.084984,-0.886010,6.361100
146,5.802842,6.173675,5.953730,4.381301,4.374849,3.694906,3.681141,5.321750,-5.611435,6.962359,5.321750,5.902961,-1.987938,6.484173,5.631729,5.998400,-1.254138,6.365071
147,5.702601,5.938215,5.720155,4.157371,4.151036,3.439839,3.434083,5.155024,-5.928945,6.875965,5.155024,5.809362,-2.254313,6.463701,5.504004,5.929568,-1.466142,6.355132
