,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,central_loop_P_cp,GHX0_P_cp
8370,266.0,0.0,14.123353688505112,3.699439821606644e-06,0.10051117644840193
8371,266.0,0.0,14.123360482947055,3.699445160772199e-06,0.10051127315595909
8372,266.0,0.0,14.12336727658426,3.699450499310517e-06,0.10051136985210868
8373,266.0,0.0,14.123374069416919,3.699455837221747e-06,0.10051146653685344
8374,266.0,0.0,14.123380861445234,3.6994611745060428e-06,0.10051156321019614
8375,266.0,0.0,14.123387652669383,3.6994665111635448e-06,0.10051165987213934
8376,266.0,0.0,14.123394443089563,3.69947184719441e-06,0.10051175652268592
8377,266.0,0.0,14.12340123270597,3.699477182598781e-06,0.10051185316183843
8378,266.0,0.0,14.123408021518784,3.6994825173768067e-06,0.10051194978959964
8379,266.0,0.0,14.123414809528205,3.699487851528637e-06,0.10051204640597228
8380,266.0,0.0,14.123421596734424,3.6994931850544202e-06,0.10051214301095902
8381,266.0,0.0,14.123428383137618,3.6994985179542986e-06,0.10051223960456242
8382,266.0,0.0,14.123435168737998,3.6995038502284313e-06,0.10051233618678548
8383,266.0,0.0,14.123441953535748,3.6995091818769604e-06,0.10051243275763071
8384,266.0,0.0,14.123448737531046,3.699514512900028e-06,0.10051252931710075
8385,266.0,0.0,14.123455520724104,3.6995198432977986e-06,0.10051262586519855
8386,266.0,0.0,14.123462303115092,3.6995251730704e-06,0.10051272240192644
8387,266.0,0.0,14.123469084704213,3.6995305022179926e-06,0.10051281892728743
8388,266.0,0.0,14.123475865491654,3.6995358307407244e-06,0.10051291544128409
8389,266.0,0.0,14.123482645477608,3.6995411586387373e-06,0.1005130119439191
8390,266.0,0.0,14.123489424662262,3.699546485912185e-06,0.10051310843519522
8391,266.0,0.0,14.123496203045805,3.6995518125612083e-06,0.10051320491511502
8392,266.0,0.0,14.12350298062843,3.6995571385859607e-06,0.10051330138368131
8393,266.0,0.0,14.123509757410325,3.6995624639865838e-06,0.10051339784089666
8394,266.0,0.0,14.123516533391685,3.699567788763233e-06,0.1005134942867639
8395,266.0,0.0,14.123523308572691,3.6995731129160483e-06,0.10051359072128556
8396,266.0,0.0,14.12353008295354,3.6995784364451834e-06,0.10051368714446449
8397,266.0,0.0,14.123536856534422,3.699583759350782e-06,0.10051378355630329
8398,266.0,0.0,14.12354362931552,3.6995890816329905e-06,0.10051387995680464
8399,266.0,0.0,14.123550401297035,3.69959440329196e-06,0.10051397634597121
8400,266.0,0.0,14.123557172479147,3.6995997243278364e-06,0.10051407272380579
8401,266.0,0.0,14.123563942862043,3.6996050447407593e-06,0.10051416909031087
8402,266.0,0.0,14.123570712445925,3.6996103645308885e-06,0.10051426544548929
8403,266.0,0.0,14.123577481230974,3.6996156836983625e-06,0.10051436178934366
8404,266.0,0.0,14.123584249217382,3.6996210022433342e-06,0.10051445812187677
8405,266.0,0.0,14.12359101640533,3.6996263201659404e-06,0.10051455444309107
8406,266.0,0.0,14.12359778279502,3.6996316374663395e-06,0.10051465075298945
