,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,Zone1_P_htg,Zone1_P_clg,Zone1_P_cp,Zone2_P_htg,Zone2_P_clg,Zone2_P_cp,Zone3_P_htg,Zone3_P_clg,Zone3_P_cp,Zone4_P_htg,Zone4_P_clg,Zone4_P_cp,Zone5_P_htg,Zone5_P_clg,Zone5_P_cp,central_loop_P_cp,GHX0_P_cp,GHX1_P_cp,GHX2_P_cp,ISHX0_P_cp
6746,5222.966913969421,1787.0345256371866,517.7053180533096,3589.721522640248,-0.0,156.5227866316363,7169.629052894879,0.0,343.1256109790328,104.07832574960365,-0.0,4.547983553159321,1938.3343281333716,0.0,59.034180695215404,106.2848595483202,-0.0,4.647404901487271,23.36693444978864,14.824722337241061,7.906518579861896,6.918203757379163,16.959332183413125
6747,5592.781489901811,1632.7335869313674,530.782736696541,3602.718883024263,-0.0,157.209505211489,6774.7422084102545,0.0,324.2768969873612,101.27959958168768,-0.0,4.428001401632332,2103.0492778049997,0.0,64.08034467233634,106.53694579318574,-0.0,4.660961680444617,23.526024052805838,14.891933865595199,7.942364728317438,6.949569137277759,18.035409493075882
6748,5934.7075463799165,1872.8202701211185,575.3455353563901,3612.7930325384436,-0.0,157.7660278140346,8031.1381916046075,0.0,384.48388223444465,103.76400024655919,-0.0,4.537412885955419,2210.6376113273072,0.0,67.36885900032118,236.7328517949969,-0.0,10.35936893369615,31.612515962319954,18.133909702156092,9.671418507816583,8.462491194339504,21.892600624582272
6749,6278.303473693166,1838.3943175725376,596.5192582592265,3607.898734353795,-0.0,157.51060355011393,7430.166218002159,0.0,355.6894539018458,136.3511171728422,-0.0,5.96266579036535,2130.327577062747,0.0,64.92395683905134,1234.3412591394504,-0.0,54.01508388623049,32.79830429294118,18.584590734458526,9.911781725044547,8.67280900941398,23.857322678719623
6750,7694.1910240596835,3851.843863520545,867.0297821108755,3614.5345409182178,-0.0,157.86329219332703,8640.675467084151,0.0,413.6819670821264,104.38587096562037,-0.0,4.5647387724207,1943.4955741147637,0.0,59.22952840816253,4139.594286145386,-0.0,181.1419576662981,75.31511118217261,32.347457834816545,17.25197751190216,15.09548032291439,60.714771389008064
6751,6764.253805502383,4826.807778011383,883.3618016525566,3570.1487236061084,-0.0,155.5166601856688,7063.92241310263,0.0,337.9951319345979,101.24119399155028,-0.0,4.421636342298945,1874.32523178343,0.0,57.05687726503627,4371.128355185422,-0.0,190.98892541403387,67.27349551776712,30.001852424553313,16.00098795976177,14.00086446479155,63.30092174957379
6752,4903.44573221938,5607.532774745728,817.9495151369085,4698.49773052436,-0.0,204.28036917906857,4194.727318575188,0.0,200.6149104499373,102.09358454268333,-0.0,4.454183697251169,1535.4122187441053,0.7961292525773089,46.72585442857418,4178.549508459767,-0.0,182.38087878436278,46.554090504820905,23.47238961946426,12.518607797047606,10.953781822416655,59.57460197574507
6753,3397.5999254150865,7134.053612101382,840.1124696388465,5785.834322052861,-0.0,251.0334695241128,1766.660999729982,1.0419727234573914,84.50687531902241,100.5840897575201,-0.0,4.382325210409408,945.9918016914617,39.3357381462766,30.239553189760453,3639.679813885892,-0.0,158.63663814199282,37.73472403646971,20.40545077718634,10.882907081166044,9.522543696020291,71.92143481335401
6754,3252.3395531000674,7966.843780572915,898.0459676609128,6839.238078945935,-0.0,296.073684865782,890.3174203566481,262.62796588850455,58.161755753685306,98.2792685631764,-0.0,4.27401284490869,422.5648282344413,125.09275290363198,17.585953770406682,3266.1768196308603,-0.0,142.07271386336853,41.47360602942243,21.732012173494446,11.59040649253037,10.141605680964073,93.85415240780195
6755,3122.0898524100257,8417.79041465407,926.1027496511696,6822.256556592388,-0.0,295.21186259649534,64.88419249820814,497.3508163523727,32.699445972674695,123.76785959278976,-0.0,5.378654744317918,211.77790729474955,199.09426485214072,14.003395490492759,2621.589047454587,-0.0,113.93406768458391,39.5539830962623,21.0561463326197,11.229944710730507,9.826201621889197,100.56678833826737
6756,3015.7110628451974,8382.414121780876,914.7429538732291,6802.3027911998915,-0.0,294.2128450827733,0.0,323.8827345554121,19.25797711043103,120.26652681619224,-0.0,5.222519395879454,75.31405836606886,195.5344782657707,9.71864619097717,2275.515911376763,-0.0,98.81088865431732,35.889989791060984,19.734871258549834,10.525264671226575,9.209606587323256,97.50533404614093
6757,2943.0510076498085,9117.528587275714,971.020118806735,6796.539592830282,-0.0,293.92714360736795,0.0,1420.0431914081112,84.40612481659578,157.0856016780254,-0.0,6.820743869413037,1.51658523139527,333.02113377605355,12.712193812400049,2023.4423664786427,-0.0,87.85420335297779,47.0874929321257,23.651341910349647,12.614049018853144,11.0372928914965,111.99094948910498
6758,2881.9164297532375,8796.268714674969,938.6345132256829,6773.67592155285,-0.0,292.7833348015063,0.0,198.9542338391982,11.816610283095455,122.85874833148401,-0.0,5.330280059823716,0.0,247.1168819421855,9.380239452051047,1764.312891102044,-0.0,76.53666409161059,35.95943825538764,19.76032152805977,10.538838148298545,9.221483379761226,103.1831019627095
6759,2847.3894939969373,8497.123666843814,911.3446123453018,6779.156779147992,-0.0,293.05333610482336,0.0,0.47879512609020375,0.0284334941353649,98.67063585524222,-0.0,4.282897053068309,0.0,197.48314041419633,7.505074248775995,2019.2492935636888,-0.0,87.63926226702291,33.02587670907747,18.670458269788092,9.957577743886981,8.712880525901111,96.40766567205937
6760,2841.7199829544925,8826.783230512901,938.7870445490563,6783.5961889963955,-0.0,293.2807603601894,0.0,13.294166178380191,0.7896445313261523,97.6514691006985,-0.0,4.239453907107365,0.0,264.68076781670595,10.063335922710682,2355.275838123803,-0.0,102.24426462347367,36.426298769362575,19.93098541358022,10.629858887242777,9.301126526337438,103.339535451424
6761,5381.019517978701,7490.455350330575,1003.9961322562403,5657.66628975299,-0.0,244.5599343876611,0.06711038908362572,0.0,0.0032017034276215946,100.70630753252863,-0.0,4.371532007273229,0.0,302.681536827115,11.50463566647447,3103.507383101797,-0.0,134.70485869345612,40.08931650318975,21.245706404696048,11.331043415837893,9.914662988858153,108.65741530617267
6762,4730.533641479527,5880.891045707787,825.1668772558442,3469.4183466337317,-0.0,150.31303217021335,148.20851831604085,0.0,7.077083087285538,98.05492436914561,-0.0,4.26173046715399,0.0,286.2248977296537,10.91049441945686,3669.674551385714,-0.0,159.4737137239665,21.848637443408524,14.1753888092824,7.560207364950614,6.61518144433179,52.34884437780065
6763,4999.419121148898,5488.120181610448,811.1067083119385,3471.7925412651425,-0.0,150.44950922154229,344.85018538396935,0.0,16.46749457370013,101.30190192028431,-0.0,4.403264775219839,0.0,269.02174630348657,10.256903084397374,3503.2198571782214,-0.0,152.25119783204732,21.267864923794814,13.923059207700161,7.425631577440086,6.497427630260076,50.11014703484015
6764,6520.341977470446,3295.258017187992,733.5370223751123,3484.50558514417,-0.0,151.0947760446913,624.7124016896047,0.0,29.839712492662482,98.79031130630312,-0.0,4.296003713519256,0.0,240.75198405043818,9.187785865638576,3217.0254917420434,-0.0,139.87626418882346,17.252683266885015,12.110344771800452,6.458850544960241,5.651494226840211,38.884391458347544
6765,5567.884389611473,3281.974727823608,667.5414137863212,3560.60772185729,-0.0,155.0171695922324,1502.5903813242649,0.0,71.87671473725118,136.72927233750116,-0.0,5.959541943644937,0.0,163.3581826555632,6.261442956858769,2658.572521102039,-0.0,115.86097755483178,15.378304246927065,11.216508942793203,5.982138102823041,5.23437083997016,31.12582547389247
6766,5815.492689489844,2580.945835691065,625.5569814811607,3550.6575432672144,-0.0,154.4776200467505,2129.7737648057737,0.0,101.86258970135096,100.45933289964171,-0.0,4.378947672388248,14.802751881522951,95.7381331229483,4.119886810452048,2319.468174660148,-0.0,101.09541745116113,14.203795115898437,10.637878045036508,5.673534957352805,4.964343087683705,26.48180172212629
