,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,Zone1_P_htg,Zone1_P_clg,Zone1_P_cp,Zone2_P_htg,Zone2_P_clg,Zone2_P_cp,Zone3_P_htg,Zone3_P_clg,Zone3_P_cp,Zone4_P_htg,Zone4_P_clg,Zone4_P_cp,Zone5_P_htg,Zone5_P_clg,Zone5_P_cp,central_loop_P_cp,GHX0_P_cp,GHX1_P_cp,GHX2_P_cp
3522,0.0,23811.22220648421,1996.6243168149922,3900.728688916218,-0.0,169.61577178474946,0.0,286.991428989622,17.104000776801122,145.77607749841889,-0.0,6.338795610908698,0.0,2769.4358130438854,105.66930193783563,4120.214192631739,-0.0,179.15968167370303,139.24484651848877,36.07958628046784,19.242446016249517,16.837140264218327
3523,0.0,22964.46081915265,1930.5276283434266,3910.507339345633,-0.0,170.1359410636357,0.0,484.32495335657103,28.89529285462592,145.49481336198392,-0.0,6.330098589039186,0.0,2590.1856609279016,98.94322665283374,3942.782502138945,-0.0,171.54014893701645,128.19269821491602,34.14425601964925,18.21026987714627,15.933986142502986
3524,0.0,15185.401052529414,1277.7239691172995,3914.512721706468,-0.0,170.34462987707698,0.0,880.7552579793494,52.56617996179148,143.34675385557884,-0.0,6.2379027648080445,0.0,2288.293377566737,87.44622450950295,3615.1661998865943,-0.0,157.31821354136318,52.08496378390887,18.730543212195613,9.989623046504327,8.740920165691286
3525,3.4180225497667056,13523.342347411619,1140.806346839061,3925.109993549,-0.0,170.89841543837082,0.0,1039.0090186088917,62.07070672406477,171.96060786888867,-0.0,7.487126590315065,0.0,1910.0860512544182,73.06923088202454,2959.92923344366,-0.0,128.87465998063834,38.38010791995686,15.280805788321526,8.149763087104816,7.131042701216714
3526,64.13110612992554,11423.686261996512,970.4879657363153,3937.0800616500737,-0.0,171.52568937921353,0.0,569.4882577034392,34.056553764314735,120.7384634290848,-0.0,5.2601795874024075,0.0,1496.1436694465622,57.29877991227006,2587.7461527871938,-0.0,112.73962831459471,22.917121823218565,10.835497192708077,5.778931836110978,5.056565356597103
3527,135.1628434285126,10089.545533979384,864.1320947637482,3946.2360769243996,-0.0,171.99746116717262,0.0,1007.3330170154144,60.2810361668683,119.40702869846305,-0.0,5.204378395338667,0.0,1137.342868538071,43.58975023528966,1446.99955224687,-0.0,63.06775480357686,16.63370412159322,8.751210083185303,4.667312044365495,4.083898038819808
3528,362.42641001277696,7725.887278889938,681.6523562969625,3960.0479452781005,-0.0,172.71846516514066,0.0,1260.7666804321027,75.52509440890806,107.58028184489483,-0.0,4.692140453612259,0.0,824.7953266692575,31.647276174582743,445.631154783173,-0.0,19.436312425382415,9.249917215768143,5.917896412998067,3.1562114202656346,2.761684992732431
3529,443.73113141330117,7640.28691215387,681.0297687622165,3959.0363717676946,-0.0,172.73884007687911,0.0,801.757267409876,48.05405178328172,107.02985079150889,-0.0,4.669876844569572,0.0,631.4967483647292,24.244786489760465,254.1000398269241,-0.0,11.086775169886508,7.5663240830224785,5.176053475077619,2.76056185337473,2.415491621702889
3530,523.7252084625867,6870.779526012415,621.9027263934336,3964.319189683384,-0.0,173.02432658797633,0.0,875.3059744067843,52.4851579634123,105.4602817590954,-0.0,4.60285697494582,0.0,514.6957110394312,19.770156943096108,110.50701565862036,-0.0,4.8231237326545395,6.092997121065285,4.480186677873622,2.389432894865932,2.0907537830076905
3531,599.6178943055679,6257.165699028749,575.2534767767146,3966.7543542092503,-0.0,173.15439879951947,0.0,819.8647769106058,49.16985034016874,109.3695979570331,-0.0,4.774136558544312,0.0,446.6662303846526,17.1606072090773,110.54974669283044,-0.0,4.825651708360475,5.0136564734280515,3.9340980293806345,2.0981856156696717,1.835912413710963
