,Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX0_CNT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX1_CNT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],GHX2_CNT[C]
3431,7.964909,14.481359,14.481359,7.964909,3.242556,13.332143,7.964909,13.705766,13.351056,7.964909,3.242556,13.321075,7.964909,13.447603,13.326320,7.964909,3.242556,12.994152,12.994152,10.480382,6.313153,7.966611,7.966611,12.994152,10.478896,6.316883,7.963641,7.965578,12.994152,10.478432,6.318050,7.962712,7.964909
3432,7.637037,14.163177,14.163177,7.637037,2.957572,12.781905,7.637037,13.381889,12.831424,7.637037,2.957572,12.798168,7.637037,13.116646,12.807371,7.637037,2.957572,12.687464,12.687464,10.163167,5.298966,7.638869,7.638869,12.687464,10.161566,5.302326,7.635669,7.637756,12.687464,10.161068,5.303371,7.634673,7.637037
3433,7.423962,13.958914,13.958914,7.423962,2.778370,12.472784,7.423962,13.172321,12.512026,7.423962,2.778370,12.474740,7.423962,12.901067,12.484922,7.423962,2.778370,12.409543,12.409543,9.917717,4.690979,7.425891,7.425891,12.409543,9.916032,4.694151,7.422521,7.424719,12.409543,9.915509,4.695135,7.421475,7.423962
3434,7.266288,13.806648,13.806648,7.266288,2.643260,12.144668,7.266288,12.890783,12.185721,7.266288,2.643260,12.145781,7.266288,12.741615,12.157690,7.266288,2.643260,12.121562,12.121562,9.694933,4.059693,7.268305,7.268305,12.121562,9.693171,4.062641,7.264780,7.267079,12.121562,9.692625,4.063554,7.263689,7.266288
3435,7.184245,13.729108,13.729108,7.184245,2.577006,11.894103,7.184245,12.192209,11.924714,7.184245,2.577006,11.882575,7.184245,12.658316,11.894331,7.184245,2.577006,11.857047,11.857047,9.521683,3.718368,7.186319,7.186319,11.857047,9.519870,3.721255,7.182693,7.185058,11.857047,9.519310,3.722147,7.181573,7.184245
3436,7.104128,13.650777,13.650777,7.104128,2.506114,12.149864,7.104128,10.531118,12.028015,7.104128,2.506114,11.992743,7.104128,12.577422,11.999460,7.104128,2.506114,11.925414,11.925414,9.515792,4.552198,7.106171,7.106171,11.925414,9.514008,4.555569,7.102601,7.104929,11.925414,9.513455,4.556614,7.101495,7.104128
3437,7.155513,13.705795,13.705795,7.155513,2.563033,12.324292,7.155513,10.966978,12.251515,7.155513,2.563033,12.205806,7.155513,12.628397,12.212373,7.155513,2.563033,11.846654,11.846654,9.502088,4.880493,7.157522,7.157522,11.846654,9.500333,4.884146,7.154012,7.156301,11.846654,9.499788,4.885280,7.152923,7.155513
3438,7.491539,14.044885,14.044885,7.491539,2.885612,13.259385,7.491539,13.246761,13.259351,7.491539,2.885612,13.232327,7.491539,12.965719,13.227517,7.491539,2.885612,12.467139,12.467139,9.980209,8.979796,7.493279,7.493279,12.467139,9.978692,8.985276,7.490244,7.492224,12.467139,9.978214,8.987001,7.489288,7.491539
3439,7.971299,14.519752,14.519752,7.971299,3.323602,13.493332,7.971299,13.724660,13.498109,7.971299,3.323602,13.457323,7.971299,13.449234,13.457175,7.971299,3.323602,12.852960,12.852960,10.412900,11.476185,7.972839,7.972839,12.852960,10.411559,11.482492,7.970157,7.971906,12.852960,10.411132,11.484501,7.969303,7.971299
3440,8.452567,14.991094,14.991094,8.452567,3.750864,13.877783,8.452567,14.202139,13.918287,8.452567,3.750864,13.863626,8.452567,13.935116,13.864791,8.452567,3.750864,13.399543,13.399543,10.926741,14.351958,8.453939,8.453939,13.399543,10.925549,14.358876,8.451555,8.453110,13.399543,10.925165,14.361108,8.450786,8.452567
3441,8.795198,15.321568,15.321568,8.795198,4.043230,14.140903,8.795198,14.539965,14.198601,8.795198,4.043230,14.144924,8.795198,14.281599,14.147366,8.795198,4.043230,13.774143,13.774143,11.285312,15.633146,8.796480,8.796480,13.774143,11.284199,15.640138,8.794254,8.795706,13.774143,11.283837,15.642412,8.793530,8.795198
3442,9.176830,15.696733,15.696733,9.176830,4.385552,14.388561,9.176830,14.918951,14.485234,9.176830,4.385552,14.436114,9.176830,14.666365,14.441141,9.176830,4.385552,14.139073,14.139073,11.658550,17.255323,9.178028,9.178028,14.139073,11.657511,17.262551,9.175950,9.177305,14.139073,11.657171,17.264919,9.175269,9.176830
3443,9.610243,16.123137,16.123137,9.610243,4.775100,14.851889,9.610243,15.349439,14.958593,9.610243,4.775100,14.906895,9.610243,15.103211,14.912313,9.610243,4.775100,14.694452,14.694452,12.152905,19.782001,9.611359,9.611359,14.694452,12.151939,19.789520,9.609426,9.610686,14.694452,12.151620,19.792010,9.608787,9.610243
3444,9.908364,16.410035,16.410035,9.908364,5.028648,15.345619,9.908364,15.642739,15.409008,9.908364,5.028648,15.348201,9.908364,15.404118,15.350092,9.908364,5.028648,15.164214,15.164214,12.536829,21.109279,9.909444,9.909444,15.164214,12.535894,21.116792,9.907574,9.908794,15.164214,12.535583,21.119294,9.906951,9.908364
3445,10.337497,16.835313,16.835313,10.337497,5.421387,15.676413,10.337497,16.070181,15.768407,10.337497,5.421387,15.715419,10.337497,15.836212,15.720038,10.337497,5.421387,15.568940,15.568940,12.953733,22.822228,10.338526,10.338526,15.568940,12.952843,22.829991,10.336747,10.337907,15.568940,12.952545,22.832593,10.336150,10.337497
3446,10.708860,17.196869,17.196869,10.708860,5.746925,16.141552,10.708860,16.437141,16.213143,10.708860,5.746925,16.179625,10.708860,16.210393,16.180953,10.708860,5.746925,16.054524,16.054524,13.382190,24.547930,10.709856,10.709856,16.054524,13.381330,24.555830,10.708136,10.709257,16.054524,13.381040,24.558494,10.707556,10.708860
3447,11.101425,17.582226,17.582226,11.101425,6.098142,16.618784,11.101425,16.826389,16.671007,11.101425,6.098142,16.640006,11.101425,16.605658,16.638385,11.101425,6.098142,16.500936,16.500936,13.801664,26.143188,11.102391,11.102391,16.500936,13.800830,26.151264,11.100724,11.101811,16.500936,13.800547,26.154002,11.100158,11.101425
3448,11.393731,17.864650,17.864650,11.393731,6.350032,17.048148,11.393731,17.114030,17.065260,11.393731,6.350032,17.025528,11.393731,16.899893,17.019119,11.393731,6.350032,16.861037,16.861037,14.127862,26.979108,11.394687,11.394687,16.861037,14.127036,26.987254,11.393036,11.394112,16.861037,14.126756,26.990021,11.392475,11.393731
3449,11.607098,18.070537,18.070537,11.607098,6.533500,17.544150,11.607098,17.323783,17.489754,11.607098,6.533500,17.463833,11.607098,17.114526,17.444797,11.607098,6.533500,17.232374,17.232374,14.420216,27.747094,11.608059,11.608059,17.232374,14.419387,27.755274,11.606401,11.607482,17.232374,14.419105,27.758057,11.605837,11.607098
3450,10.974833,17.417650,17.417650,10.974833,5.899397,16.835194,10.974833,16.681397,16.796974,10.974833,5.899397,16.768474,10.974833,16.477582,16.746435,10.974833,5.899397,16.424453,16.424453,13.700200,20.641446,10.975946,10.975946,16.424453,13.699236,20.648749,10.974018,10.975275,16.424453,13.698917,20.651164,10.973381,10.974833
3451,10.655538,17.117691,17.117691,10.655538,5.641319,16.503787,10.655538,16.371680,16.473848,10.655538,5.641319,16.450207,10.655538,16.156973,16.427759,10.655538,5.641319,16.095309,16.095309,13.376018,19.133654,10.656726,10.656726,16.095309,13.374987,19.140905,10.654665,10.656010,16.095309,13.374649,19.143281,10.653990,10.655538
3452,9.889705,16.350451,16.350451,9.889705,4.922027,15.509788,9.889705,15.605314,15.526625,9.889705,4.922027,15.489294,9.889705,15.386497,15.479996,9.889705,4.922027,15.055217,15.055217,12.473168,12.816696,9.891119,9.891119,15.055217,12.471937,12.822807,9.888657,9.890263,15.055217,12.471544,12.824758,9.887871,9.889705
3453,9.335510,15.816527,15.816527,9.335510,4.446999,15.022789,9.335510,15.060719,15.027836,9.335510,4.446999,15.002673,9.335510,14.828789,14.988256,9.335510,4.446999,14.574976,14.574976,11.956027,11.035785,9.337078,9.337078,14.574976,11.954660,11.041544,9.334344,9.336127,14.574976,11.954228,11.043366,9.333480,9.335510
3454,8.872339,15.366818,15.366818,8.872339,4.043024,14.438693,8.872339,14.603665,14.455039,8.872339,4.043024,14.431373,8.872339,14.362244,14.426053,8.872339,4.043024,13.981423,13.981423,11.427750,8.669882,8.874077,8.874077,13.981423,11.426234,8.675029,8.871044,8.873022,13.981423,11.425759,8.676641,8.870095,8.872339
3455,8.456593,14.961808,14.961808,8.456593,3.677697,13.921661,8.456593,14.192645,13.944607,8.456593,3.677697,13.918803,8.456593,13.943259,13.920309,8.456593,3.677697,13.631746,13.631746,11.045111,7.508804,8.458476,8.458476,13.631746,11.043467,7.513577,8.455188,8.457332,13.631746,11.042955,7.515063,8.454164,8.456593
3456,8.090339,14.605291,14.605291,8.090339,3.356670,13.389795,8.090339,13.830551,13.429004,8.090339,3.356670,13.398643,8.090339,13.573922,13.406354,8.090339,3.356670,13.301351,13.301351,10.696860,6.299873,8.092369,8.092369,13.301351,10.695086,6.304165,8.088821,8.091135,13.301351,10.694536,6.305495,8.087721,8.090339
3457,7.844102,14.368815,14.368815,7.844102,3.148363,13.075164,7.844102,13.588336,13.107464,7.844102,3.148363,13.075448,7.844102,13.325086,13.083543,7.844102,3.148363,13.017587,13.017587,10.431913,5.636593,7.846239,7.846239,13.017587,10.430046,5.640663,7.842505,7.844940,13.017587,10.429468,5.641922,7.841350,7.844102
3458,7.658699,14.189630,14.189630,7.658699,2.989039,12.745037,7.658699,13.405437,12.796327,7.658699,2.989039,12.760583,7.658699,13.137750,12.771775,7.658699,2.989039,12.740612,12.740612,10.200769,5.020790,7.660926,7.660926,12.740612,10.198822,5.024638,7.657033,7.659572,12.740612,10.198222,5.025825,7.655831,7.658699
3459,7.511804,14.047293,14.047293,7.511804,2.862004,12.458107,7.511804,13.260348,12.511521,7.511804,2.862004,12.473454,7.511804,12.989320,12.488215,7.511804,2.862004,12.454022,12.454022,9.984069,4.392715,7.514116,7.514116,12.454022,9.982047,4.396311,7.510073,7.512710,12.454022,9.981425,4.397418,7.508828,7.511804
3460,7.411888,13.951229,13.951229,7.411888,2.777400,12.631583,7.411888,13.161931,12.661516,7.411888,2.777400,12.627745,7.411888,12.888208,12.633824,7.411888,2.777400,12.565762,12.565762,9.989960,5.452410,7.414159,7.414159,12.565762,9.987976,5.456611,7.410190,7.412778,12.565762,9.987363,5.457909,7.408964,7.411888
3461,7.487889,14.031987,14.031987,7.487889,2.859973,12.798148,7.487889,13.239709,12.818966,7.487889,2.859973,12.776980,7.487889,12.963813,12.781713,7.487889,2.859973,12.446279,12.446279,9.968199,5.736264,7.490119,7.490119,12.446279,9.966250,5.740776,7.486221,7.488764,12.446279,9.965647,5.742172,7.485015,7.487889
3462,7.884683,14.431970,14.431970,7.884683,3.239615,13.693450,7.884683,13.637622,13.693378,7.884683,3.239615,13.668137,7.884683,13.362324,13.661829,7.884683,3.239615,12.940951,12.940951,10.413789,9.616432,7.886626,7.886626,12.940951,10.412093,9.622883,7.883235,7.885447,12.940951,10.411562,9.624903,7.882173,7.884683
3463,8.317691,14.857268,14.857268,8.317691,3.627001,13.868218,8.317691,8.317691,13.868218,8.317691,3.627001,13.827926,8.317691,13.799255,13.827410,8.317691,3.627001,13.229940,13.229940,10.774688,11.641680,8.319436,8.319436,13.229940,10.773167,11.648890,8.316395,8.318378,13.229940,10.772687,11.651168,8.315434,8.317691
3464,8.743491,15.273980,15.273980,8.743491,4.004419,14.189450,8.743491,14.489906,14.218819,8.743491,4.004419,14.163713,8.743491,14.229019,14.164617,8.743491,4.004419,13.695582,13.695582,11.220322,14.190883,8.745062,8.745062,13.695582,11.218955,14.198721,8.742327,8.744111,13.695582,11.218518,14.201224,8.741454,8.743491
3465,9.030362,15.549791,15.549791,9.030362,4.247352,14.388695,9.030362,14.772293,14.433221,9.030362,4.247352,14.378530,9.030362,14.519048,14.380370,9.030362,4.247352,13.999414,13.999414,11.515629,15.211609,9.031843,9.031843,13.999414,11.514340,15.219498,9.029267,9.030947,13.999414,11.513927,15.222030,9.028440,9.030362
3466,9.272374,15.785105,15.785105,9.272374,4.458554,14.473461,9.272374,15.011507,14.542105,9.272374,4.458554,14.489948,9.272374,14.763252,14.493809,9.272374,4.458554,14.170131,14.170131,11.721963,15.756585,9.273796,9.273796,14.170131,11.720727,15.764539,9.271324,9.272936,14.170131,11.720330,15.767100,9.270528,9.272374
3467,9.539122,16.047246,16.047246,9.539122,4.697725,14.754473,9.539122,15.276292,14.831265,9.539122,4.697725,14.774425,9.539122,15.032072,14.778281,9.539122,4.697725,14.536827,14.536827,12.038652,17.375002,9.540478,9.540478,14.536827,12.037475,17.383192,9.538123,9.539659,14.536827,12.037094,17.385844,9.537360,9.539122
3468,9.742345,16.243860,16.243860,9.742345,4.872990,15.155002,9.742345,15.476655,15.204379,9.742345,4.872990,15.137759,9.742345,15.237069,15.139503,9.742345,4.872990,14.932988,14.932988,12.338327,18.641360,9.743666,9.743666,14.932988,12.337180,18.649599,9.741372,9.742868,14.932988,12.336807,18.652279,9.740626,9.742345
3469,10.129901,16.630396,16.630396,10.129901,5.233228,15.441499,10.129901,15.863762,15.521155,10.129901,5.233228,15.463797,10.129901,15.627133,15.467662,10.129901,5.233228,15.302228,15.302228,12.716691,20.489090,10.131154,10.131154,15.302228,12.715604,20.497702,10.128980,10.130398,15.302228,12.715248,20.500521,10.128269,10.129901
3470,10.548937,17.042044,17.042044,10.548937,5.608639,15.969751,10.548937,16.279524,16.036781,10.548937,5.608639,16.001659,10.548937,16.049245,16.003198,10.548937,5.608639,15.869351,15.869351,13.209739,23.016123,10.550127,10.550127,15.869351,13.208708,23.025042,10.548065,10.549410,15.869351,13.208368,23.027987,10.547385,10.548937
3471,10.990226,17.475177,17.475177,10.990226,6.003242,16.502716,10.990226,16.717111,16.552946,10.990226,6.003242,16.521004,10.990226,16.493657,16.519935,10.990226,6.003242,16.377077,16.377077,13.684220,25.044742,10.991364,10.991364,16.377077,13.683235,25.053906,10.989393,10.990678,16.377077,13.682908,25.056952,10.988738,10.990226
3472,11.315881,17.789698,17.789698,11.315881,6.283490,16.969561,11.315881,17.037561,16.986227,11.315881,6.283490,16.945538,11.315881,16.821550,16.940088,11.315881,6.283490,16.777185,16.777185,14.047091,26.106254,11.316997,11.316997,16.777185,14.046125,26.115494,11.315065,11.316325,16.777185,14.045803,26.118575,11.314420,11.315881
3473,11.473388,17.937369,17.937369,11.473388,6.409701,17.403262,11.473388,17.190341,17.355007,11.473388,6.409701,17.328125,11.473388,16.979973,17.311742,11.473388,6.409701,17.088988,17.088988,14.281752,26.361634,11.474517,11.474517,17.088988,14.280776,26.370802,11.472564,11.473838,17.088988,14.280450,26.373859,11.471913,11.473388
3474,10.808023,17.253064,17.253064,10.808023,5.748029,16.655976,10.808023,16.515738,16.625358,10.808023,5.748029,16.594748,10.808023,16.309873,16.575817,10.808023,5.748029,16.230129,16.230129,13.519732,19.089772,10.809334,10.809334,16.230129,13.518593,19.097790,10.807057,10.808542,16.230129,13.518223,19.100397,10.806317,10.808023
3475,10.474541,16.939955,16.939955,10.474541,5.478995,16.310103,10.474541,16.192275,16.287411,10.474541,5.478995,16.262154,10.474541,15.974899,16.242664,10.474541,5.478995,15.884665,15.884665,13.180301,17.639791,10.475937,10.475937,15.884665,13.179088,17.647704,10.473511,10.475093,15.884665,13.178697,17.650258,10.472728,10.474541
3476,9.768455,16.234191,16.234191,9.768455,4.819196,15.369888,9.768455,15.486470,15.386901,9.768455,4.819196,15.347487,9.768455,15.264552,15.340640,9.768455,4.819196,14.886445,14.886445,12.328271,11.842290,9.770097,9.770097,14.886445,12.326840,11.848914,9.767235,9.769102,14.886445,12.326388,11.851008,9.766331,9.768455
3477,9.266802,15.751336,15.751336,9.266802,4.390373,14.946383,9.266802,14.993621,14.951543,9.266802,4.390373,14.924940,9.266802,14.759548,14.911899,9.266802,4.390373,14.480831,14.480831,11.874715,10.505522,9.268598,9.268598,14.480831,11.873148,10.511837,9.265465,9.267509,14.480831,11.872656,10.513819,9.264482,9.266802
3478,8.848930,15.345646,15.345646,8.848930,4.026080,14.410442,8.848930,14.581241,14.423987,8.848930,4.026080,14.400258,8.848930,14.338553,14.395581,8.848930,4.026080,13.938320,13.938320,11.394611,8.376465,8.850902,8.850902,13.938320,11.392889,8.382137,8.847458,8.849704,13.938320,11.392353,8.383903,8.846385,8.848930
3479,8.468747,14.975048,14.975048,8.468747,3.691531,13.930643,8.468747,14.205258,13.951532,8.468747,3.691531,13.924673,8.468747,13.955389,13.926596,8.468747,3.691531,13.634958,13.634958,11.052913,7.396599,8.470868,8.470868,13.634958,11.051060,7.401907,8.467162,8.469579,13.634958,11.050485,7.403553,8.466013,8.468747
3480,8.122321,14.637330,14.637330,8.122321,3.386766,13.422565,8.122321,13.862549,13.455734,8.122321,3.386766,13.425777,8.122321,13.606083,13.434722,8.122321,3.386766,13.328887,13.328887,10.726745,6.228988,8.124603,8.124603,13.328887,10.724751,6.233762,8.120614,8.123215,13.328887,10.724135,6.235236,8.119382,8.122321
3481,7.893243,14.417538,14.417538,7.893243,3.193454,13.137896,7.893243,13.637299,13.163094,7.893243,3.193454,13.130032,7.893243,13.374564,13.139576,7.893243,3.193454,13.073856,13.073856,10.484745,5.656364,7.895634,7.895634,13.073856,10.482654,5.660932,7.891453,7.894180,13.073856,10.482010,5.662339,7.890164,7.893243
3482,7.718676,14.248721,14.248721,7.718676,3.043197,12.833997,7.718676,13.465053,12.877103,7.718676,3.043197,12.842638,7.718676,13.198200,12.854408,7.718676,3.043197,12.823579,12.823579,10.272371,5.101860,7.721162,7.721162,12.823579,10.270197,5.106208,7.716814,7.719650,12.823579,10.269528,5.107546,7.715476,7.718676
3483,7.582986,14.117362,14.117362,7.582986,2.926128,12.569713,7.582986,13.331083,12.619410,7.582986,2.926128,12.581002,7.582986,13.061083,12.596302,7.582986,2.926128,12.562893,12.562893,10.074227,4.541009,7.585560,7.585560,12.562893,10.071975,4.545117,7.581058,7.583994,12.562893,10.071284,4.546378,7.579675,7.582986
3484,7.498437,14.036488,14.036488,7.498437,2.855509,12.743371,7.498437,13.247967,12.773683,7.498437,2.855509,12.741579,7.498437,12.975463,12.747386,7.498437,2.855509,12.680810,12.680810,10.090886,5.607173,7.500963,7.500963,12.680810,10.088678,5.611953,7.496547,7.499427,12.680810,10.087998,5.613426,7.495186,7.498437
3485,7.579435,14.121772,14.121772,7.579435,2.941619,12.906471,7.579435,13.330574,12.928395,7.579435,2.941619,12.886854,7.579435,13.056195,12.891016,7.579435,2.941619,12.561089,12.561089,10.071504,5.852068,7.581919,7.581919,12.561089,10.069333,5.857173,7.577576,7.580408,12.561089,10.068663,5.858747,7.576236,7.579435
3486,7.979342,14.524766,14.524766,7.979342,3.323875,13.791986,7.979342,13.731575,13.791806,7.979342,3.323875,13.766429,7.979342,13.457882,13.760655,7.979342,3.323875,13.044488,13.044488,10.513000,9.669697,7.981512,7.981512,13.044488,10.511105,9.676933,7.977723,7.980194,13.044488,10.510515,9.679190,7.976542,7.979342
3487,8.415381,14.953040,14.953040,8.415381,3.713977,13.973359,8.415381,8.415381,13.973359,8.415381,3.713977,13.933412,8.415381,13.897843,13.932807,8.415381,3.713977,13.339651,13.339651,10.878491,11.726717,8.417330,8.417330,13.339651,10.876790,11.734818,8.413930,8.416148,13.339651,10.876256,11.737364,8.412861,8.415381
3488,8.852907,15.381562,15.381562,8.852907,4.102589,14.310622,8.852907,14.598588,14.338811,8.852907,4.102589,14.284441,8.852907,14.339358,14.285212,8.852907,4.102589,13.821380,13.821380,11.338019,14.368225,8.854659,8.854659,13.821380,11.336494,14.377052,8.851607,8.853597,13.821380,11.336010,14.379852,8.850639,8.852907
3489,9.160616,15.678114,15.678114,9.160616,4.364847,14.534736,9.160616,14.901744,14.578733,9.160616,4.364847,14.525124,9.160616,14.650317,14.526884,9.160616,4.364847,14.152780,14.152780,11.657520,15.537936,9.162260,9.162260,14.152780,11.656089,15.546848,9.159398,9.161265,14.152780,11.655632,15.549691,9.158485,9.160616
3490,9.449290,15.960097,15.960097,9.449290,4.619746,14.675867,9.449290,15.187604,14.748395,9.449290,4.619746,14.697770,9.449290,14.941445,14.701678,9.449290,4.619746,14.389076,14.389076,11.919962,16.452952,9.450849,9.450849,14.389076,11.918607,16.461985,9.448137,9.449906,14.389076,11.918172,16.464879,9.447269,9.449290
3491,9.853220,16.360016,16.360016,9.853220,4.988589,15.111420,9.853220,15.589818,15.199553,9.853220,4.988589,15.146816,9.853220,15.348249,15.151358,9.853220,4.988589,14.928143,14.928143,12.391403,19.134491,9.854663,9.854663,14.928143,12.390150,19.143943,9.852156,9.853791,14.928143,12.389745,19.146998,9.851346,9.853220
3492,10.185039,16.682287,16.682287,10.185039,5.277551,15.640185,10.185039,15.917468,15.695043,10.185039,5.277551,15.634246,10.185039,15.682816,15.635754,10.185039,5.277551,15.449464,15.449464,12.817938,20.980405,10.186412,10.186412,15.449464,12.816746,20.989911,10.184028,10.185583,15.449464,12.816358,20.993005,10.183252,10.185039
3493,10.570365,17.061745,17.061745,10.570365,5.624861,15.918161,10.570365,16.300173,15.999658,10.570365,5.624861,15.945964,10.570365,16.070885,15.950409,10.570365,5.624861,15.796963,15.796963,13.184317,22.295405,10.571671,10.571671,15.796963,13.183184,22.305076,10.569405,10.570883,15.796963,13.182813,22.308239,10.568664,10.570365
3494,10.974312,17.458148,17.458148,10.974312,5.985935,16.423057,10.974312,16.700682,16.486605,10.974312,5.985935,16.453149,10.974312,16.477667,16.454221,10.974312,5.985935,16.328015,16.328015,13.651784,24.492797,10.975553,10.975553,16.328015,13.650708,24.502648,10.973401,10.974805,16.328015,13.650353,24.505893,10.972692,10.974312
3495,11.409219,17.885391,17.885391,11.409219,6.375777,16.943578,11.409219,17.132017,16.989441,11.409219,6.375777,16.958757,11.409219,16.915486,16.956566,11.409219,6.375777,16.821038,16.821038,14.115720,26.429380,11.410403,11.410403,16.821038,14.114695,26.439397,11.408352,11.409689,16.821038,14.114355,26.442718,11.407672,11.409219
3496,11.646770,18.110350,18.110350,11.646770,6.570869,17.301703,11.646770,17.363522,17.317061,11.646770,6.570869,17.277055,11.646770,17.154455,17.270431,11.646770,6.570869,17.111970,17.111970,14.379955,26.713134,11.647941,11.647941,17.111970,14.378941,26.723046,11.645913,11.647235,17.111970,14.378605,26.726337,11.645240,11.646770
3497,11.750121,18.206250,18.206250,11.750121,6.651752,17.676979,11.750121,17.463210,17.627957,11.750121,6.651752,17.601287,11.750121,17.258251,17.582668,11.750121,6.651752,17.364253,17.364253,14.557778,26.737643,11.751303,11.751303,17.364253,14.556755,26.747391,11.749256,11.750591,17.364253,14.556415,26.750627,11.748577,11.750121
3498,10.858929,17.293682,17.293682,10.858929,5.774431,16.678113,10.858929,16.561446,16.656312,10.858929,5.774431,16.623765,10.858929,16.360527,16.604964,10.858929,5.774431,16.237611,16.237611,13.548981,17.700256,10.860350,10.860350,16.237611,13.547745,17.708388,10.857880,10.859491,16.237611,13.547347,17.711010,10.857083,10.858929
3499,10.418831,16.881200,16.881200,10.418831,5.420424,16.227771,10.418831,16.135113,16.213923,10.418831,5.420424,16.186356,10.418831,15.918820,16.167516,10.418831,5.420424,15.779191,15.779191,13.099772,16.034640,10.420353,10.420353,15.779191,13.098447,16.042567,10.417704,10.419432,15.779191,13.098024,16.045103,10.416856,10.418831
3500,9.787248,16.255527,16.255527,9.787248,4.842217,15.373023,9.787248,15.506460,15.390202,9.787248,4.842217,15.349105,9.787248,15.283451,15.343417,9.787248,4.842217,14.874390,14.874390,12.331690,11.359654,9.788990,9.788990,14.874390,12.330171,11.366440,9.785952,9.787934,14.874390,12.329693,11.368576,9.784996,9.787248
3501,9.328100,15.812969,15.812969,9.328100,4.448480,15.003518,9.328100,15.055059,15.008897,9.328100,4.448480,14.982129,9.328100,14.821197,14.968368,9.328100,4.448480,14.536072,14.536072,11.933019,10.432964,9.329967,9.329967,14.536072,11.931391,10.439493,9.326709,9.328833,14.536072,11.930880,10.441537,9.325689,9.328100
3502,8.940502,15.436417,15.436417,8.940502,4.110034,14.504062,8.940502,14.672446,14.517822,8.940502,4.110034,14.493656,8.940502,14.430719,14.488286,8.940502,4.110034,14.038017,14.038017,11.490271,8.497551,8.942525,8.942525,14.038017,11.488504,8.503445,8.938991,8.941296,14.038017,11.487954,8.505279,8.937891,8.940502
3503,8.564213,15.068614,15.068614,8.564213,3.776665,14.040639,8.564213,14.299897,14.054973,8.564213,3.776665,14.028520,8.564213,14.051579,14.030315,8.564213,3.776665,13.741139,13.741139,11.153757,7.458732,8.566375,8.566375,13.741139,11.151868,7.464179,8.562597,8.565061,13.741139,11.151282,7.465867,8.561425,8.564213
3504,8.243740,14.757117,14.757117,8.243740,3.496803,13.581948,8.243740,13.983267,13.611812,8.243740,3.496803,13.581924,8.243740,13.728382,13.592016,8.243740,3.496803,13.491129,13.491129,10.868579,6.591595,8.246028,8.246028,13.491129,10.866579,6.596622,8.242028,8.244637,13.491129,10.865960,6.598176,8.240792,8.243740
3505,8.023661,14.545499,14.545499,8.023661,3.309998,13.315312,8.023661,13.766700,13.336026,8.023661,3.309998,13.304681,8.023661,13.506051,13.317070,8.023661,3.309998,13.254703,13.254703,10.640373,6.030997,8.026042,8.026042,13.254703,10.638291,6.035799,8.021879,8.024594,13.254703,10.637648,6.037282,8.020594,8.023661
3506,7.841600,14.368739,14.368739,7.841600,3.151650,13.017476,7.841600,13.586801,13.041373,7.841600,3.151650,13.006479,7.841600,13.322241,13.024270,7.841600,3.151650,12.994529,12.994529,10.419301,5.353556,7.844073,7.844073,12.994529,10.417138,5.358052,7.839748,7.842569,12.994529,10.416472,5.359437,7.838416,7.841600
3507,7.699172,14.230816,14.230816,7.699172,3.028650,12.750395,7.699172,13.446180,12.781561,7.699172,3.028650,12.744769,7.699172,13.178349,12.766859,7.699172,3.028650,12.734604,12.734604,10.218165,4.773896,7.701727,7.701727,12.734604,10.215932,4.778134,7.697259,7.700173,12.734604,10.215245,4.779437,7.695885,7.699172
3508,7.601427,14.136797,14.136797,7.601427,2.945755,12.593225,7.601427,13.349904,12.644393,7.601427,2.945755,12.606241,7.601427,13.079473,12.627827,7.601427,2.945755,12.552498,12.552498,10.078261,4.615068,7.604023,7.604023,12.552498,10.075991,4.619302,7.599483,7.602444,12.552498,10.075293,4.620604,7.598087,7.601427
3509,7.653820,14.193543,14.193543,7.653820,3.005156,12.562740,7.653820,13.403954,12.619631,7.653820,3.005156,12.568064,7.653820,13.131456,12.596651,7.653820,3.005156,12.192959,12.192959,9.924701,4.182915,7.656443,7.656443,12.192959,9.922407,4.187146,7.651855,7.654847,12.192959,9.921702,4.188445,7.650446,7.653820
3510,7.873171,14.414310,14.414310,7.873171,3.214146,12.991131,7.873171,13.623804,12.998268,7.873171,3.214146,12.952468,7.873171,13.351838,12.976202,7.873171,3.214146,11.810368,11.810368,9.843044,4.301331,7.875720,7.875720,11.810368,9.840814,4.306206,7.871261,7.874169,11.810368,9.840129,4.307704,7.869891,7.873171
3511,7.791687,14.323593,14.323593,7.791687,3.115989,13.204991,7.791687,7.791687,13.204991,7.791687,3.115989,13.154679,7.791687,13.271357,13.161095,7.791687,3.115989,12.124685,12.124685,9.959396,5.801276,7.794107,7.794107,12.124685,9.957281,5.806942,7.789877,7.792636,12.124685,9.956628,5.808691,7.788571,7.791687
