,Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX0_CNT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX1_CNT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],GHX2_CNT[C]
2775,7.808615,14.349362,14.349362,7.808615,3.152701,12.981091,7.808615,13.559110,13.028053,7.808615,3.152701,12.976388,7.808615,4.590179,12.694777,7.808615,3.152701,12.470455,12.470455,10.139368,14.061014,7.808281,7.808281,12.470455,10.139672,14.059182,7.808888,7.808492,12.470455,10.139738,14.058785,7.809020,7.808615
2776,7.968496,14.505472,14.505472,7.968496,3.293632,13.346529,7.968496,13.717522,13.387047,7.968496,3.293632,13.321316,7.968496,4.888692,13.101508,7.968496,3.293632,12.841922,12.841922,10.405052,15.174630,7.968181,7.968181,12.841922,10.405338,15.172845,7.968755,7.968381,12.841922,10.405398,15.172473,7.968874,7.968496
2777,8.084156,14.617083,14.617083,8.084156,3.392492,13.865219,8.084156,13.831594,13.861413,8.084156,3.392492,13.818696,8.084156,5.222610,13.648605,8.084156,3.392492,13.294229,13.294229,10.689043,16.357611,8.083858,8.083858,13.294229,10.689317,16.355896,8.084404,8.084048,13.294229,10.689371,16.355555,8.084513,8.084156
2778,7.654003,14.175979,14.175979,7.654003,2.963844,13.258261,7.654003,13.397185,13.269255,7.654003,2.963844,13.216013,7.654003,5.016640,13.007316,7.654003,2.963844,12.400384,12.400384,10.027027,9.992002,7.653670,7.653670,12.400384,10.027328,9.990736,7.654272,7.653880,12.400384,10.027395,9.990452,7.654407,7.654003
2779,7.432416,13.966875,13.966875,7.432416,2.785139,12.984814,7.432416,13.180583,12.992420,7.432416,2.785139,12.947172,7.432416,4.616406,12.679013,7.432416,2.785139,12.045841,12.045841,9.738961,8.819714,7.432081,7.432081,12.045841,9.739264,8.818556,7.432686,7.432291,12.045841,9.739333,8.818291,7.432825,7.432416
2780,7.320281,13.856112,13.856112,7.320281,2.695081,12.327803,7.320281,4.138830,12.256435,7.320281,2.695081,12.181784,7.320281,4.278066,11.644508,7.320281,2.695081,10.855869,10.855869,9.087894,4.514403,7.319919,7.319919,10.855869,9.088218,4.513573,7.320568,7.320144,10.855869,9.088300,4.513365,7.320731,7.320281
2781,7.110018,13.624796,13.624796,7.110018,2.500111,12.198918,7.110018,3.939506,11.932798,7.110018,2.500111,11.887519,7.110018,3.939130,11.166330,7.110018,2.500111,10.500083,10.500083,8.804871,4.058680,7.109658,7.109658,10.500083,8.805192,4.057910,7.110301,7.109882,10.500083,8.805274,4.057714,7.110465,7.110018
2782,7.548025,13.912488,13.912488,7.548025,2.944504,12.267550,7.548025,4.383426,10.457012,7.548025,2.944504,10.430846,7.548025,4.366830,9.739266,7.548025,2.944504,9.309267,9.309267,8.428472,2.241192,7.547677,7.547677,9.309267,8.428782,2.240404,7.548296,7.547892,9.309267,8.428864,2.240196,7.548460,7.548025
2783,7.683005,13.739998,13.739998,7.683005,3.038155,11.996205,7.683005,4.487736,9.473081,7.683005,3.038155,9.452377,7.683005,4.471156,8.765088,7.683005,3.038155,8.575025,8.575025,8.128849,1.196647,7.682673,7.682673,8.575025,8.129144,1.195857,7.683262,7.682878,8.575025,8.129224,1.195642,7.683422,7.683005
2784,7.698986,13.368555,13.368555,7.698986,3.042101,11.591477,7.698986,4.494688,8.871346,7.698986,3.042101,8.853101,7.698986,4.478093,8.145306,7.698986,3.042101,8.094826,8.094826,7.896745,0.542136,7.698665,7.698665,8.094826,7.897030,0.541356,7.699235,7.698863,8.094826,7.897109,0.541140,7.699392,7.698986
2785,7.753844,12.912627,12.912627,7.753844,3.094122,11.174476,7.753844,4.547556,8.239409,7.753844,3.094122,8.224293,7.753844,4.531012,7.601990,7.753844,3.094122,7.578607,7.578607,7.666069,-0.257945,7.753532,7.753532,7.578607,7.666345,-0.258759,7.754084,7.753724,7.578607,7.666423,-0.258988,7.754239,7.753844
2786,7.713379,12.429826,12.429826,7.713379,3.050021,10.706844,7.713379,4.504233,7.920781,7.713379,3.050021,7.906272,7.713379,4.487636,7.283757,7.713379,3.050021,7.274328,7.274328,7.493697,-0.639038,7.713067,7.713067,7.274328,7.493973,-0.639842,7.713619,7.713259,7.274328,7.494052,-0.640071,7.713776,7.713379
2787,7.720038,12.011176,12.011176,7.720038,3.059980,10.302435,7.720038,4.513403,7.477879,7.720038,3.059980,7.464984,7.720038,4.496822,6.915512,7.720038,3.059980,6.907246,6.907246,7.313486,-1.230108,7.719726,7.719726,6.907246,7.313761,-1.230942,7.720277,7.719917,6.907246,7.313841,-1.231183,7.720436,7.720038
2788,7.426047,12.432929,12.432929,7.426047,2.773257,10.896135,7.426047,4.224087,7.917476,7.426047,2.773257,7.904148,7.426047,4.207207,7.237900,7.426047,2.773257,7.217508,7.217508,7.321624,-0.348409,7.425741,7.425741,7.217508,7.321895,-0.349313,7.426281,7.425929,7.217508,7.321972,-0.349571,7.426435,7.426047
2789,7.388598,12.390738,12.390738,7.388598,2.762119,10.987752,7.388598,4.206367,7.849407,7.388598,2.762119,7.833591,7.388598,4.189515,7.226609,7.388598,2.762119,7.128653,7.128653,7.258477,-0.491975,7.388301,7.388301,7.128653,7.258739,-0.492970,7.388826,7.388484,7.128653,7.258814,-0.493254,7.388976,7.388598
2790,6.810841,12.966378,12.966378,6.810841,2.203049,11.968013,6.810841,3.641130,10.177400,6.810841,2.203049,10.156371,6.810841,3.623691,9.226468,6.810841,2.203049,8.751753,8.751753,7.781152,4.032107,6.810551,6.810551,8.751753,7.781411,4.031032,6.811069,6.810731,8.751753,7.781477,4.030754,6.811202,6.810841
2791,6.782301,13.187954,13.187954,6.782301,2.225187,11.841920,6.782301,3.650464,11.087339,6.782301,2.225187,11.043225,6.782301,3.633152,10.206542,6.782301,2.225187,9.673416,9.673416,8.227717,6.530675,6.782018,6.782018,9.673416,8.227972,6.529526,6.782527,6.782195,9.673416,8.228033,6.529249,6.782650,6.782301
2792,6.825606,13.312488,13.312488,6.825606,2.269794,11.819214,6.825606,12.074027,11.833644,6.825606,2.269794,11.758052,6.825606,3.677587,10.996074,6.825606,2.269794,10.458412,10.458412,8.641870,8.549139,6.825328,6.825328,10.458412,8.642122,8.547954,6.825831,6.825503,10.458412,8.642179,8.547686,6.825945,6.825606
2793,7.008473,13.532234,13.532234,7.008473,2.443996,11.949237,7.008473,12.765505,12.002560,7.008473,2.443996,11.927208,7.008473,3.854620,11.327210,7.008473,2.443996,10.871182,10.871182,8.939690,9.555487,7.008198,7.008198,10.871182,8.939939,9.554254,7.008696,7.008371,10.871182,8.939993,9.553986,7.008805,7.008473
2794,7.168785,13.717381,13.717381,7.168785,2.584205,11.924294,7.168785,12.924276,11.978740,7.168785,2.584205,11.905353,7.168785,4.000433,11.416151,7.168785,2.584205,11.011325,11.011325,9.089920,9.613300,7.168514,7.168514,11.011325,9.090165,9.612070,7.169006,7.168685,11.011325,9.090219,9.611804,7.169112,7.168785
2795,7.302045,13.852146,13.852146,7.302045,2.700056,12.072233,7.302045,13.056127,12.129885,7.302045,2.700056,12.048097,7.302045,4.121097,11.587519,7.302045,2.700056,11.275016,11.275016,9.288400,10.408519,7.301783,7.301783,11.275016,9.288638,10.407272,7.302259,7.301949,11.275016,9.288688,10.407011,7.302359,7.302045
2796,7.354969,13.901060,13.901060,7.354969,2.740074,12.399739,7.354969,13.107561,12.438387,7.354969,2.740074,12.340202,7.354969,4.164498,11.949581,7.354969,2.740074,11.669914,11.669914,9.512314,11.377748,7.354715,7.354715,11.669914,9.512546,11.376525,7.355179,7.354877,11.669914,9.512593,11.376278,7.355273,7.354969
2797,7.549817,14.096886,14.096886,7.549817,2.925145,12.496182,7.549817,13.302729,12.548985,7.549817,2.925145,12.464111,7.549817,4.352702,12.207960,7.549817,2.925145,11.973803,11.973803,9.761691,12.476806,7.549579,7.549579,11.973803,9.761909,12.475575,7.550015,7.549731,11.973803,9.761951,12.475340,7.550099,7.549817
2798,7.737825,14.280681,14.280681,7.737825,3.091356,12.824794,7.737825,13.489129,12.893740,7.737825,3.091356,12.841375,7.737825,4.910182,12.686434,7.737825,3.091356,12.488450,12.488450,10.113027,14.288672,7.737604,7.737604,12.488450,10.113231,14.287446,7.738012,7.737746,12.488450,10.113266,14.287231,7.738083,7.737825
2799,8.042095,14.582763,14.582763,8.042095,3.371349,13.293050,8.042095,13.792525,13.357492,8.042095,3.371349,13.310737,8.042095,6.336459,13.232246,8.042095,3.371349,13.020131,13.020131,10.531013,16.346718,8.041895,8.041895,13.020131,10.531200,16.345492,8.042268,8.042025,13.020131,10.531229,16.345303,8.042326,8.042095
2800,8.274693,14.807888,14.807888,8.274693,3.571652,13.715553,8.274693,14.022211,13.761594,8.274693,3.571652,13.702113,8.274693,8.126829,13.664975,8.274693,3.571652,13.419820,13.419820,10.847164,17.348521,8.274509,8.274509,13.419820,10.847338,17.347353,8.274855,8.274629,13.419820,10.847361,17.347192,8.274903,8.274693
2801,8.313282,14.838544,14.838544,8.313282,3.589289,14.115635,8.313282,14.057650,14.108923,8.313282,3.589289,14.067920,8.313282,9.442595,14.048927,8.313282,3.589289,13.697390,13.697390,11.005248,17.247618,8.313107,8.313107,13.697390,11.005413,17.246560,8.313437,8.313222,13.697390,11.005434,17.246426,8.313479,8.313282
2802,7.657556,14.171008,14.171008,7.657556,2.947632,13.190369,7.657556,13.397261,13.191299,7.657556,2.947632,13.129739,7.657556,8.286288,13.093263,7.657556,2.947632,12.380426,12.380426,10.018890,8.498987,7.657354,7.657354,12.380426,10.019076,8.498318,7.657726,7.657484,12.380426,10.019110,8.498195,7.657794,7.657556
2803,7.409930,13.943917,13.943917,7.409930,2.762947,12.947913,7.409930,13.157920,12.948173,7.409930,2.762947,12.900783,7.409930,5.935458,12.813058,7.409930,2.762947,12.125344,12.125344,9.767540,8.413460,7.409735,7.409735,12.125344,9.767719,8.412822,7.410093,7.409860,12.125344,9.767752,8.412705,7.410159,7.409930
2804,7.240900,13.781153,13.781153,7.240900,2.619760,12.294939,7.240900,4.062292,12.294885,7.240900,2.619760,12.221185,7.240900,4.836523,12.004501,7.240900,2.619760,11.161749,11.161749,9.201225,4.904919,7.240701,7.240701,11.161749,9.201406,4.904465,7.241063,7.240827,11.161749,9.201444,4.904370,7.241139,7.240900
2805,6.941549,13.480731,13.480731,6.941549,2.343004,12.099370,6.941549,3.779127,12.091497,6.941549,2.343004,12.043988,6.941549,4.213229,11.721095,6.941549,2.343004,10.964666,10.964666,8.953013,4.588421,6.941360,6.941360,10.964666,8.953185,4.588029,6.941704,6.941480,10.964666,8.953221,4.587946,6.941777,6.941549
2806,7.149432,13.653048,13.653048,7.149432,2.571149,12.022803,7.149432,4.469651,11.277667,7.149432,2.571149,11.243810,7.149432,4.022071,10.761114,7.149432,2.571149,10.142562,10.142562,8.645906,3.194923,7.149250,7.149250,10.142562,8.646071,3.194572,7.149579,7.149365,10.142562,8.646107,3.194494,7.149652,7.149432
2807,7.217874,13.638736,13.638736,7.217874,2.619812,11.860453,7.217874,5.081929,10.567084,7.217874,2.619812,10.535920,7.217874,4.039570,9.942283,7.217874,2.619812,9.636199,9.636199,8.426952,2.589174,7.217704,7.217704,9.636199,8.427105,2.588847,7.218011,7.217811,9.636199,8.427139,2.588773,7.218079,7.217874
2808,7.222418,13.524194,13.524194,7.222418,2.618331,11.627487,7.222418,4.300884,10.087320,7.222418,2.618331,10.056909,7.222418,4.039596,9.356554,7.222418,2.618331,9.266114,9.266114,8.244185,2.075629,7.222255,7.222255,9.266114,8.244332,2.075331,7.222549,7.222358,9.266114,8.244365,2.075263,7.222616,7.222418
2809,7.337023,13.477609,13.477609,7.337023,2.729473,11.498458,7.337023,4.168869,9.580870,7.337023,2.729473,9.553347,7.337023,4.152018,8.847561,7.337023,2.729473,8.801999,8.801999,8.069432,1.515877,7.336865,7.336865,8.801999,8.069575,1.515581,7.337151,7.336964,8.801999,8.069608,1.515512,7.337217,7.337023
2810,7.344374,13.323986,13.323986,7.344374,2.726749,11.270225,7.344374,4.168680,9.296730,7.344374,2.726749,9.269334,7.344374,4.151805,8.535765,7.344374,2.726749,8.517030,8.517030,7.930622,1.187787,7.344215,7.344215,8.517030,7.930766,1.187496,7.344502,7.344315,8.517030,7.930800,1.187427,7.344570,7.344374
2811,7.496262,13.206057,13.206057,7.496262,2.873936,11.097216,7.496262,4.317435,8.744332,7.496262,2.873936,8.721278,7.496262,4.300716,8.059255,7.496262,2.873936,8.043444,8.043444,7.769772,0.586122,7.496100,7.496100,8.043444,7.769917,0.585812,7.496390,7.496201,8.043444,7.769953,0.585735,7.496461,7.496262
2812,7.210765,13.217825,13.217825,7.210765,2.582992,11.459438,7.210765,4.027085,9.124201,7.210765,2.582992,9.102074,7.210765,4.010033,8.403129,7.210765,2.582992,8.367195,8.367195,7.788899,1.435297,7.210604,7.210604,8.367195,7.789044,1.434938,7.210893,7.210705,8.367195,7.789078,1.434852,7.210962,7.210765
2813,7.214486,13.249486,13.249486,7.214486,2.611225,11.625191,7.214486,4.049232,9.151617,7.214486,2.611225,9.125322,7.214486,4.032257,8.496714,7.214486,2.611225,8.320122,8.320122,7.767223,1.535349,7.214324,7.214324,8.320122,7.767369,1.534944,7.214616,7.214426,8.320122,7.767404,1.534847,7.214685,7.214486
2814,6.663450,13.101871,13.101871,6.663450,2.074640,12.090714,6.663450,3.507612,11.217609,6.663450,2.074640,11.189984,6.663450,3.490060,10.500209,6.663450,2.074640,9.826353,9.826353,8.244823,5.559491,6.663293,6.663293,9.826353,8.244967,5.558986,6.663580,6.663393,9.826353,8.244995,5.558886,6.663637,6.663450
2815,6.760387,13.320722,13.320722,6.760387,2.216612,12.041089,6.760387,4.943671,11.830341,6.760387,2.216612,11.782567,6.760387,3.621143,11.326697,6.760387,2.216612,10.679702,10.679702,8.719969,8.333050,6.760235,6.760235,10.679702,8.720110,8.332451,6.760517,6.760333,10.679702,8.720133,8.332352,6.760564,6.760387
2816,7.059372,13.620505,13.620505,7.059372,2.499160,12.224796,7.059372,12.817457,12.291110,7.059372,2.499160,12.223316,7.059372,3.908896,11.887423,7.059372,2.499160,11.349144,11.349144,9.204185,10.831021,7.059226,7.059226,11.349144,9.204322,10.830328,7.059500,7.059321,11.349144,9.204341,10.830231,7.059538,7.059372
2817,7.335860,13.890362,13.890362,7.335860,2.742401,12.442825,7.335860,13.091530,12.524648,7.335860,2.742401,12.458926,7.335860,4.226936,12.252665,7.335860,2.742401,11.812641,11.812641,9.574177,12.208682,7.335713,7.335713,11.812641,9.574316,12.207924,7.335991,7.335809,11.812641,9.574334,12.207826,7.336027,7.335860
2818,7.600513,14.149019,14.149019,7.600513,2.976129,12.555761,7.600513,13.353947,12.665972,7.600513,2.976129,12.604855,7.600513,6.311830,12.518623,7.600513,2.976129,12.144481,12.144481,9.872422,13.182025,7.600363,7.600363,12.144481,9.872564,13.181204,7.600646,7.600461,12.144481,9.872581,13.181100,7.600682,7.600513
2819,7.900349,14.443824,14.443824,7.900349,3.245181,12.915089,7.900349,13.651861,13.030334,7.900349,3.245181,12.965159,7.900349,10.630513,12.944446,7.900349,3.245181,12.666998,12.666998,10.283600,15.196727,7.900201,7.900201,12.666998,10.283740,15.195831,7.900482,7.900299,12.666998,10.283756,15.195729,7.900514,7.900349
2820,8.113566,14.649432,14.649432,8.113566,3.426965,13.372390,8.113566,13.862143,13.446774,8.113566,3.426965,13.369603,8.113566,13.422321,13.370085,8.113566,3.426965,13.129605,13.129605,10.621511,16.391096,8.113417,8.113417,13.129605,10.621653,16.390168,8.113701,8.113515,13.129605,10.621668,16.390069,8.113731,8.113566
2821,8.469477,15.003102,15.003102,8.469477,3.755138,13.621567,8.469477,14.217144,13.723672,8.469477,3.755138,13.656711,8.469477,13.952888,13.659987,8.469477,3.755138,13.464621,13.464621,10.966978,17.730694,8.469335,8.469335,13.464621,10.967114,17.729726,8.469607,8.469430,13.464621,10.967127,17.729634,8.469633,8.469477
2822,8.761414,15.286622,15.286622,8.761414,4.008895,14.036531,8.761414,14.505715,14.120209,8.761414,4.008895,14.077911,8.761414,14.247760,14.080176,8.761414,4.008895,13.915956,13.915956,11.338617,19.253587,8.761279,8.761279,13.915956,11.338748,19.252611,8.761540,8.761370,13.915956,11.338758,19.252535,8.761561,8.761414
2823,9.143011,15.663612,15.663612,9.143011,4.355503,14.526007,9.143011,14.885420,14.600387,9.143011,4.355503,14.562232,9.143011,14.632257,14.563220,9.143011,4.355503,14.387942,14.387942,11.765414,21.136758,9.142885,9.142885,14.387942,11.765536,21.135773,9.143130,9.142970,14.387942,11.765543,21.135719,9.143143,9.143011
2824,9.398038,15.908647,15.908647,9.398038,4.571334,14.943477,9.398038,15.136269,14.985324,9.398038,4.571334,14.936152,9.398038,14.889892,14.935523,9.398038,4.571334,14.732713,14.732713,12.065316,21.846182,9.397920,9.397920,14.732713,12.065432,21.845233,9.398151,9.398000,14.732713,12.065436,21.845197,9.398160,9.398038
2825,9.479338,15.981713,15.981713,9.479338,4.628829,15.348170,9.479338,15.214034,15.322373,9.479338,4.628829,15.289250,9.479338,14.972371,15.285588,9.479338,4.628829,15.001409,15.001409,12.240317,21.809319,9.479225,9.479225,15.001409,12.240429,21.808434,9.479449,9.479303,15.001409,12.240432,21.808412,9.479454,9.479338
2826,8.617713,15.102314,15.102314,8.617713,3.782800,14.327989,8.617713,14.344712,14.329395,8.617713,3.782800,14.284002,8.617713,14.106658,14.281133,8.617713,3.782800,13.743296,13.743296,11.180438,12.365226,8.617580,8.617580,13.743296,11.180565,12.364614,8.617834,8.617668,13.743296,11.180578,12.364548,8.617861,8.617713
2827,8.254511,14.766050,14.766050,8.254511,3.502711,13.945174,8.254511,13.993271,13.947611,8.254511,3.502711,13.909785,8.254511,13.739405,13.906115,8.254511,3.502711,13.348123,13.348123,10.801248,11.371090,8.254373,8.254373,13.348123,10.801378,11.370510,8.254633,8.254464,13.348123,10.801394,11.370440,8.254665,8.254511
2828,7.823499,14.341779,14.341779,7.823499,3.114219,13.204297,7.823499,13.565139,13.209399,7.823499,3.114219,13.151313,7.823499,13.305171,13.156235,7.823499,3.114219,12.464694,12.464694,10.144021,7.439631,7.823348,7.823348,12.464694,10.144161,7.439182,7.823628,7.823445,12.464694,10.144184,7.439108,7.823674,7.823499
2829,7.439228,13.967553,13.967553,7.439228,2.777186,12.923709,7.439228,13.184999,12.924384,7.439228,2.777186,12.887492,7.439228,12.917415,12.888548,7.439228,2.777186,12.259506,12.259506,9.849289,7.037138,7.439072,7.439072,12.259506,9.849433,7.036716,7.439361,7.439172,12.259506,9.849459,7.036642,7.439412,7.439228
2830,7.209395,13.748352,13.748352,7.209395,2.586574,12.478007,7.209395,12.959347,12.502453,7.209395,2.586574,12.470192,7.209395,12.684643,12.475029,7.209395,2.586574,11.830890,11.830890,9.520059,5.655074,7.209228,7.209228,11.830890,9.520212,5.654699,7.209535,7.209335,11.830890,9.520242,5.654627,7.209594,7.209395
2831,6.921349,13.464408,13.464408,6.921349,2.326065,12.005533,6.921349,12.672936,12.028072,6.921349,2.326065,11.992147,6.921349,12.394292,11.997795,6.921349,2.326065,11.573598,11.573598,9.247384,4.732511,6.921170,6.921170,11.573598,9.247547,4.732179,6.921496,6.921284,11.573598,9.247580,4.732112,6.921563,6.921349
2832,6.671959,13.221819,13.221819,6.671959,2.108257,11.488552,6.671959,12.426141,11.532830,6.671959,2.108257,11.490813,6.671959,12.142268,11.498012,6.671959,2.108257,11.345771,11.345771,9.008767,3.944524,6.671764,6.671764,11.345771,9.008944,3.944225,6.672118,6.671887,11.345771,9.008983,3.944161,6.672195,6.671959
2833,6.517986,13.074602,13.074602,6.517986,1.980007,11.282996,6.517986,12.251202,11.310238,6.517986,1.980007,11.267485,6.517986,11.986080,11.272342,6.517986,1.980007,11.181244,11.181244,8.849510,3.697901,6.517776,6.517776,11.181244,8.849700,3.697598,6.518157,6.517908,11.181244,8.849743,3.697531,6.518242,6.517986
2834,6.477610,13.035121,13.035121,6.477610,1.954054,11.069711,6.477610,9.138671,10.994114,6.477610,1.954054,10.947841,6.477610,9.582508,10.939220,6.477610,1.954054,10.898372,10.898372,8.687877,3.222898,6.477381,6.477381,10.898372,8.688083,3.222597,6.477794,6.477525,10.898372,8.688131,3.222527,6.477890,6.477610
2835,6.585671,13.107385,13.107385,6.585671,2.062696,10.963101,6.585671,8.592153,10.659407,6.585671,2.062696,10.617025,6.585671,5.183954,10.556792,6.585671,2.062696,10.518620,10.518620,8.552022,2.902880,6.585424,6.585424,10.518620,8.552244,2.902553,6.585868,6.585579,10.518620,8.552297,2.902474,6.585974,6.585671
2836,6.807685,13.260109,13.260109,6.807685,2.269365,11.054935,6.807685,6.914682,10.325784,6.807685,2.269365,10.285735,6.807685,3.837834,10.098162,6.807685,2.269365,10.019295,10.019295,8.413359,2.481284,6.807423,6.807423,10.019295,8.413594,2.480920,6.807894,6.807587,10.019295,8.413652,2.480830,6.808010,6.807685
2837,7.193059,13.558742,13.558742,7.193059,2.625163,11.273667,7.193059,6.473712,9.963312,7.193059,2.625163,9.919198,7.193059,4.067099,9.646923,7.193059,2.625163,9.314831,9.314831,8.253808,1.879815,7.192785,7.192785,9.314831,8.254053,1.879380,7.193275,7.192955,9.314831,8.254115,1.879269,7.193400,7.193059
2838,7.152261,13.477122,13.477122,7.152261,2.552195,11.521837,7.152261,4.412157,10.845377,7.152261,2.552195,10.797062,7.152261,4.044816,10.348982,7.152261,2.552195,9.188386,9.188386,8.170179,1.919972,7.151973,7.151973,9.188386,8.170436,1.919487,7.152487,7.152152,9.188386,8.170502,1.919363,7.152619,7.152261
2839,6.803142,13.253405,13.253405,6.803142,2.215962,11.736276,6.803142,3.648885,11.448550,6.803142,2.215962,11.387972,6.803142,3.749955,10.912448,6.803142,2.215962,9.760636,9.760636,8.281742,3.334215,6.802848,6.802848,9.760636,8.282005,3.333621,6.803375,6.803031,9.760636,8.282071,3.333472,6.803507,6.803142
2840,6.794402,13.298790,13.298790,6.794402,2.237628,11.496707,6.794402,3.662848,11.493234,6.794402,2.237628,11.424876,6.794402,3.646662,10.907421,6.794402,2.237628,9.911181,9.911181,8.352640,3.915697,6.794100,6.794100,9.911181,8.352911,3.915017,6.794642,6.794289,9.911181,8.352978,3.914849,6.794775,6.794402
2841,6.793471,13.348008,13.348008,6.793471,2.237477,11.506299,6.793471,6.793471,11.506299,6.793471,2.237477,11.432733,6.793471,3.645201,10.965879,6.793471,2.237477,10.223164,10.223164,8.508165,5.101288,6.793166,6.793166,10.223164,8.508439,5.100472,6.793714,6.793356,10.223164,8.508505,5.100275,6.793847,6.793471
2842,6.872309,13.429611,13.429611,6.872309,2.314274,11.435673,6.872309,6.872309,11.435673,6.872309,2.314274,11.375233,6.872309,3.724250,10.956820,6.872309,2.314274,10.338887,10.338887,8.605440,5.560450,6.871993,6.871993,10.338887,8.605724,5.559540,6.872561,6.872191,10.338887,8.605792,5.559321,6.872698,6.872309
2843,6.872567,13.427062,13.427062,6.872567,2.307710,11.459011,6.872567,6.872567,11.459011,6.872567,2.307710,11.388722,6.872567,3.717939,10.953494,6.872567,2.307710,10.456241,10.456241,8.664237,5.749290,6.872233,6.872233,10.456241,8.664536,5.748329,6.872832,6.872442,10.456241,8.664609,5.748096,6.872977,6.872567
2844,6.844125,13.398204,13.398204,6.844125,2.280010,11.488081,6.844125,6.844125,11.488081,6.844125,2.280010,11.426584,6.844125,3.794069,11.055106,6.844125,2.280010,10.617183,10.617183,8.730479,6.079026,6.843775,6.843775,10.617183,8.730793,6.078013,6.844403,6.843993,10.617183,8.730869,6.077768,6.844556,6.844125
2845,6.805494,13.360038,13.360038,6.805494,2.244878,11.573073,6.805494,12.561321,11.580258,6.805494,2.244878,11.524752,6.805494,4.695701,11.314791,6.805494,2.244878,10.930493,10.930493,8.867814,6.965383,6.805135,6.805135,10.930493,8.868137,6.964293,6.805781,6.805360,10.930493,8.868214,6.964032,6.805935,6.805494
2846,6.842216,13.398662,13.398662,6.842216,2.283952,11.742544,6.842216,12.598710,11.778236,6.842216,2.283952,11.736024,6.842216,7.065752,11.638176,6.842216,2.283952,11.320859,11.320859,9.081358,8.276641,6.841857,6.841857,11.320859,9.081682,8.275443,6.842505,6.842082,11.320859,9.081758,8.275162,6.842657,6.842216
2847,6.886437,13.442205,13.442205,6.886437,2.323808,11.520867,6.886437,12.642676,11.601590,6.886437,2.323808,11.560434,6.886437,8.945795,11.508746,6.886437,2.323808,11.112472,11.112472,8.999265,7.008365,6.886058,6.886058,11.112472,8.999605,7.007235,6.886739,6.886295,11.112472,8.999688,7.006963,6.886904,6.886437
2848,6.898870,13.453237,13.453237,6.898870,2.332084,11.546883,6.898870,12.654605,11.624002,6.898870,2.332084,11.580753,6.898870,10.779452,11.567346,6.898870,2.332084,11.107223,11.107223,9.002853,7.040301,6.898483,6.898483,11.107223,9.003201,7.039139,6.899178,6.898725,11.107223,9.003285,7.038857,6.899346,6.898870
2849,6.886501,13.440247,13.440247,6.886501,2.318974,11.910983,6.886501,12.642017,11.977305,6.886501,2.318974,11.951174,6.886501,12.195250,11.955615,6.886501,2.318974,11.358672,11.358672,9.122394,7.942228,6.886116,6.886116,11.358672,9.122741,7.940997,6.886809,6.886357,11.358672,9.122824,7.940702,6.886975,6.886501
2850,6.778259,13.330897,13.330897,6.778259,2.214712,12.293725,6.778259,12.414081,12.307442,6.778259,2.214712,12.276878,6.778259,12.248589,12.276241,6.778259,2.214712,11.481431,11.481431,9.129646,7.698725,6.777861,6.777861,11.481431,9.130004,7.697553,6.778577,6.778110,11.481431,9.130090,7.697272,6.778749,6.778259
2851,6.751389,13.307514,13.307514,6.751389,2.197925,12.202064,6.751389,11.274095,12.138365,6.751389,2.197925,12.104742,6.751389,12.216239,12.107199,6.751389,2.197925,11.273908,11.273908,9.012441,6.649008,6.750974,6.750974,11.273908,9.012814,6.647912,6.751720,6.751233,11.273908,9.012905,6.647643,6.751903,6.751389
2852,7.009448,13.546642,13.546642,7.009448,2.451359,11.694670,7.009448,4.064536,11.051633,7.009448,2.451359,11.004381,7.009448,11.692118,11.022133,7.009448,2.451359,9.983383,9.983383,8.496181,2.780133,7.008979,7.008979,9.983383,8.496599,2.779352,7.009814,7.009269,9.983383,8.496709,2.779146,7.010034,7.009448
2853,7.009386,13.428469,13.428469,7.009386,2.429003,11.407911,7.009386,3.860738,10.398590,7.009386,2.429003,10.344064,7.009386,10.215836,10.340926,7.009386,2.429003,9.511064,9.511064,8.259977,2.195265,7.008890,7.008890,9.511064,8.260417,2.194492,7.009771,7.009197,9.511064,8.260536,2.194284,7.010008,7.009386
2854,7.150740,13.449332,13.449332,7.150740,2.566566,11.186161,7.150740,3.999611,9.806992,7.150740,2.566566,9.770485,7.150740,6.250056,9.640569,7.150740,2.566566,8.959240,8.959240,8.054731,1.506168,7.150223,7.150223,8.959240,8.055190,1.505405,7.151140,7.150542,8.959240,8.055315,1.505196,7.151391,7.150740
