,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],ISHX0_N_EFT[C],ISHX0_N_ExFT[C],ISHX0_HP_EFT[C]
6840,9.701926,13.365621,10.639779,10.645132,10.636904,10.533051,10.503929,9.623671,2.212332,8.743413,9.623671,8.870352,1.893300,8.117033,9.221901,8.546069,1.698554,7.870237,8.906513,12.088164,12.883577
6841,9.597277,13.199626,10.483606,10.457469,10.449044,10.321666,10.304104,9.509896,1.908564,8.715688,9.509896,8.792468,1.724054,8.075041,9.127268,8.478733,1.558498,7.830198,8.824618,11.915253,12.687912
6842,9.496117,13.017893,10.300794,10.247371,10.238533,10.091724,10.083609,9.401486,1.592679,8.719363,9.401486,8.724644,1.580348,8.047802,9.040504,8.421093,1.446254,7.801681,8.751445,11.730134,12.474807
6843,9.391935,12.813254,10.158906,10.054394,10.045233,9.879062,9.870490,9.296210,1.268006,8.721929,9.296210,8.658602,1.407832,8.020994,8.956152,8.364920,1.305434,7.773689,8.680244,11.527006,12.238697
6844,9.497476,13.161926,10.413800,10.293417,10.285722,10.145494,10.129754,9.340724,2.114715,8.551693,9.340724,8.666828,1.806139,7.992931,8.981313,8.370459,1.637177,7.759605,8.696247,11.901161,12.702390
6845,9.523096,13.241766,10.469274,10.340248,10.331163,10.205940,10.130284,9.345766,2.285192,8.561248,9.345766,8.669029,1.971239,7.992293,8.984840,8.372275,1.784317,7.759710,8.698976,11.995458,12.819578
6846,9.887396,13.921619,11.182266,11.122392,11.116936,11.046541,10.884963,9.719640,5.356303,8.554316,9.719640,8.889265,3.816738,8.058891,9.276773,8.554632,3.319253,7.832492,8.939774,12.730260,13.677881
6847,10.085833,14.037212,11.396587,11.357887,11.349446,11.294367,11.161128,10.008260,6.838174,8.855392,10.008260,9.125433,5.236440,8.242607,9.537419,8.762435,4.596781,7.987450,9.175760,12.816052,13.726125
6848,10.268810,14.174097,11.503940,11.654779,11.642025,11.581259,11.466402,10.261260,7.976773,9.056118,10.261260,9.327311,6.181765,8.393361,9.763154,8.940838,5.442867,8.118522,9.379406,12.937021,13.826425
6849,10.393686,14.266020,11.612455,11.780356,11.767304,11.705607,11.610247,10.417122,8.345625,9.223997,10.417122,9.468871,6.632788,8.520621,9.911388,9.070466,5.882056,8.229543,9.518958,13.017869,13.892596
6850,10.457700,14.270505,11.650296,11.811988,11.799137,11.735515,11.652405,10.502311,8.367452,9.352217,10.502311,9.563668,6.829053,8.625025,10.001702,9.162080,6.108630,8.322458,9.609878,13.001166,13.848988
6851,10.557604,14.364423,11.749456,11.929943,11.915278,11.854817,11.790207,10.619943,8.836168,9.449679,10.619943,9.666080,7.202216,8.712217,10.111216,9.256802,6.451322,8.402387,9.712490,13.092949,13.938064
6852,10.689773,14.571214,11.942147,12.112175,12.094833,12.035897,11.980000,10.749263,9.373605,9.518526,10.749263,9.760980,7.527012,8.772697,10.222178,9.340108,6.718069,8.458038,9.810546,13.327456,14.206684
6853,10.755777,14.588234,11.970845,12.163945,12.148058,12.090755,12.043025,10.838715,9.560521,9.634406,10.838715,9.851700,7.835513,8.864684,10.312307,9.426272,7.033870,8.540237,9.898824,13.326636,14.183589
6854,10.865290,14.732697,12.123980,12.304470,12.294071,12.241762,12.200570,10.955356,10.043051,9.710143,10.955356,9.943346,8.162194,8.931335,10.415617,9.508536,7.315901,8.601455,9.992313,13.484221,14.357198
6855,10.945613,14.837264,12.212801,12.396939,12.386997,12.332399,12.285767,11.034219,10.181645,9.782671,11.034219,10.012539,8.311619,8.990858,10.489323,9.572316,7.460073,8.655309,10.061386,13.598292,14.482519
6856,11.066348,15.023024,12.365904,12.567910,12.555232,12.509426,12.455682,11.153404,10.719373,9.851125,11.153404,10.100819,8.664083,9.048234,10.592025,9.649738,7.756197,8.707450,10.152291,13.808520,14.722577
6857,11.236255,15.317098,12.621409,12.822671,12.814582,12.786732,12.715815,11.316610,11.526651,9.917404,11.316610,10.207939,9.133228,9.099268,10.725318,9.739008,8.125221,8.752698,10.265040,14.149899,15.121114
6858,10.733310,14.737512,12.125306,12.141431,12.130639,12.092725,11.959256,10.730969,6.294362,9.502682,10.730969,9.745433,5.050387,8.759897,10.205350,9.326962,4.501305,8.448574,9.795435,13.546933,14.484807
6859,10.565687,14.561763,11.950411,11.955257,11.946570,11.902378,11.768474,10.543710,5.964025,9.318945,10.543710,9.582316,4.681534,8.620922,10.030966,9.178495,4.151135,8.326023,9.633146,13.363311,14.295852
6860,10.150300,13.940061,11.335162,11.327937,11.313964,11.240312,11.060050,10.102327,3.163333,9.144605,10.102327,9.265672,2.763452,8.429017,9.656111,8.901585,2.492184,8.147058,9.303999,12.689205,13.535507
6861,10.010032,13.816848,11.183173,11.148670,11.139864,11.040301,10.883724,9.918462,2.995224,8.953199,9.918462,9.112401,2.501217,8.306341,9.488563,8.764729,2.246066,8.040896,9.150774,12.587806,13.447064
6862,9.778538,13.425794,10.629625,10.356566,10.349743,10.209609,10.068660,9.610279,1.371835,9.151897,9.610279,8.960453,1.944788,8.310627,9.263705,8.643100,1.857337,8.022494,8.974089,12.191884,12.996333
6863,9.610643,13.114079,10.350419,10.001383,9.994309,9.811451,9.730334,9.417352,0.908223,9.104369,9.417352,8.846310,1.657068,8.275268,9.112796,8.549866,1.633531,7.986935,8.850095,11.892285,12.652832
6864,9.462090,12.817865,10.070915,9.612875,9.605951,9.388344,9.363425,9.240985,0.358063,9.118545,9.240985,8.752528,1.428442,8.264071,8.980475,8.475903,1.475569,7.971331,8.745008,11.613335,12.330417
6865,9.317831,12.515563,9.799677,9.250751,9.243897,9.003918,8.989850,9.067774,-0.232487,9.145697,9.067774,8.666682,1.196672,8.265589,8.853858,8.410505,1.322758,7.967153,8.646960,11.330446,12.001317
6866,9.183833,12.198963,9.601042,9.036491,9.029537,8.768562,8.762091,8.937994,-0.511827,9.113896,8.937994,8.591314,1.008743,8.244634,8.753098,8.350329,1.171946,7.947559,8.565139,11.039915,11.658608
6867,9.045944,11.857308,9.375801,8.754014,8.747075,8.475124,8.468687,8.799600,-0.966314,9.130514,8.799600,8.520090,0.816210,8.240579,8.650528,8.295415,1.036980,7.940301,8.484808,10.729349,11.290484
6868,8.959483,11.670511,9.265999,8.650708,8.643734,8.363787,8.349424,8.709155,-1.048003,9.068886,8.709155,8.463330,0.716162,8.217505,8.578048,8.250065,0.955515,7.922081,8.424989,10.562964,11.097458
6869,8.846292,11.393147,9.086826,8.435658,8.426746,8.159977,8.086771,8.587875,-1.494715,9.088978,8.587875,8.403672,0.549449,8.219470,8.489633,8.205416,0.847776,7.921199,8.356999,10.314171,10.803463
6870,8.946115,11.781454,9.381616,9.056146,9.047745,8.798686,8.545673,8.663739,-0.343133,8.781804,8.663739,8.395260,0.780279,8.126782,8.520550,8.190241,0.959979,7.859932,8.366406,10.685243,11.264952
6871,9.187784,12.596339,9.881544,9.642981,9.633022,9.423251,9.187464,8.841926,1.149248,8.496388,8.841926,8.442982,1.326874,8.044038,8.629156,8.220920,1.357776,7.812685,8.438646,11.435199,12.184337
6872,9.228253,12.642172,10.040702,9.937061,9.925195,9.717473,9.502293,8.969665,1.867517,8.437036,8.969665,8.488722,1.686295,8.007779,8.713162,8.251223,1.619662,7.789284,8.497590,11.420241,12.150904
6873,9.385948,12.952658,10.379283,10.348219,10.334820,10.169884,10.006268,9.190957,3.304516,8.375646,9.190957,8.590416,2.434037,7.989874,8.870668,8.327484,2.201567,7.784299,8.617182,11.692245,12.461011
6874,9.484130,13.077681,10.560673,10.559272,10.547649,10.426643,10.287782,9.356276,4.037409,8.424770,9.356276,8.680867,2.927410,8.005459,8.996058,8.397145,2.595857,7.798232,8.716565,11.786822,12.554387
6875,9.565128,13.203189,10.692024,10.692024,10.678504,10.570330,10.459342,9.464526,4.352990,8.469710,9.464526,8.742719,3.158392,8.020912,9.079562,8.444559,2.778568,7.809555,8.783227,11.910830,12.692730
6876,9.633350,13.310567,10.806932,10.806932,10.794978,10.705478,10.609262,9.554445,4.645284,8.499628,9.554445,8.793519,3.351025,8.032593,9.148618,8.483320,2.929892,7.818022,8.838145,12.018965,12.814170
6877,9.698825,13.409271,10.920118,10.920118,10.908800,10.848046,10.763414,9.643073,4.994678,8.522733,9.643073,8.843116,3.566351,8.043159,9.216430,8.521235,3.099303,7.826039,8.892005,12.119284,12.926104
6878,9.751463,13.487127,11.003912,11.003912,10.994546,10.945742,10.872171,9.712979,5.211058,8.553788,9.712979,8.884572,3.724042,8.056165,9.271162,8.553284,3.227169,7.835405,8.936152,12.197395,13.012705
6879,9.589196,13.189710,10.725463,10.725463,10.715249,10.663066,10.561081,9.559248,3.702879,8.557414,9.559248,8.791604,2.837290,8.023960,9.149838,8.474858,2.494794,7.799878,8.834847,11.852241,12.606589
6880,9.566092,13.173949,10.697913,10.697310,10.686609,10.638513,10.520296,9.525988,3.693507,8.531680,9.525988,8.767327,2.818159,8.008666,9.121369,8.453600,2.480527,7.785832,8.809743,11.835136,12.591485
6881,9.577983,13.274635,10.713747,10.680533,10.673569,10.626379,10.465610,9.488572,3.519593,8.511534,9.488572,8.739483,2.698450,7.990394,9.089058,8.428942,2.377942,7.768826,8.781004,11.968918,12.765896
6882,9.576112,13.431148,10.554031,10.291673,10.284625,10.227909,10.033026,9.334843,2.432127,8.636660,9.334843,8.675231,2.297767,8.015618,8.983050,8.380994,2.097268,7.778938,8.702091,12.198174,13.072195
6883,9.507285,13.316583,10.373389,10.021769,10.014857,9.939458,9.759562,9.221780,1.933646,8.683999,9.221780,8.630092,2.127474,8.038403,8.906213,8.350054,1.999723,7.793896,8.646672,12.089124,12.949736
6884,9.156121,12.492515,9.625402,9.068223,9.059499,8.936041,8.724406,8.875427,-0.420610,9.026448,8.875427,8.479352,1.103112,8.083277,8.664187,8.233334,1.199972,7.802481,8.463122,11.235117,11.928116
6885,9.011703,12.161437,9.390419,8.766244,8.756066,8.607829,8.438423,8.709036,-0.767681,8.979648,8.709036,8.397595,0.883504,8.086154,8.542934,8.172636,1.050472,7.802338,8.370128,10.936428,11.578002
6886,8.821679,11.624751,9.078724,8.386463,8.379315,8.188144,8.039025,8.539306,-1.402439,9.039586,8.539306,8.320870,0.612341,8.102435,8.422807,8.116275,0.859303,7.809743,8.279758,10.447441,10.989362
6887,8.669864,11.189184,8.857496,8.111299,8.103924,7.871906,7.788286,8.409601,-1.733747,9.030916,8.409601,8.256858,0.426222,8.104115,8.328138,8.068786,0.723708,7.809435,8.207107,10.058135,10.520892
6888,8.487873,10.592992,8.605315,7.805324,7.798927,7.528157,7.502214,8.280495,-2.167268,9.058776,8.280495,8.196688,0.233378,8.112880,8.235798,8.024767,0.587656,7.813735,8.137317,9.539544,9.890100
6889,8.309601,9.999457,8.371809,7.523420,7.517126,7.227916,7.213674,8.140077,-2.707027,9.066480,8.140077,8.135051,0.014686,8.130025,8.137396,7.982461,0.452733,7.827526,8.065093,9.043125,9.287632
6890,8.151872,9.476761,8.183953,7.313173,7.307208,7.006721,7.000479,8.021182,-3.050652,9.041885,8.021182,8.077632,-0.168716,8.134082,8.051289,7.942017,0.326589,7.832745,8.000295,8.606603,8.758180
6891,7.994882,8.958827,8.004504,7.106522,7.100619,6.791290,6.785263,7.900710,-3.447868,9.016158,7.900710,8.019392,-0.366847,8.138073,7.964007,7.901389,0.193553,7.838772,7.934786,8.175170,8.235266
6892,7.905211,8.711833,7.909027,7.007756,7.002256,6.690447,6.677680,7.804066,-3.661606,8.930453,7.804066,7.965972,-0.526315,8.127877,7.890416,7.864075,0.085626,7.837735,7.878124,7.986473,8.013561
6893,7.761415,8.269480,7.757729,6.836088,6.829036,6.527956,6.465139,7.676460,-4.179138,8.887781,7.676460,7.902193,-0.778793,8.127925,7.796851,7.820361,-0.081113,7.843872,7.807822,7.622194,7.575787
6894,7.817655,8.624112,7.827493,7.002631,6.998201,6.744347,6.564838,7.602876,-4.210918,8.640914,7.602876,7.842893,-0.973655,8.082910,7.730885,7.780764,-0.202339,7.830643,7.754162,8.008132,8.071625
6895,7.931091,9.228315,7.964599,7.144163,7.139865,6.895368,6.711978,7.604025,-3.768107,8.496073,7.604025,7.817807,-0.903039,8.031589,7.718042,7.760359,-0.178752,7.802676,7.737790,8.510995,8.704296
6896,8.059197,9.929558,8.136073,7.377425,7.373236,7.118090,6.944589,7.662276,-3.082071,8.379962,7.662276,7.821704,-0.684656,7.981132,7.747304,7.759095,-0.050635,7.770885,7.752806,8.978368,9.284758
6897,8.121447,10.226548,8.246110,7.544830,7.540792,7.294281,7.145571,7.726227,-2.553636,8.306883,7.726227,7.835341,-0.479867,7.944455,7.784421,7.765718,0.082255,7.747014,7.775693,9.158709,9.504463
6898,8.134409,10.264673,8.300444,7.697068,7.692652,7.460209,7.318033,7.801802,-2.018894,8.285571,7.801802,7.859910,-0.242499,7.918018,7.832793,7.778550,0.226368,7.724308,7.807480,9.115197,9.442126
6899,8.239526,10.549045,8.495387,8.018359,8.012465,7.789424,7.660874,7.941818,-1.047554,8.222761,7.941818,7.907525,0.127867,7.873232,7.923528,7.804533,0.443698,7.685538,7.867997,9.354114,9.725643
6900,8.273178,10.620674,8.542602,8.060777,8.054633,7.837577,7.724043,7.990700,-0.981797,8.257356,7.990700,7.929630,0.224852,7.868560,7.958129,7.817565,0.517540,7.677001,7.892532,9.415113,9.795759
6901,8.407173,11.037860,8.820680,8.478715,8.469955,8.284200,8.170469,8.146337,0.079122,8.122205,8.146337,7.976825,0.555788,7.807313,8.055930,7.842275,0.700524,7.628619,7.956224,9.760019,10.210967
6902,8.451180,11.123952,8.908727,8.613592,8.606435,8.426380,8.321774,8.225336,0.301435,8.128899,8.225336,8.005955,0.685721,7.786573,8.108333,7.857822,0.783022,7.607311,7.991428,9.830436,10.290188
6903,8.490076,11.221971,8.982329,8.714251,8.708241,8.546440,8.424290,8.279285,0.443311,8.134281,8.279285,8.026495,0.772834,7.773706,8.144464,7.868860,0.842581,7.593257,8.015849,9.912756,10.386983
6904,8.536513,11.332799,9.082828,8.852343,8.846326,8.717115,8.572702,8.339825,0.702316,8.106948,8.339825,8.047595,0.881315,7.755364,8.183969,7.880566,0.915010,7.577162,8.042381,10.018908,10.513040
6905,8.242257,10.110900,8.486693,8.091834,8.085996,7.962613,7.775175,8.138025,-1.107339,8.500874,8.138025,7.997551,0.428696,7.857077,8.063105,7.849871,0.650746,7.636636,7.963596,9.078240,9.356901
6906,8.161163,9.800533,8.309864,7.694305,7.688134,7.555541,7.331025,7.980515,-1.939165,8.630006,7.980515,7.943226,0.111334,7.905936,7.960627,7.813296,0.439882,7.665965,7.891873,8.969034,9.238324
6907,8.039792,9.410841,8.138739,7.462015,7.456368,7.319425,7.117164,7.866013,-2.365059,8.614862,7.866013,7.896188,-0.095300,7.926363,7.882106,7.782677,0.314025,7.683247,7.835706,8.652051,8.856138
6908,7.679710,7.995177,7.651522,6.924892,6.919003,6.767788,6.579614,7.679255,-3.408812,8.778896,7.679255,7.828287,-0.461989,7.977319,7.758739,7.736876,0.067775,7.715012,7.748536,7.473233,7.404408
6909,7.647323,8.022053,7.628162,6.857955,6.850532,6.682638,6.534976,7.599914,-3.434655,8.664851,7.599914,7.783212,-0.591175,7.966509,7.697673,7.705374,-0.024840,7.713076,7.701267,7.485493,7.431550
6910,7.483515,7.431512,7.432519,6.645097,6.639530,6.443574,6.317788,7.493463,-3.875409,8.669139,7.493463,7.733695,-0.791881,7.973926,7.621587,7.670965,-0.162767,7.720343,7.644630,7.000170,6.839055
6911,7.386579,7.111388,7.319793,6.519359,6.514076,6.292872,6.224159,7.419140,-4.028376,8.614122,7.419140,7.692138,-0.920298,7.965137,7.564739,7.641145,-0.257568,7.717550,7.600395,6.745130,6.531314
6912,7.345223,7.006834,7.270293,6.483633,6.477429,6.219853,6.197762,7.392104,-3.882577,8.586445,7.392104,7.670779,-0.905921,7.949454,7.540731,7.623205,-0.268110,7.705680,7.579219,6.643235,6.409239
6913,7.274547,6.787441,7.196026,6.392016,6.386105,6.117890,6.105607,7.331091,-4.130969,8.556575,7.331091,7.637810,-1.033917,7.944530,7.494675,7.599565,-0.353573,7.704455,7.543623,6.467318,6.198242
6914,7.203574,6.567649,7.119583,6.312334,6.306541,6.027406,6.022077,7.269013,-4.343451,8.515948,7.269013,7.602896,-1.163014,7.936778,7.447083,7.574562,-0.444045,7.702040,7.506573,6.294577,5.991578
6915,7.128500,6.353751,7.046073,6.220934,6.215484,5.932006,5.926930,7.195392,-4.636806,8.463853,7.195392,7.561266,-1.337438,7.927141,7.390525,7.545114,-0.565093,7.699703,7.462666,6.126001,5.791834
6916,7.283999,7.205349,7.259858,6.375813,6.370094,6.062251,6.050507,7.219518,-4.122067,8.388529,7.219518,7.557496,-1.191749,7.895474,7.399773,7.538759,-0.490081,7.677745,7.464633,6.742097,6.561463
6917,7.413370,7.889886,7.409845,6.500264,6.492992,6.191428,6.130981,7.230056,-3.940378,8.329130,7.230056,7.551127,-1.151098,7.872199,7.401294,7.532068,-0.468850,7.662843,7.462322,7.266512,7.217560
6918,8.289143,11.137600,8.659813,8.191967,8.185976,7.937517,7.759477,7.733522,0.107139,7.707566,7.733522,7.703168,0.125295,7.672815,7.717333,7.629491,0.362603,7.541649,7.676340,10.127551,10.740354
6919,8.664438,12.201176,9.349840,9.046178,9.035882,8.829692,8.667157,8.168714,2.407020,7.670272,8.168714,7.894662,1.323419,7.620610,8.022553,7.765403,1.241799,7.508253,7.902550,10.950102,11.711991
6920,8.884718,12.470175,9.780244,9.816314,9.798846,9.600159,9.442859,8.565812,4.221287,7.688764,8.565812,8.085648,2.311059,7.605485,8.309725,7.902130,1.961779,7.494536,8.119514,11.180329,11.945533
6921,9.016581,12.602621,9.956037,10.006977,9.988898,9.792503,9.660439,8.771615,4.472237,7.882791,8.771615,8.220896,2.771012,7.670178,8.477898,8.007614,2.366300,7.537329,8.258432,11.291029,12.049179
6922,9.099672,12.645639,10.047340,10.094268,10.076697,9.895606,9.781988,8.911396,4.617489,8.040804,8.911396,8.327734,3.095655,7.744072,8.600110,8.095819,2.674680,7.591529,8.364774,11.304365,12.039262
6923,9.221927,12.794504,10.201838,10.289301,10.269339,10.105987,10.017994,9.076714,5.203460,8.135433,9.076714,8.438651,3.527249,7.800589,8.736414,8.186346,3.040808,7.636279,8.479715,11.448563,12.190775
6924,9.411281,13.115836,10.474425,10.598074,10.574809,10.434964,10.360001,9.281727,6.110756,8.203454,9.281727,8.563150,4.072302,7.844572,8.898486,8.285356,3.474714,7.672225,8.612358,11.808049,12.606972
6925,9.539735,13.215883,10.629287,10.770547,10.749903,10.650456,10.588439,9.472387,6.810192,8.356335,9.472387,8.702377,4.698635,7.932366,9.061715,8.402124,4.024848,7.742534,8.753906,11.897224,12.683054
6926,9.716753,13.459978,10.879073,11.019807,11.006642,10.926982,10.874813,9.677069,7.622859,8.479324,9.677069,8.844733,5.297270,8.012398,9.233157,8.520765,4.533907,7.808373,8.900707,12.164891,12.980937
6927,9.934505,13.746394,11.124296,11.324533,11.312787,11.252748,11.197629,9.926757,8.752160,8.655885,9.926757,9.027896,6.190217,8.129036,9.447365,8.676363,5.309684,7.905362,9.087564,12.475329,13.322270
6928,10.113207,14.003780,11.333721,11.570233,11.555310,11.505257,11.441973,10.115788,9.280441,8.789603,10.115788,9.168241,6.630787,8.220695,9.610430,8.796133,5.698324,7.981836,9.230425,12.761556,13.644339
6929,10.298861,14.340648,11.646305,11.826784,11.817122,11.772383,11.687771,10.280960,9.724196,8.874148,10.280960,9.280634,6.914478,8.280307,9.747452,8.889589,5.929742,8.031726,9.347116,13.154094,14.105839
6930,9.775315,13.654336,11.000343,10.996759,10.981949,10.887586,10.703859,9.647458,3.932838,8.591058,9.647458,8.848913,2.972878,8.050368,9.221568,8.523634,2.598316,7.825700,8.895865,12.413664,13.293113
6931,9.654684,13.528509,10.847949,10.824269,10.812981,10.698549,10.524380,9.492567,3.862772,8.460754,9.492567,8.732305,2.846172,7.972043,9.087094,8.423288,2.485072,7.759483,8.777318,12.286782,13.164147
6932,9.281259,12.797112,10.109038,9.981589,9.964994,9.776023,9.561821,9.096471,1.291529,8.631120,9.096471,8.521476,1.595835,7.946481,8.789807,8.252046,1.492498,7.714284,8.538852,11.508479,12.250886
6933,9.176624,12.639266,9.939235,9.750076,9.740250,9.511348,9.336463,8.934761,1.113775,8.533060,8.934761,8.421011,1.424448,7.907261,8.660761,8.170195,1.360167,7.679629,8.431830,11.411003,12.155797
6934,8.912069,11.991850,9.288777,8.738882,8.732085,8.481715,8.340825,8.608577,-0.798987,8.876330,8.608577,8.305041,0.905765,8.001506,8.446691,8.090957,1.061528,7.735223,8.280682,10.806228,11.437615
6935,8.706925,11.451703,8.953404,8.293278,8.286556,8.002550,7.925298,8.398083,-1.434712,8.870868,8.398083,8.209618,0.571916,8.021153,8.297568,8.023093,0.832922,7.748618,8.169480,10.319262,10.856708
6936,8.524680,10.914460,8.700886,8.014235,8.007567,7.672365,7.648324,8.244630,-1.799765,8.840936,8.244630,8.132183,0.339387,8.019736,8.184658,7.966146,0.659511,7.747634,8.082686,9.850661,10.292654
6937,8.326169,10.333782,8.412657,7.626275,7.620046,7.264197,7.251421,8.052093,-2.616724,8.852764,8.052093,8.048107,0.013025,8.044122,8.049967,7.909259,0.459859,7.768550,7.984303,9.351767,9.693633
6938,8.162589,9.819214,8.220769,7.439644,7.433521,7.057896,7.052202,7.925181,-2.866169,8.798160,7.925181,7.980114,-0.180357,8.035048,7.954479,7.859644,0.311362,7.764809,7.910223,8.919687,9.172054
6939,7.988883,9.285350,8.013302,7.166425,7.160689,6.790092,6.784810,7.769615,-3.480256,8.754420,7.769615,7.903843,-0.474357,8.038072,7.841203,7.807028,0.120773,7.772853,7.825255,8.479768,8.643396
6940,8.241610,10.435579,8.346876,7.578480,7.573121,7.218151,7.207042,7.830391,-2.343133,8.453741,7.830391,7.893211,-0.236135,7.956031,7.863895,7.795392,0.257498,7.726889,7.831927,9.470658,9.880341
6941,8.296907,10.695709,8.431374,7.664095,7.657756,7.342191,7.290024,7.824913,-2.241709,8.359803,7.824913,7.875111,-0.210378,7.925309,7.851686,7.782709,0.289081,7.713732,7.819496,9.729137,10.206548
6942,8.870746,12.441164,9.484988,9.104810,9.099966,8.838500,8.692118,8.323761,1.862448,7.955403,8.323761,8.055185,1.357944,7.786609,8.180520,7.907289,1.381480,7.634058,8.053012,11.323948,12.141682
6943,9.106816,12.785631,9.934993,9.693142,9.684812,9.467902,9.336224,8.703993,3.789358,8.071761,8.703993,8.262285,2.647429,7.820578,8.468415,8.066801,2.407129,7.665186,8.280995,11.584278,12.410099
6944,9.335651,13.044079,10.334481,10.406331,10.392127,10.203853,10.075928,9.102525,5.791201,8.129122,9.102525,8.472059,3.750919,7.841593,8.766277,8.223652,3.228311,7.681028,8.513052,11.803450,12.626049
6945,9.514356,13.236611,10.593190,10.702954,10.688125,10.545727,10.437410,9.369212,6.592762,8.301015,9.369212,8.645628,4.465860,7.922043,8.983300,8.362219,3.833227,7.741137,8.693462,11.977038,12.797932
6946,9.665364,13.366031,10.750620,10.909361,10.895096,10.788315,10.696238,9.590637,7.284587,8.485035,9.590637,8.810016,5.143348,8.029396,9.174306,8.500454,4.439873,7.826602,8.859842,12.081933,12.887455
6947,9.880037,13.613173,10.953286,11.229317,11.213738,11.135359,11.066539,9.867633,8.536605,8.668728,9.867633,9.010179,6.105361,8.152724,9.410324,8.669871,5.272273,7.929418,9.064779,12.325808,13.141066
6948,10.150527,13.998380,11.263426,11.620365,11.602679,11.546508,11.489478,10.171446,9.894214,8.853413,10.171446,9.226105,7.096488,8.280765,9.667264,8.852296,6.117807,8.037328,9.286946,12.741271,13.604852
6949,10.345505,14.160310,11.434332,11.836019,11.820370,11.788209,11.741186,10.420835,10.708842,9.100483,10.420835,9.437778,7.973181,8.454721,9.896538,9.040782,6.940691,8.185027,9.497185,12.890466,13.738786
6950,10.565020,14.428537,11.708249,12.099759,12.089772,12.072854,12.033211,10.664001,11.556987,9.294791,10.664001,9.633603,8.697203,8.603204,10.114455,9.214305,7.597826,8.314155,9.694385,13.176925,14.047560
6951,10.762565,14.665809,11.935112,12.325442,12.316137,12.306212,12.262615,10.874795,12.171394,9.486974,10.874795,9.813230,9.310081,8.751665,10.308627,9.376427,8.175529,8.444228,9.873600,13.429460,14.318424
6952,10.923896,14.886781,12.127110,12.524545,12.512587,12.508062,12.457309,11.036932,12.480048,9.616554,11.036932,9.946069,9.584789,8.855206,10.455138,9.495546,8.431391,8.535953,10.007329,13.673598,14.590165
6953,11.033329,15.113193,12.380138,12.663499,12.655484,12.649963,12.579631,11.115168,12.255175,9.650704,11.115168,9.998986,9.340625,8.882804,10.519871,9.540140,8.198749,8.560410,10.062663,13.945325,14.915990
6954,10.396022,14.364846,11.777305,11.787579,11.775516,11.761736,11.611701,10.364672,5.721869,9.117643,10.364672,9.420830,4.330729,8.476987,9.861289,9.032244,3.803994,8.203199,9.474402,13.160882,14.082502
6955,10.250631,14.232039,11.644323,11.644323,11.635094,11.612459,11.469958,10.197270,5.862346,8.924582,10.197270,9.269266,4.274640,8.341261,9.702334,8.894391,3.721608,8.086447,9.325294,13.026641,13.951978
6956,9.824595,13.584375,10.996068,10.989024,10.973536,10.924393,10.724876,9.743257,2.948403,8.761638,9.743257,8.954151,2.370168,8.165045,9.322401,8.622487,2.102268,7.922573,8.995774,12.311058,13.139878
6957,9.704062,13.500954,10.889684,10.869907,10.860228,10.785075,10.612495,9.578857,2.929652,8.545219,9.578857,8.811865,2.173892,8.044874,9.169795,8.495762,1.910417,7.821730,8.855246,12.250507,13.099323
6958,9.503269,13.149723,10.428950,10.229714,10.221975,10.103562,9.945468,9.326916,1.662741,8.708364,9.326916,8.681843,1.734033,8.036769,8.982877,8.389812,1.594227,7.796748,8.706113,11.894736,12.691891
6959,9.356890,12.871249,10.173420,9.901441,9.893639,9.732336,9.641213,9.162806,1.245005,8.684400,9.162806,8.585534,1.502292,8.008262,8.854928,8.310740,1.416195,7.766551,8.600973,11.624639,12.380555
6960,9.238474,12.634136,9.979386,9.664731,9.656526,9.456038,9.426847,9.039793,0.973363,8.652738,9.039793,8.509687,1.333106,7.979582,8.757070,8.247927,1.280389,7.738784,8.519470,11.395489,12.114494
6961,9.122081,12.391873,9.751852,9.366976,9.358850,9.135109,9.118184,8.908727,0.522997,8.699270,8.908727,8.442133,1.165046,7.975539,8.659877,8.194249,1.162635,7.728621,8.442584,11.160572,11.840068
6962,9.010143,12.142777,9.548074,9.116825,9.108470,8.859115,8.851439,8.789959,0.151385,8.728479,8.789959,8.380806,1.007474,7.971654,8.571744,8.145814,1.048786,7.719884,8.372977,10.921643,11.558809
6963,8.898240,11.883418,9.334951,8.828397,8.820236,8.559852,8.552247,8.667168,-0.285139,8.782089,8.667168,8.323259,0.853298,7.979350,8.483750,8.101970,0.947261,7.720191,8.305586,10.676202,11.268855
6964,9.044078,12.405080,9.678052,9.266432,9.259312,9.032216,9.017573,8.737361,0.808661,8.457150,8.737361,8.328634,1.179542,7.919907,8.519373,8.104852,1.196264,7.690331,8.325930,11.198524,11.916672
6965,9.079343,12.529141,9.724674,9.297937,9.289654,9.091505,9.022508,8.740014,0.905792,8.457520,8.740014,8.329807,1.315294,7.919600,8.521237,8.107693,1.325993,7.694150,8.328250,11.332623,12.083716
